account_id,product_family,competitor,intensity
A00706,AI & ML,Competitor D,74
A00706,Integration,Competitor B,25
A00707,Database,Competitor B,55
A00707,AI & ML,Competitor A,58
A00708,Infrastructure,Competitor C,69
A00708,AI & ML,Competitor B,83
A00709,Analytics & Data,Competitor D,7
A00710,Database,Competitor A,37
A00710,Analytics & Data,Competitor C,48
A00710,Security,Competitor B,35
A00711,Infrastructure,Competitor C,45
A00711,Security,Competitor C,11
A00711,Applications,Competitor C,53
A00712,Infrastructure,Competitor A,14
A00712,Analytics & Data,Competitor C,39
A00713,Infrastructure,Competitor D,36
A00713,Database,Competitor C,49
A00713,Analytics & Data,Competitor A,66
A00714,Infrastructure,Competitor C,70
A00714,AI & ML,Competitor A,52
A00714,Applications,Competitor A,91
A00714,Integration,Competitor A,99
A00715,Infrastructure,Competitor B,48
A00715,Database,Competitor A,46
A00715,Applications,Competitor C,36
A00716,Database,Competitor C,25
A00717,Analytics & Data,Competitor C,78
A00717,AI & ML,Competitor B,47
A00717,Applications,Competitor A,44
A00717,Integration,Competitor A,29
A00718,Infrastructure,Competitor A,74
A00718,Database,Competitor B,93
A00718,AI & ML,Competitor C,44
A00718,Security,Competitor B,77
A00718,Applications,Competitor A,91
A00719,Analytics & Data,Competitor B,79
A00720,Infrastructure,Competitor B,37
A00720,Analytics & Data,Competitor C,37
A00720,Security,Competitor A,43
A00721,Database,Competitor B,31
A00721,Analytics & Data,Competitor C,29
A00721,AI & ML,Competitor D,80
A00721,Applications,Competitor D,18
A00722,Database,Competitor C,38
A00722,AI & ML,Competitor B,31
A00722,Security,Competitor B,84
A00722,Integration,Competitor D,100
A00723,Analytics & Data,Competitor A,100
A00723,Applications,Competitor C,25
A00724,Database,Competitor C,23
A00724,Security,Competitor A,51
A00724,Integration,Competitor C,67
A00725,Analytics & Data,Competitor A,35
A00725,Integration,Competitor A,43
A00726,Database,Competitor C,25
A00728,Database,Competitor A,23
A00729,AI & ML,Competitor B,29
A00729,Integration,Competitor B,1
A00730,Analytics & Data,Competitor B,21
A00730,Security,Competitor D,15
A00730,Applications,Competitor B,53
A00731,Applications,Competitor D,52
A00731,Integration,Competitor C,83
A00732,Analytics & Data,Competitor D,31
A00732,Security,Competitor A,56
A00732,Integration,Competitor C,34
A00733,Security,Competitor B,58
A00733,Integration,Competitor C,66
A00734,Infrastructure,Competitor C,32
A00734,AI & ML,Competitor C,52
A00734,Security,Competitor A,34
A00734,Integration,Competitor C,86
A00735,Applications,Competitor A,65
A00735,Integration,Competitor B,51
A00736,Database,Competitor B,74
A00736,Applications,Competitor C,63
A00737,Infrastructure,Competitor B,93
A00737,Database,Competitor C,91
A00738,Integration,Competitor D,4
A00739,Analytics & Data,Competitor D,4
A00739,AI & ML,Competitor B,90
A00740,AI & ML,Competitor A,80
A00741,AI & ML,Competitor D,1
A00741,Security,Competitor C,18
A00742,Infrastructure,Competitor B,45
A00742,AI & ML,Competitor C,37
A00742,Security,Competitor D,2
A00743,Analytics & Data,Competitor A,22
A00743,AI & ML,Competitor B,70
A00743,Security,Competitor A,70
A00743,Integration,Competitor A,28
A00744,Database,Competitor B,47
A00745,Database,Competitor B,92
A00745,Integration,Competitor D,43
A00746,Infrastructure,Competitor A,17
A00746,AI & ML,Competitor C,31
A00746,Applications,Competitor D,26
A00746,Integration,Competitor A,30
A00747,Infrastructure,Competitor B,70
A00747,Database,Competitor B,41
A00747,Analytics & Data,Competitor C,52
A00747,Security,Competitor C,83
A00747,Applications,Competitor B,71
A00747,Integration,Competitor B,85
A00748,Security,Competitor C,37
A00748,Applications,Competitor A,46
A00749,Infrastructure,Competitor B,38
A00749,Analytics & Data,Competitor A,100
A00749,Applications,Competitor D,84
A00750,Infrastructure,Competitor A,30
A00750,Analytics & Data,Competitor C,43
A00750,Security,Competitor C,56
A00750,Integration,Competitor A,22
A00752,Security,Competitor B,3
A00754,Security,Competitor B,43
A00755,AI & ML,Competitor B,66
A00756,Infrastructure,Competitor D,77
A00756,AI & ML,Competitor A,68
A00756,Security,Competitor C,19
A00757,Security,Competitor D,83
A00757,Integration,Competitor B,18
A00758,Analytics & Data,Competitor D,73
A00758,Integration,Competitor D,38
A00759,Database,Competitor C,77
A00759,Applications,Competitor A,34
A00760,Infrastructure,Competitor B,26
A00760,Database,Competitor C,19
A00760,Analytics & Data,Competitor B,67
A00760,Integration,Competitor D,33
A00762,Database,Competitor C,35
A00762,Security,Competitor C,37
A00763,Infrastructure,Competitor B,65
A00763,AI & ML,Competitor D,66
A00763,Security,Competitor D,18
A00763,Integration,Competitor C,93
A00764,Infrastructure,Competitor C,35
A00764,Analytics & Data,Competitor A,36
A00764,Applications,Competitor C,28
A00766,Infrastructure,Competitor D,41
A00766,Database,Competitor C,79
A00766,AI & ML,Competitor A,30
A00766,Security,Competitor C,66
A00766,Applications,Competitor B,62
A00767,Applications,Competitor C,29
A00767,Integration,Competitor B,40
A00768,Database,Competitor D,58
A00768,Analytics & Data,Competitor A,63
A00769,Database,Competitor A,89
A00770,Infrastructure,Competitor D,61
A00770,Database,Competitor B,82
A00771,Infrastructure,Competitor D,50
A00771,Database,Competitor D,12
A00771,Security,Competitor A,96
A00771,Applications,Competitor B,7
A00771,Integration,Competitor C,58
A00772,AI & ML,Competitor C,61
A00772,Integration,Competitor B,92
A00774,Infrastructure,Competitor B,81
A00774,Analytics & Data,Competitor D,58
A00774,AI & ML,Competitor A,65
A00775,Database,Competitor C,50
A00775,Integration,Competitor C,9
A00776,Database,Competitor B,86
A00776,Analytics & Data,Competitor B,59
A00778,Database,Competitor B,57
A00778,Security,Competitor D,36
A00779,Infrastructure,Competitor B,22
A00779,Database,Competitor C,43
A00779,Security,Competitor D,53
A00779,Applications,Competitor B,60
A00780,Infrastructure,Competitor C,89
A00780,Analytics & Data,Competitor C,69
A00780,Integration,Competitor B,76
A00781,Infrastructure,Competitor D,92
A00781,Security,Competitor B,22
A00781,Applications,Competitor C,53
A00781,Integration,Competitor B,61
A00782,AI & ML,Competitor A,62
A00782,Security,Competitor C,44
A00782,Integration,Competitor C,28
A00783,Infrastructure,Competitor B,43
A00783,AI & ML,Competitor D,27
A00784,Infrastructure,Competitor C,100
A00784,Database,Competitor C,63
A00785,Infrastructure,Competitor B,90
A00785,Database,Competitor D,43
A00785,Analytics & Data,Competitor C,54
A00785,Applications,Competitor B,98
A00786,Security,Competitor A,53
A00786,Applications,Competitor C,26
A00786,Integration,Competitor D,92
A00787,Infrastructure,Competitor A,43
A00787,Database,Competitor C,69
A00787,Analytics & Data,Competitor A,49
A00787,Security,Competitor B,38
A00787,Applications,Competitor C,40
A00787,Integration,Competitor A,16
A00788,Database,Competitor C,95
A00788,Analytics & Data,Competitor A,42
A00788,AI & ML,Competitor B,32
A00788,Security,Competitor B,26
A00788,Integration,Competitor B,43
A00789,Analytics & Data,Competitor A,76
A00789,Applications,Competitor A,61
A00789,Integration,Competitor C,24
A00790,Security,Competitor B,77
A00790,Applications,Competitor B,84
A00791,AI & ML,Competitor C,52
A00791,Security,Competitor D,81
A00791,Applications,Competitor C,33
A00792,Security,Competitor A,64
A00793,Analytics & Data,Competitor B,66
A00793,AI & ML,Competitor D,80
A00793,Applications,Competitor B,21
A00794,Database,Competitor C,37
A00795,Infrastructure,Competitor C,55
A00795,Database,Competitor D,39
A00795,Integration,Competitor A,87
A00796,Database,Competitor A,29
A00796,Applications,Competitor C,59
A00796,Integration,Competitor B,50
A00797,Infrastructure,Competitor A,82
A00797,Database,Competitor A,21
A00797,Security,Competitor D,45
A00797,Applications,Competitor B,53
A00798,Analytics & Data,Competitor B,35
A00798,Integration,Competitor C,21
A00799,Applications,Competitor D,84
A00799,Integration,Competitor D,41
A00800,Integration,Competitor B,81
A00801,Infrastructure,Competitor A,33
A00801,Security,Competitor C,57
A00802,Infrastructure,Competitor A,54
A00802,Database,Competitor A,48
A00802,Integration,Competitor A,65
A00803,Infrastructure,Competitor B,45
A00803,Analytics & Data,Competitor A,75
A00803,Applications,Competitor C,45
A00803,Integration,Competitor A,99
A00804,Infrastructure,Competitor D,36
A00804,Database,Competitor B,35
A00805,Infrastructure,Competitor B,91
A00805,Database,Competitor C,7
A00805,Analytics & Data,Competitor C,29
A00805,AI & ML,Competitor B,26
A00806,Analytics & Data,Competitor B,59
A00806,AI & ML,Competitor A,71
A00806,Integration,Competitor C,67
A00807,Security,Competitor C,25
A00808,Infrastructure,Competitor B,75
A00808,AI & ML,Competitor A,17
A00809,Analytics & Data,Competitor C,26
A00809,Applications,Competitor A,30
A00810,Database,Competitor C,61
A00810,Analytics & Data,Competitor B,81
A00811,Infrastructure,Competitor D,30
A00811,Database,Competitor D,29
A00811,Applications,Competitor C,27
A00812,Analytics & Data,Competitor B,17
A00812,Security,Competitor D,29
A00812,Applications,Competitor B,12
A00813,Applications,Competitor A,52
A00814,Integration,Competitor C,68
A00815,Security,Competitor A,28
A00816,Infrastructure,Competitor B,23
A00817,Integration,Competitor B,59
A00818,Database,Competitor A,27
A00818,Security,Competitor C,18
A00818,Integration,Competitor B,72
A00819,Database,Competitor A,72
A00819,Analytics & Data,Competitor B,13
A00819,Applications,Competitor C,71
A00819,Integration,Competitor B,58
A00820,Database,Competitor C,30
A00820,Analytics & Data,Competitor B,26
A00820,AI & ML,Competitor B,25
A00821,Infrastructure,Competitor A,83
A00821,Database,Competitor B,51
A00821,Analytics & Data,Competitor B,57
A00821,AI & ML,Competitor A,36
A00822,Infrastructure,Competitor C,54
A00822,Analytics & Data,Competitor D,60
A00822,AI & ML,Competitor D,55
A00822,Integration,Competitor B,97
A00823,Infrastructure,Competitor B,54
A00823,Analytics & Data,Competitor D,25
A00824,Infrastructure,Competitor B,77
A00824,Security,Competitor B,12
A00824,Integration,Competitor C,95
A00825,Analytics & Data,Competitor C,96
A00825,Applications,Competitor A,67
A00826,Infrastructure,Competitor B,38
A00826,Security,Competitor A,35
A00827,Database,Competitor C,34
A00827,AI & ML,Competitor B,44
A00827,Applications,Competitor D,40
A00828,Infrastructure,Competitor C,49
A00828,AI & ML,Competitor A,7
A00828,Integration,Competitor B,50
A00829,AI & ML,Competitor D,17
A00829,Security,Competitor A,26
A00830,Infrastructure,Competitor B,69
A00830,Database,Competitor A,50
A00830,Analytics & Data,Competitor B,39
A00830,Applications,Competitor A,40
A00831,Infrastructure,Competitor B,13
A00832,AI & ML,Competitor C,34
A00832,Applications,Competitor D,56
A00833,Database,Competitor A,27
A00834,Analytics & Data,Competitor B,23
A00835,Analytics & Data,Competitor B,59
A00835,AI & ML,Competitor C,55
A00835,Integration,Competitor B,13
A00836,Analytics & Data,Competitor D,46
A00836,Applications,Competitor C,71
A00837,AI & ML,Competitor A,34
A00837,Integration,Competitor C,22
A00838,Analytics & Data,Competitor B,94
A00838,Security,Competitor C,13
A00838,Applications,Competitor C,41
A00838,Integration,Competitor D,44
A00839,Infrastructure,Competitor C,86
A00839,Database,Competitor A,100
A00839,Analytics & Data,Competitor D,82
A00839,AI & ML,Competitor B,50
A00839,Applications,Competitor B,45
A00840,Infrastructure,Competitor A,49
A00840,Security,Competitor C,15
A00841,Infrastructure,Competitor A,22
A00841,Applications,Competitor D,55
A00842,Infrastructure,Competitor D,61
A00842,Database,Competitor B,33
A00842,Security,Competitor A,29
A00842,Integration,Competitor D,44
A00843,Database,Competitor A,43
A00844,AI & ML,Competitor B,65
A00845,Infrastructure,Competitor D,44
A00846,Security,Competitor C,100
A00846,Integration,Competitor C,18
A00847,Analytics & Data,Competitor B,20
A00847,AI & ML,Competitor A,81
A00848,AI & ML,Competitor B,76
A00848,Security,Competitor D,79
A00850,Analytics & Data,Competitor B,27
A00850,Security,Competitor A,13
A00851,Infrastructure,Competitor D,76
A00851,Database,Competitor B,26
A00851,Analytics & Data,Competitor D,99
A00852,Infrastructure,Competitor D,79
A00852,Analytics & Data,Competitor C,50
A00852,Integration,Competitor B,52
A00853,Database,Competitor D,40
A00853,Security,Competitor A,46
A00854,Infrastructure,Competitor C,70
A00855,Infrastructure,Competitor B,41
A00855,Database,Competitor C,58
A00856,Infrastructure,Competitor A,7
A00856,Analytics & Data,Competitor B,47
A00856,AI & ML,Competitor B,30
A00856,Security,Competitor B,30
A00857,Analytics & Data,Competitor D,62
A00857,Security,Competitor A,87
A00857,Applications,Competitor D,21
A00858,Infrastructure,Competitor C,60
A00858,AI & ML,Competitor C,54
A00858,Security,Competitor D,86
A00858,Applications,Competitor A,79
A00858,Integration,Competitor D,40
A00859,Applications,Competitor D,47
A00860,Infrastructure,Competitor B,44
A00860,Analytics & Data,Competitor A,60
A00860,Applications,Competitor C,100
A00861,Database,Competitor B,60
A00861,AI & ML,Competitor A,31
A00861,Applications,Competitor B,30
A00862,Infrastructure,Competitor A,72
A00862,AI & ML,Competitor C,28
A00862,Security,Competitor A,46
A00862,Applications,Competitor D,65
A00863,Integration,Competitor C,33
A00864,Database,Competitor C,84
A00864,Analytics & Data,Competitor D,27
A00864,AI & ML,Competitor A,39
A00864,Applications,Competitor D,31
A00865,Database,Competitor A,88
A00865,Integration,Competitor B,95
A00866,Database,Competitor C,29
A00866,AI & ML,Competitor D,69
A00866,Integration,Competitor C,66
A00867,Database,Competitor C,27
A00867,AI & ML,Competitor B,59
A00867,Applications,Competitor C,73
A00867,Integration,Competitor D,87
A00868,Analytics & Data,Competitor A,17
A00868,Integration,Competitor D,28
A00869,Integration,Competitor B,34
A00870,Analytics & Data,Competitor A,21
A00870,Applications,Competitor A,30
A00871,Infrastructure,Competitor D,61
A00871,Applications,Competitor B,69
A00872,Analytics & Data,Competitor A,26
A00872,AI & ML,Competitor B,91
A00872,Security,Competitor D,76
A00872,Integration,Competitor B,84
A00873,Integration,Competitor D,94
A00874,Infrastructure,Competitor A,49
A00874,Analytics & Data,Competitor B,71
A00877,Security,Competitor C,50
A00880,Database,Competitor D,55
A00880,Analytics & Data,Competitor B,42
A00880,Security,Competitor C,22
A00881,Database,Competitor C,51
A00881,Analytics & Data,Competitor B,37
A00881,Security,Competitor A,33
A00882,Security,Competitor B,27
A00882,Applications,Competitor B,13
A00883,Analytics & Data,Competitor B,93
A00883,Integration,Competitor A,100
A00884,Database,Competitor B,54
A00884,AI & ML,Competitor D,68
A00885,Database,Competitor A,51
A00885,AI & ML,Competitor B,66
A00885,Security,Competitor A,14
A00886,Database,Competitor A,27
A00886,Analytics & Data,Competitor D,38
A00886,Security,Competitor A,100
A00887,AI & ML,Competitor A,50
A00887,Integration,Competitor B,28
A00888,Infrastructure,Competitor C,32
A00888,Analytics & Data,Competitor A,24
A00888,Security,Competitor D,22
A00889,AI & ML,Competitor D,58
A00889,Integration,Competitor D,64
A00890,AI & ML,Competitor A,60
A00891,Analytics & Data,Competitor A,54
A00891,Integration,Competitor C,50
A00893,Infrastructure,Competitor C,32
A00893,AI & ML,Competitor C,45
A00893,Applications,Competitor D,44
A00893,Integration,Competitor C,1
A00894,Security,Competitor B,77
A00895,Analytics & Data,Competitor A,1
A00895,Security,Competitor A,32
A00895,Applications,Competitor A,40
A00896,AI & ML,Competitor A,28
A00896,Security,Competitor A,31
A00896,Applications,Competitor B,45
A00896,Integration,Competitor B,34
A00897,Database,Competitor B,69
A00897,AI & ML,Competitor D,53
A00898,Database,Competitor C,44
A00898,Applications,Competitor C,24
A00898,Integration,Competitor B,31
A00899,Analytics & Data,Competitor D,18
A00899,AI & ML,Competitor B,48
A00900,Infrastructure,Competitor B,34
A00900,Database,Competitor B,53
A00902,Database,Competitor A,22
A00902,Security,Competitor A,30
A00902,Applications,Competitor B,94
A00903,Security,Competitor D,17
A00903,Integration,Competitor D,9
A00904,Infrastructure,Competitor A,82
A00904,Integration,Competitor C,2
A00905,Infrastructure,Competitor D,29
A00905,AI & ML,Competitor C,26
A00906,Security,Competitor C,59
A00906,Integration,Competitor D,35
A00907,Analytics & Data,Competitor A,77
A00908,Infrastructure,Competitor A,61
A00908,Database,Competitor C,40
A00908,Applications,Competitor C,68
A00909,Infrastructure,Competitor A,16
A00909,Integration,Competitor A,88
A00910,Database,Competitor D,13
A00910,Analytics & Data,Competitor C,70
A00910,Security,Competitor B,94
A00910,Integration,Competitor C,28
A00911,AI & ML,Competitor A,10
A00912,Applications,Competitor D,40
A00913,Infrastructure,Competitor A,34
A00913,Integration,Competitor B,82
A00914,Database,Competitor D,52
A00914,AI & ML,Competitor B,76
A00914,Security,Competitor B,15
A00915,Infrastructure,Competitor A,74
A00915,Applications,Competitor A,29
A00916,Infrastructure,Competitor A,33
A00916,AI & ML,Competitor A,68
A00916,Security,Competitor B,52
A00916,Applications,Competitor A,58
A00918,Analytics & Data,Competitor C,38
A00918,Applications,Competitor D,60
A00919,Database,Competitor D,42
A00919,Applications,Competitor B,36
A00919,Integration,Competitor C,33
A00920,Infrastructure,Competitor A,100
A00920,Database,Competitor B,66
A00920,Analytics & Data,Competitor A,72
A00920,Security,Competitor A,13
A00921,Applications,Competitor C,79
A00922,AI & ML,Competitor A,43
A00924,Infrastructure,Competitor D,30
A00924,Analytics & Data,Competitor A,89
A00924,Security,Competitor A,34
A00924,Applications,Competitor A,54
A00925,Analytics & Data,Competitor C,20
A00926,Analytics & Data,Competitor C,40
A00926,Security,Competitor D,84
A00926,Integration,Competitor C,36
A00928,Infrastructure,Competitor B,45
A00928,Analytics & Data,Competitor C,33
A00928,AI & ML,Competitor B,68
A00928,Applications,Competitor D,22
A00928,Integration,Competitor B,0
A00929,Database,Competitor A,82
A00930,Analytics & Data,Competitor C,47
A00930,Security,Competitor C,13
A00930,Integration,Competitor A,31
A00931,Analytics & Data,Competitor C,36
A00931,Integration,Competitor D,31
A00932,Database,Competitor B,52
A00932,AI & ML,Competitor D,22
A00933,Infrastructure,Competitor B,28
A00933,Analytics & Data,Competitor C,89
A00933,Security,Competitor A,44
A00933,Applications,Competitor C,48
A00933,Integration,Competitor B,62
A00934,Infrastructure,Competitor D,40
A00934,Database,Competitor A,36
A00934,Analytics & Data,Competitor A,37
A00934,Integration,Competitor A,23
A00935,Analytics & Data,Competitor C,48
A00935,AI & ML,Competitor C,72
A00935,Security,Competitor B,10
A00936,AI & ML,Competitor A,62
A00936,Security,Competitor B,61
A00936,Integration,Competitor D,88
A00937,Analytics & Data,Competitor D,27
A00937,AI & ML,Competitor A,80
A00938,Analytics & Data,Competitor D,89
A00938,Integration,Competitor B,60
A00940,Infrastructure,Competitor B,97
A00940,Database,Competitor A,25
A00940,Analytics & Data,Competitor B,22
A00940,Integration,Competitor A,19
A00941,Infrastructure,Competitor C,24
A00942,AI & ML,Competitor D,20
A00942,Applications,Competitor D,9
A00943,Infrastructure,Competitor B,28
A00944,Infrastructure,Competitor A,46
A00944,Analytics & Data,Competitor A,38
A00944,AI & ML,Competitor A,37
A00944,Security,Competitor B,5
A00945,Analytics & Data,Competitor D,87
A00946,Infrastructure,Competitor B,29
A00946,Applications,Competitor D,6
A00946,Integration,Competitor C,61
A00947,Infrastructure,Competitor B,78
A00948,Infrastructure,Competitor D,29
A00948,Security,Competitor D,48
A00948,Integration,Competitor D,36
A00949,Integration,Competitor C,33
A00951,Infrastructure,Competitor B,87
A00951,Database,Competitor B,20
A00951,Analytics & Data,Competitor C,15
A00951,Security,Competitor D,35
A00952,Security,Competitor B,33
A00952,Applications,Competitor C,16
A00953,Analytics & Data,Competitor A,33
A00953,Security,Competitor D,83
A00954,AI & ML,Competitor A,85
A00954,Security,Competitor A,31
A00955,AI & ML,Competitor B,95
A00956,Database,Competitor C,31
A00956,Security,Competitor A,31
A00957,Infrastructure,Competitor C,78
A00957,Analytics & Data,Competitor C,95
A00958,Security,Competitor C,31
A00958,Applications,Competitor A,31
A00959,Infrastructure,Competitor B,11
A00959,AI & ML,Competitor A,36
A00959,Security,Competitor D,41
A00959,Applications,Competitor A,75
A00960,Database,Competitor B,86
A00960,Analytics & Data,Competitor C,41
A00960,Applications,Competitor A,70
A00960,Integration,Competitor D,54
A00962,Infrastructure,Competitor D,23
A00962,Analytics & Data,Competitor B,28
A00962,Integration,Competitor A,41
A00964,AI & ML,Competitor A,35
A00964,Security,Competitor A,31
A00964,Applications,Competitor A,51
A00965,Infrastructure,Competitor A,44
A00965,Database,Competitor C,12
A00965,Applications,Competitor C,35
A00966,Database,Competitor C,13
A00966,Integration,Competitor B,71
A00967,Database,Competitor A,32
A00967,Applications,Competitor D,86
A00967,Integration,Competitor B,56
A00968,Security,Competitor C,97
A00968,Integration,Competitor B,5
A00969,Infrastructure,Competitor A,80
A00970,Security,Competitor C,37
A00970,Applications,Competitor C,92
A00971,Security,Competitor A,93
A00971,Integration,Competitor B,35
A00972,AI & ML,Competitor A,45
A00973,Database,Competitor C,44
A00974,Analytics & Data,Competitor D,76
A00974,AI & ML,Competitor C,73
A00975,Infrastructure,Competitor C,36
A00977,Database,Competitor C,29
A00977,Analytics & Data,Competitor A,40
A00978,Infrastructure,Competitor D,27
A00978,AI & ML,Competitor B,90
A00978,Integration,Competitor D,70
A00979,AI & ML,Competitor D,33
A00980,Database,Competitor C,38
A00981,Applications,Competitor A,44
A00981,Integration,Competitor B,58
A00982,AI & ML,Competitor C,84
A00982,Integration,Competitor B,20
A00983,Integration,Competitor D,36
A00984,Database,Competitor B,97
A00984,Integration,Competitor B,69
A00985,Database,Competitor D,76
A00985,Security,Competitor A,55
A00986,AI & ML,Competitor A,84
A00986,Integration,Competitor C,49
A00987,Analytics & Data,Competitor D,41
A00988,Integration,Competitor C,41
A00989,Infrastructure,Competitor B,90
A00990,Infrastructure,Competitor B,55
A00990,Integration,Competitor C,60
A00993,Infrastructure,Competitor B,18
A00993,AI & ML,Competitor A,85
A00993,Security,Competitor B,25
A00994,Applications,Competitor D,100
A00995,Infrastructure,Competitor C,28
A00995,Security,Competitor B,100
A00995,Integration,Competitor A,78
A00996,Database,Competitor C,72
A00996,Analytics & Data,Competitor C,26
A00996,AI & ML,Competitor B,47
A00997,Security,Competitor C,29
A00998,AI & ML,Competitor A,28
A00998,Applications,Competitor C,65
A00998,Integration,Competitor C,42
A01000,Analytics & Data,Competitor A,55
A01001,Applications,Competitor D,67
A01001,Integration,Competitor D,45
A01002,Database,Competitor D,92
A01002,Analytics & Data,Competitor D,83
A01003,Security,Competitor D,52
A01004,Analytics & Data,Competitor C,60
A01004,Security,Competitor C,21
A01004,Integration,Competitor C,22
A01005,Infrastructure,Competitor A,74
A01005,Security,Competitor A,28
A01005,Applications,Competitor D,63
A01005,Integration,Competitor A,60
A01006,AI & ML,Competitor A,38
A01006,Security,Competitor A,55
A01006,Applications,Competitor A,44
A01007,Database,Competitor B,30
A01007,Analytics & Data,Competitor C,43
A01007,AI & ML,Competitor D,19
A01007,Security,Competitor B,67
A01008,Database,Competitor C,95
A01008,Applications,Competitor B,36
A01009,Security,Competitor B,100
A01009,Integration,Competitor D,48
A01010,Analytics & Data,Competitor A,83
A01010,AI & ML,Competitor C,71
A01010,Security,Competitor A,40
A01010,Integration,Competitor C,100
A01013,Infrastructure,Competitor A,84
A01013,Applications,Competitor A,40
A01013,Integration,Competitor D,34
A01014,Infrastructure,Competitor D,100
A01014,Analytics & Data,Competitor D,62
A01014,AI & ML,Competitor A,74
A01015,Analytics & Data,Competitor C,9
A01015,AI & ML,Competitor A,54
A01015,Applications,Competitor C,34
A01017,Analytics & Data,Competitor D,58
A01017,Applications,Competitor B,90
A01017,Integration,Competitor B,41
A01018,Analytics & Data,Competitor B,33
A01018,Applications,Competitor A,22
A01021,Infrastructure,Competitor C,24
A01021,AI & ML,Competitor D,70
A01023,Database,Competitor C,41
A01024,Infrastructure,Competitor C,31
A01024,Analytics & Data,Competitor B,29
A01024,AI & ML,Competitor A,52
A01024,Integration,Competitor B,18
A01025,Analytics & Data,Competitor C,5
A01025,Applications,Competitor B,88
A01026,Infrastructure,Competitor C,100
A01026,Database,Competitor A,44
A01027,Infrastructure,Competitor D,22
A01027,Database,Competitor D,51
A01027,Security,Competitor A,25
A01027,Integration,Competitor C,5
A01028,Analytics & Data,Competitor A,35
A01028,AI & ML,Competitor B,30
A01028,Security,Competitor D,34
A01028,Applications,Competitor C,43
A01030,Infrastructure,Competitor C,1
A01031,Database,Competitor C,75
A01031,AI & ML,Competitor B,72
A01031,Applications,Competitor D,42
A01032,Security,Competitor D,12
A01033,Analytics & Data,Competitor D,20
A01035,Integration,Competitor D,65
A01036,Analytics & Data,Competitor C,57
A01036,AI & ML,Competitor C,43
A01036,Applications,Competitor A,92
A01037,Analytics & Data,Competitor B,12
A01037,Security,Competitor D,3
A01037,Applications,Competitor B,20
A01038,Database,Competitor D,23
A01039,Database,Competitor A,30
A01039,AI & ML,Competitor A,100
A01039,Security,Competitor D,65
A01040,Infrastructure,Competitor A,15
A01040,Security,Competitor D,54
A01041,Analytics & Data,Competitor C,27
A01043,Infrastructure,Competitor C,66
A01043,AI & ML,Competitor A,34
A01044,Database,Competitor A,52
A01044,AI & ML,Competitor C,32
A01044,Integration,Competitor A,72
A01045,Analytics & Data,Competitor D,47
A01045,Applications,Competitor B,29
A01046,Infrastructure,Competitor A,22
A01046,Integration,Competitor A,57
A01048,Analytics & Data,Competitor D,76
A01050,Analytics & Data,Competitor D,85
A01050,Applications,Competitor B,62
A01050,Integration,Competitor D,100
A01051,Analytics & Data,Competitor A,74
A01052,Applications,Competitor B,46
A01052,Integration,Competitor B,47
A01053,AI & ML,Competitor B,27
A01053,Integration,Competitor A,75
A01054,Analytics & Data,Competitor C,53
A01056,Integration,Competitor B,39
A01057,Infrastructure,Competitor C,56
A01057,Analytics & Data,Competitor A,65
A01057,AI & ML,Competitor B,23
A01057,Integration,Competitor A,48
A01058,Database,Competitor A,94
A01058,Analytics & Data,Competitor C,43
A01058,AI & ML,Competitor D,83
A01058,Security,Competitor A,43
A01058,Integration,Competitor C,82
A01059,Database,Competitor A,21
A01060,Applications,Competitor D,23
A01061,Database,Competitor D,31
A01061,Integration,Competitor D,18
A01062,Analytics & Data,Competitor B,39
A01062,Security,Competitor A,18
A01063,Database,Competitor A,86
A01063,Analytics & Data,Competitor B,71
A01063,Security,Competitor C,24
A01064,Database,Competitor A,55
A01064,Applications,Competitor A,65
A01064,Integration,Competitor D,81
A01065,Infrastructure,Competitor D,27
A01065,Database,Competitor C,67
A01065,Analytics & Data,Competitor C,47
A01065,AI & ML,Competitor A,76
A01065,Integration,Competitor A,57
A01066,Infrastructure,Competitor C,46
A01066,Database,Competitor A,26
A01066,Analytics & Data,Competitor C,89
A01066,AI & ML,Competitor C,100
A01066,Security,Competitor D,85
A01067,Infrastructure,Competitor A,90
A01067,Database,Competitor C,94
A01067,Analytics & Data,Competitor A,75
A01067,AI & ML,Competitor D,35
A01067,Applications,Competitor C,88
A01068,Infrastructure,Competitor C,39
A01069,Infrastructure,Competitor D,67
A01069,Analytics & Data,Competitor A,51
A01069,Security,Competitor D,17
A01069,Integration,Competitor D,44
A01070,Security,Competitor C,75
A01070,Applications,Competitor D,91
A01071,AI & ML,Competitor D,1
A01071,Security,Competitor B,73
A01072,Infrastructure,Competitor A,50
A01072,Analytics & Data,Competitor A,87
A01073,Database,Competitor D,18
A01073,Security,Competitor C,37
A01073,Applications,Competitor C,51
A01073,Integration,Competitor A,70
A01074,Applications,Competitor D,82
A01074,Integration,Competitor B,22
A01075,Infrastructure,Competitor A,42
A01075,Database,Competitor A,29
A01075,Applications,Competitor A,31
A01076,Infrastructure,Competitor A,100
A01076,AI & ML,Competitor C,59
A01077,Infrastructure,Competitor D,27
A01077,Applications,Competitor B,21
A01077,Integration,Competitor D,62
A01078,Infrastructure,Competitor B,79
A01078,Analytics & Data,Competitor B,63
A01078,Security,Competitor C,37
A01079,Infrastructure,Competitor C,49
A01079,Database,Competitor C,41
A01079,Applications,Competitor D,15
A01080,Database,Competitor B,67
