account_id,account_name,industry,region,customer_tier,annual_revenue,employee_count
A00644,Synthetic Account 644,Healthcare,North America,Strategic,590811091.0,2674
A00645,Synthetic Account 645,Financial Services,North America,Enterprise,454450696.0,3533
A00646,Synthetic Account 646,Automotive,Latin America,Enterprise,1684154177.0,10317
A00647,Synthetic Account 647,Public Sector,North America,Enterprise,868198428.0,7604
A00648,Synthetic Account 648,Consumer Goods,North America,Enterprise,2844130315.0,25201
A00649,Synthetic Account 649,Manufacturing,EMEA,Enterprise,1754429611.0,13835
A00650,Synthetic Account 650,Manufacturing,APAC,Strategic,479118457.0,3406
A00651,Synthetic Account 651,Consumer Goods,EMEA,Enterprise,5496232056.0,41278
A00652,Synthetic Account 652,Telecommunications,Latin America,Commercial,906973636.0,7529
A00653,Synthetic Account 653,Automotive,EMEA,Enterprise,1085241117.0,8164
A00654,Synthetic Account 654,Automotive,North America,Enterprise,1381968569.0,10517
A00655,Synthetic Account 655,Consumer Goods,APAC,Commercial,589769150.0,5152
A00656,Synthetic Account 656,Financial Services,North America,Strategic,563418104.0,3310
A00657,Synthetic Account 657,Energy,APAC,Enterprise,482678616.0,2756
A00658,Synthetic Account 658,Automotive,Latin America,Commercial,4240992644.0,33226
A00659,Synthetic Account 659,Healthcare,North America,Enterprise,220425461.0,961
A00660,Synthetic Account 660,Technology,North America,Enterprise,5262943269.0,46681
A00661,Synthetic Account 661,Technology,North America,Strategic,323903289.0,2007
A00662,Synthetic Account 662,Public Sector,North America,Enterprise,2618758989.0,11462
A00663,Synthetic Account 663,Manufacturing,North America,Strategic,1483940581.0,6937
A00664,Synthetic Account 664,Automotive,EMEA,Enterprise,750723131.0,5650
A00665,Synthetic Account 665,Telecommunications,EMEA,Commercial,327822082.0,2029
A00666,Synthetic Account 666,Telecommunications,Latin America,Commercial,1532826747.0,13187
A00667,Synthetic Account 667,Technology,Latin America,Enterprise,430011150.0,2165
A00668,Synthetic Account 668,Energy,EMEA,Strategic,1834000666.0,9794
A00669,Synthetic Account 669,Energy,North America,Commercial,119876875.0,1044
A00670,Synthetic Account 670,Telecommunications,EMEA,Enterprise,4180551211.0,31830
A00671,Synthetic Account 671,Automotive,North America,Strategic,306852553.0,1657
A00672,Synthetic Account 672,Energy,Latin America,Commercial,8339944872.0,53723
A00673,Synthetic Account 673,Manufacturing,North America,Enterprise,213743579.0,1068
A00674,Synthetic Account 674,Automotive,APAC,Commercial,709171407.0,4596
A00675,Synthetic Account 675,Public Sector,APAC,Enterprise,804238541.0,3785
A00676,Synthetic Account 676,Public Sector,North America,Enterprise,2330411346.0,17313
A00677,Synthetic Account 677,Technology,Latin America,Strategic,441134652.0,2407
A00678,Synthetic Account 678,Consumer Goods,APAC,Commercial,696029468.0,4871
A00679,Synthetic Account 679,Public Sector,Latin America,Strategic,1035709641.0,7151
A00680,Synthetic Account 680,Automotive,APAC,Enterprise,2023475266.0,10071
A00681,Synthetic Account 681,Retail,North America,Strategic,1452778151.0,10342
A00682,Synthetic Account 682,Energy,North America,Enterprise,2793919267.0,14848
A00683,Synthetic Account 683,Healthcare,North America,Commercial,304146254.0,2238
A00684,Synthetic Account 684,Public Sector,North America,Commercial,481161270.0,2861
A00685,Synthetic Account 685,Retail,Latin America,Enterprise,445305281.0,2817
A00686,Synthetic Account 686,Telecommunications,EMEA,Enterprise,1465012591.0,10000
A00687,Synthetic Account 687,Healthcare,EMEA,Enterprise,463890076.0,2107
A00688,Synthetic Account 688,Financial Services,North America,Commercial,1281137938.0,8107
A00689,Synthetic Account 689,Energy,EMEA,Enterprise,1233775335.0,5444
A00690,Synthetic Account 690,Telecommunications,APAC,Enterprise,1202053444.0,5765
A00691,Synthetic Account 691,Consumer Goods,North America,Enterprise,504226898.0,2219
A00692,Synthetic Account 692,Public Sector,EMEA,Strategic,822464700.0,4528
A00693,Synthetic Account 693,Financial Services,North America,Strategic,468217650.0,2717
A00694,Synthetic Account 694,Public Sector,Latin America,Commercial,1204161620.0,10723
A00695,Synthetic Account 695,Financial Services,APAC,Strategic,1466257802.0,8761
A00696,Synthetic Account 696,Public Sector,EMEA,Enterprise,799009941.0,5344
A00697,Synthetic Account 697,Energy,EMEA,Enterprise,2818094825.0,14296
A00698,Synthetic Account 698,Financial Services,North America,Commercial,1552159606.0,8880
A00699,Synthetic Account 699,Retail,Latin America,Enterprise,1942756815.0,11173
A00700,Synthetic Account 700,Automotive,Latin America,Commercial,4192193045.0,37259
A00701,Synthetic Account 701,Manufacturing,APAC,Enterprise,271337874.0,2131
A00702,Synthetic Account 702,Consumer Goods,North America,Enterprise,3661707044.0,28768
A00703,Synthetic Account 703,Telecommunications,EMEA,Strategic,358130753.0,2567
A00704,Synthetic Account 704,Telecommunications,EMEA,Enterprise,4302728670.0,25894
A00705,Synthetic Account 705,Technology,North America,Strategic,1406707750.0,12053
A00706,Synthetic Account 706,Healthcare,EMEA,Strategic,1298884328.0,8672
A00707,Synthetic Account 707,Manufacturing,APAC,Strategic,346874929.0,3072
A00708,Synthetic Account 708,Energy,North America,Enterprise,1701136475.0,8961
A00709,Synthetic Account 709,Public Sector,APAC,Commercial,467596108.0,3961
A00710,Synthetic Account 710,Technology,Latin America,Enterprise,473771654.0,3841
A00711,Synthetic Account 711,Retail,Latin America,Commercial,3385688286.0,22064
A00712,Synthetic Account 712,Financial Services,APAC,Enterprise,1258715690.0,9194
A00713,Synthetic Account 713,Technology,North America,Commercial,1363823490.0,9356
A00714,Synthetic Account 714,Automotive,North America,Enterprise,132190588.0,855
A00715,Synthetic Account 715,Telecommunications,North America,Enterprise,680996438.0,5117
A00716,Synthetic Account 716,Technology,APAC,Enterprise,1056201397.0,5794
A00717,Synthetic Account 717,Manufacturing,North America,Strategic,3906266238.0,25545
A00718,Synthetic Account 718,Healthcare,North America,Enterprise,854685503.0,5546
A00719,Synthetic Account 719,Energy,Latin America,Strategic,1008607967.0,7023
A00720,Synthetic Account 720,Healthcare,EMEA,Enterprise,1137374356.0,10020
A00721,Synthetic Account 721,Telecommunications,APAC,Enterprise,817539271.0,6058
A00722,Synthetic Account 722,Retail,North America,Enterprise,159864225.0,1023
A00723,Synthetic Account 723,Manufacturing,APAC,Enterprise,752293385.0,6658
A00724,Synthetic Account 724,Automotive,EMEA,Commercial,3488304653.0,30340
A00725,Synthetic Account 725,Energy,North America,Commercial,679664948.0,3732
A00726,Synthetic Account 726,Telecommunications,Latin America,Enterprise,154573406.0,688
A00727,Synthetic Account 727,Technology,Latin America,Commercial,458633214.0,2798
A00728,Synthetic Account 728,Healthcare,APAC,Enterprise,324430418.0,2364
A00729,Synthetic Account 729,Technology,Latin America,Strategic,162946760.0,948
A00730,Synthetic Account 730,Retail,Latin America,Commercial,619716585.0,3910
A00731,Synthetic Account 731,Telecommunications,EMEA,Enterprise,680351584.0,4110
A00732,Synthetic Account 732,Energy,APAC,Enterprise,2291573477.0,11393
A00733,Synthetic Account 733,Telecommunications,EMEA,Enterprise,605184716.0,5398
A00734,Synthetic Account 734,Healthcare,EMEA,Strategic,2480054324.0,18102
A00735,Synthetic Account 735,Automotive,North America,Commercial,1329317753.0,7775
A00736,Synthetic Account 736,Retail,Latin America,Enterprise,1110034108.0,9279
A00737,Synthetic Account 737,Energy,North America,Enterprise,414868120.0,2607
A00738,Synthetic Account 738,Technology,EMEA,Enterprise,2540678357.0,21209
A00739,Synthetic Account 739,Automotive,North America,Enterprise,362296610.0,2515
A00740,Synthetic Account 740,Energy,APAC,Enterprise,2316721664.0,15839
A00741,Synthetic Account 741,Financial Services,North America,Enterprise,923697584.0,7188
A00742,Synthetic Account 742,Consumer Goods,Latin America,Commercial,2006433078.0,16604
A00743,Synthetic Account 743,Healthcare,North America,Enterprise,1011607675.0,8080
A00744,Synthetic Account 744,Technology,APAC,Strategic,203798564.0,1669
A00745,Synthetic Account 745,Manufacturing,Latin America,Enterprise,512652787.0,3939
A00746,Synthetic Account 746,Technology,North America,Enterprise,940307857.0,5000
A00747,Synthetic Account 747,Financial Services,North America,Strategic,3037212651.0,22538
A00748,Synthetic Account 748,Consumer Goods,APAC,Commercial,1541018261.0,6773
A00749,Synthetic Account 749,Technology,APAC,Strategic,203088380.0,962
A00750,Synthetic Account 750,Energy,Latin America,Enterprise,1036138965.0,6899
A00751,Synthetic Account 751,Public Sector,APAC,Enterprise,3762047124.0,24243
A00752,Synthetic Account 752,Public Sector,EMEA,Enterprise,2152320574.0,18150
A00753,Synthetic Account 753,Automotive,North America,Commercial,1932195100.0,10003
A00754,Synthetic Account 754,Energy,APAC,Enterprise,522334762.0,3258
A00755,Synthetic Account 755,Public Sector,EMEA,Enterprise,533563736.0,3973
A00756,Synthetic Account 756,Manufacturing,Latin America,Enterprise,1113194916.0,8729
A00757,Synthetic Account 757,Retail,APAC,Commercial,1080716516.0,7157
A00758,Synthetic Account 758,Manufacturing,APAC,Strategic,759118622.0,5177
A00759,Synthetic Account 759,Public Sector,APAC,Strategic,613443840.0,3911
A00760,Synthetic Account 760,Retail,EMEA,Enterprise,357009429.0,2752
A00761,Synthetic Account 761,Financial Services,APAC,Commercial,2979842516.0,19531
A00762,Synthetic Account 762,Retail,APAC,Enterprise,371587285.0,2796
A00763,Synthetic Account 763,Energy,EMEA,Strategic,2662959077.0,23954
A00764,Synthetic Account 764,Technology,North America,Strategic,100632403.0,743
A00765,Synthetic Account 765,Manufacturing,Latin America,Strategic,2941047778.0,17007
A00766,Synthetic Account 766,Consumer Goods,APAC,Enterprise,576418073.0,3852
A00767,Synthetic Account 767,Energy,North America,Enterprise,2296223969.0,14847
A00768,Synthetic Account 768,Automotive,Latin America,Enterprise,1230021207.0,9165
A00769,Synthetic Account 769,Telecommunications,EMEA,Enterprise,291945703.0,1522
A00770,Synthetic Account 770,Consumer Goods,Latin America,Enterprise,1163361117.0,7145
A00771,Synthetic Account 771,Technology,Latin America,Strategic,3118576734.0,26903
A00772,Synthetic Account 772,Consumer Goods,North America,Enterprise,1850130191.0,11318
A00773,Synthetic Account 773,Telecommunications,Latin America,Enterprise,908202021.0,7464
A00774,Synthetic Account 774,Healthcare,APAC,Enterprise,1215070830.0,10680
A00775,Synthetic Account 775,Public Sector,Latin America,Strategic,890364079.0,4637
A00776,Synthetic Account 776,Consumer Goods,Latin America,Strategic,2184979378.0,19106
A00777,Synthetic Account 777,Technology,APAC,Enterprise,3578639657.0,16929
A00778,Synthetic Account 778,Public Sector,Latin America,Strategic,3899555501.0,23365
A00779,Synthetic Account 779,Healthcare,EMEA,Commercial,1434845801.0,8205
A00780,Synthetic Account 780,Consumer Goods,EMEA,Commercial,5848424968.0,51202
A00781,Synthetic Account 781,Manufacturing,EMEA,Commercial,367476354.0,1880
A00782,Synthetic Account 782,Manufacturing,Latin America,Enterprise,322457472.0,2426
A00783,Synthetic Account 783,Retail,Latin America,Commercial,2141858423.0,17259
A00784,Synthetic Account 784,Healthcare,EMEA,Commercial,1843440358.0,9319
A00785,Synthetic Account 785,Financial Services,APAC,Enterprise,1570608344.0,11658
A00786,Synthetic Account 786,Healthcare,EMEA,Enterprise,3426420557.0,24811
A00787,Synthetic Account 787,Consumer Goods,EMEA,Strategic,442053344.0,2426
A00788,Synthetic Account 788,Manufacturing,APAC,Commercial,1624567686.0,12784
A00789,Synthetic Account 789,Manufacturing,North America,Enterprise,870521883.0,4394
A00790,Synthetic Account 790,Technology,Latin America,Commercial,586411674.0,3810
A00791,Synthetic Account 791,Financial Services,North America,Enterprise,1040798630.0,9233
A00792,Synthetic Account 792,Retail,Latin America,Enterprise,292337917.0,2615
A00793,Synthetic Account 793,Financial Services,Latin America,Commercial,1707790092.0,13742
A00794,Synthetic Account 794,Healthcare,EMEA,Enterprise,1572800065.0,8741
A00795,Synthetic Account 795,Technology,North America,Strategic,1950751523.0,11974
A00796,Synthetic Account 796,Automotive,Latin America,Strategic,2061891735.0,10555
A00797,Synthetic Account 797,Financial Services,North America,Commercial,320763373.0,2247
A00798,Synthetic Account 798,Consumer Goods,EMEA,Commercial,1033496177.0,8247
A00799,Synthetic Account 799,Healthcare,EMEA,Strategic,393561695.0,3138
A00800,Synthetic Account 800,Consumer Goods,EMEA,Commercial,197644327.0,1663
A00801,Synthetic Account 801,Consumer Goods,EMEA,Enterprise,613291028.0,5229
A00802,Synthetic Account 802,Healthcare,EMEA,Enterprise,372651799.0,1922
A00803,Synthetic Account 803,Automotive,APAC,Enterprise,1734873741.0,10560
A00804,Synthetic Account 804,Financial Services,North America,Enterprise,307096766.0,1444
A00805,Synthetic Account 805,Manufacturing,APAC,Enterprise,1987484628.0,15200
A00806,Synthetic Account 806,Manufacturing,APAC,Commercial,498488379.0,2289
A00807,Synthetic Account 807,Technology,APAC,Strategic,1360932928.0,9422
A00808,Synthetic Account 808,Automotive,APAC,Strategic,601498599.0,4078
A00809,Synthetic Account 809,Consumer Goods,APAC,Enterprise,457207402.0,3604
A00810,Synthetic Account 810,Retail,EMEA,Strategic,3179669433.0,19437
A00811,Synthetic Account 811,Consumer Goods,APAC,Commercial,2094786732.0,16031
A00812,Synthetic Account 812,Technology,North America,Strategic,284279586.0,1399
A00813,Synthetic Account 813,Automotive,North America,Strategic,2591499827.0,20345
A00814,Synthetic Account 814,Healthcare,APAC,Strategic,1836009538.0,9381
A00815,Synthetic Account 815,Manufacturing,North America,Enterprise,640613278.0,4167
A00816,Synthetic Account 816,Healthcare,APAC,Enterprise,13216500872.0,101585
A00817,Synthetic Account 817,Consumer Goods,APAC,Enterprise,1651589656.0,14121
A00818,Synthetic Account 818,Consumer Goods,Latin America,Enterprise,2737757170.0,24226
A00819,Synthetic Account 819,Technology,APAC,Enterprise,1269882355.0,10715
A00820,Synthetic Account 820,Public Sector,North America,Enterprise,503991349.0,3957
A00821,Synthetic Account 821,Automotive,Latin America,Enterprise,213416640.0,1391
A00822,Synthetic Account 822,Automotive,EMEA,Commercial,675366728.0,2988
A00823,Synthetic Account 823,Financial Services,APAC,Enterprise,97603472.0,753
A00824,Synthetic Account 824,Automotive,Latin America,Enterprise,2695563071.0,12896
A00825,Synthetic Account 825,Technology,EMEA,Enterprise,2318527309.0,18027
A00826,Synthetic Account 826,Technology,North America,Enterprise,730401003.0,5680
A00827,Synthetic Account 827,Financial Services,EMEA,Enterprise,380412651.0,1907
A00828,Synthetic Account 828,Telecommunications,Latin America,Commercial,565189796.0,4688
A00829,Synthetic Account 829,Manufacturing,Latin America,Enterprise,2115353315.0,10647
A00830,Synthetic Account 830,Technology,APAC,Strategic,297885390.0,2482
A00831,Synthetic Account 831,Financial Services,Latin America,Strategic,332369337.0,2663
A00832,Synthetic Account 832,Financial Services,EMEA,Enterprise,2221373007.0,10733
A00833,Synthetic Account 833,Public Sector,EMEA,Strategic,1449540408.0,11919
A00834,Synthetic Account 834,Telecommunications,North America,Enterprise,4490513384.0,19900
A00835,Synthetic Account 835,Technology,EMEA,Strategic,901198229.0,4034
A00836,Synthetic Account 836,Automotive,North America,Strategic,394452345.0,2857
A00837,Synthetic Account 837,Manufacturing,North America,Enterprise,782524410.0,4504
A00838,Synthetic Account 838,Manufacturing,EMEA,Enterprise,758368093.0,3813
A00839,Synthetic Account 839,Financial Services,EMEA,Strategic,1624574848.0,13414
A00840,Synthetic Account 840,Retail,North America,Enterprise,548247913.0,4116
A00841,Synthetic Account 841,Technology,North America,Enterprise,911016386.0,7148
A00842,Synthetic Account 842,Healthcare,Latin America,Strategic,513889160.0,4608
A00843,Synthetic Account 843,Automotive,EMEA,Strategic,1119660824.0,9247
A00844,Synthetic Account 844,Financial Services,North America,Commercial,2734948427.0,22380
A00845,Synthetic Account 845,Public Sector,Latin America,Strategic,50000000.0,500
A00846,Synthetic Account 846,Energy,APAC,Commercial,1034483754.0,5677
A00847,Synthetic Account 847,Financial Services,APAC,Strategic,1774583766.0,11660
A00848,Synthetic Account 848,Public Sector,EMEA,Enterprise,605013990.0,3595
A00849,Synthetic Account 849,Manufacturing,APAC,Enterprise,1476716465.0,11493
A00850,Synthetic Account 850,Public Sector,APAC,Enterprise,1865097758.0,13671
A00851,Synthetic Account 851,Consumer Goods,North America,Enterprise,1124091464.0,5323
A00852,Synthetic Account 852,Healthcare,APAC,Commercial,163139009.0,1194
A00853,Synthetic Account 853,Financial Services,EMEA,Enterprise,1615290875.0,11735
A00854,Synthetic Account 854,Financial Services,EMEA,Enterprise,676260833.0,5529
A00855,Synthetic Account 855,Automotive,North America,Enterprise,1125809864.0,9673
A00856,Synthetic Account 856,Telecommunications,North America,Commercial,473474729.0,2725
A00857,Synthetic Account 857,Automotive,EMEA,Enterprise,13502742876.0,92406
A00858,Synthetic Account 858,Manufacturing,North America,Strategic,1386165529.0,7511
A00859,Synthetic Account 859,Technology,North America,Enterprise,543615540.0,3379
A00860,Synthetic Account 860,Automotive,EMEA,Strategic,1167081858.0,7240
A00861,Synthetic Account 861,Telecommunications,APAC,Commercial,241750105.0,1843
A00862,Synthetic Account 862,Energy,North America,Commercial,1518120006.0,11296
A00863,Synthetic Account 863,Manufacturing,Latin America,Enterprise,907752647.0,7414
A00864,Synthetic Account 864,Manufacturing,North America,Enterprise,556889308.0,2435
A00865,Synthetic Account 865,Financial Services,North America,Enterprise,291270129.0,1696
A00866,Synthetic Account 866,Technology,North America,Commercial,798101485.0,5022
A00867,Synthetic Account 867,Financial Services,APAC,Commercial,922626437.0,7185
A00868,Synthetic Account 868,Automotive,Latin America,Commercial,2384249387.0,20743
A00869,Synthetic Account 869,Technology,Latin America,Commercial,721711920.0,4899
A00870,Synthetic Account 870,Technology,North America,Enterprise,3737320926.0,32394
A00871,Synthetic Account 871,Retail,Latin America,Enterprise,4716648791.0,32905
A00872,Synthetic Account 872,Retail,Latin America,Enterprise,251139601.0,1848
A00873,Synthetic Account 873,Healthcare,Latin America,Strategic,784293378.0,3566
A00874,Synthetic Account 874,Healthcare,Latin America,Strategic,658110892.0,5150
A00875,Synthetic Account 875,Retail,Latin America,Enterprise,3234539789.0,23760
A00876,Synthetic Account 876,Healthcare,North America,Enterprise,1087064416.0,4795
A00877,Synthetic Account 877,Energy,EMEA,Enterprise,2579679906.0,19541
A00878,Synthetic Account 878,Public Sector,APAC,Enterprise,1089400366.0,8024
A00879,Synthetic Account 879,Energy,Latin America,Enterprise,2239850579.0,19368
A00880,Synthetic Account 880,Manufacturing,APAC,Commercial,170341798.0,1402
A00881,Synthetic Account 881,Automotive,North America,Enterprise,499586974.0,3410
A00882,Synthetic Account 882,Retail,Latin America,Commercial,2137169863.0,18233
A00883,Synthetic Account 883,Telecommunications,EMEA,Strategic,1492576834.0,7911
A00884,Synthetic Account 884,Financial Services,Latin America,Strategic,2934405315.0,23393
A00885,Synthetic Account 885,Automotive,North America,Strategic,719052484.0,4424
A00886,Synthetic Account 886,Telecommunications,APAC,Strategic,2261792201.0,19250
A00887,Synthetic Account 887,Manufacturing,Latin America,Strategic,1170352255.0,5686
A00888,Synthetic Account 888,Automotive,North America,Enterprise,779138713.0,4152
A00889,Synthetic Account 889,Manufacturing,APAC,Enterprise,453645241.0,4025
A00890,Synthetic Account 890,Energy,APAC,Strategic,398423993.0,3174
A00891,Synthetic Account 891,Automotive,APAC,Commercial,707279919.0,4557
A00892,Synthetic Account 892,Energy,Latin America,Enterprise,1732860402.0,13739
A00893,Synthetic Account 893,Healthcare,EMEA,Enterprise,257516038.0,1911
A00894,Synthetic Account 894,Technology,Latin America,Commercial,2668403682.0,15778
A00895,Synthetic Account 895,Consumer Goods,EMEA,Enterprise,486848517.0,3858
A00896,Synthetic Account 896,Healthcare,Latin America,Enterprise,1318983149.0,9662
A00897,Synthetic Account 897,Technology,Latin America,Enterprise,1844746568.0,12175
A00898,Synthetic Account 898,Manufacturing,EMEA,Enterprise,487987130.0,3225
A00899,Synthetic Account 899,Technology,North America,Enterprise,1267642652.0,5534
A00900,Synthetic Account 900,Manufacturing,APAC,Enterprise,737366602.0,3857
A00901,Synthetic Account 901,Healthcare,North America,Enterprise,485988701.0,2698
A00902,Synthetic Account 902,Consumer Goods,APAC,Strategic,1281130401.0,6058
A00903,Synthetic Account 903,Public Sector,EMEA,Enterprise,736139967.0,4729
A00904,Synthetic Account 904,Telecommunications,APAC,Strategic,273990811.0,1379
A00905,Synthetic Account 905,Energy,Latin America,Enterprise,1907511578.0,15994
A00906,Synthetic Account 906,Financial Services,APAC,Enterprise,137719326.0,747
A00907,Synthetic Account 907,Energy,North America,Enterprise,1100992707.0,5106
A00908,Synthetic Account 908,Public Sector,Latin America,Enterprise,979177167.0,4903
A00909,Synthetic Account 909,Retail,Latin America,Enterprise,3261211341.0,21487
A00910,Synthetic Account 910,Technology,Latin America,Commercial,452110162.0,2443
A00911,Synthetic Account 911,Consumer Goods,Latin America,Enterprise,208030626.0,952
A00912,Synthetic Account 912,Financial Services,Latin America,Enterprise,551707841.0,3930
A00913,Synthetic Account 913,Financial Services,Latin America,Commercial,1307803464.0,10468
A00914,Synthetic Account 914,Technology,APAC,Commercial,708130696.0,5428
A00915,Synthetic Account 915,Consumer Goods,North America,Enterprise,2140313335.0,16886
A00916,Synthetic Account 916,Public Sector,North America,Strategic,925961314.0,4184
A00917,Synthetic Account 917,Technology,Latin America,Enterprise,682944058.0,4577
A00918,Synthetic Account 918,Retail,EMEA,Enterprise,2059376869.0,15736
A00919,Synthetic Account 919,Technology,APAC,Strategic,1759262322.0,8328
A00920,Synthetic Account 920,Energy,Latin America,Enterprise,1167476673.0,8547
A00921,Synthetic Account 921,Automotive,EMEA,Enterprise,616538820.0,5018
A00922,Synthetic Account 922,Public Sector,North America,Enterprise,733061502.0,6129
A00923,Synthetic Account 923,Financial Services,APAC,Enterprise,1413571113.0,12432
A00924,Synthetic Account 924,Retail,North America,Strategic,316123833.0,2570
A00925,Synthetic Account 925,Financial Services,North America,Enterprise,218074094.0,1088
A00926,Synthetic Account 926,Consumer Goods,EMEA,Commercial,152914763.0,1317
A00927,Synthetic Account 927,Financial Services,APAC,Commercial,596247246.0,5324
A00928,Synthetic Account 928,Manufacturing,APAC,Commercial,577068320.0,2652
A00929,Synthetic Account 929,Healthcare,Latin America,Strategic,2346651062.0,19789
A00930,Synthetic Account 930,Automotive,EMEA,Enterprise,1404274796.0,9971
A00931,Synthetic Account 931,Financial Services,EMEA,Strategic,6209770089.0,36436
A00932,Synthetic Account 932,Energy,North America,Commercial,10006428100.0,62530
A00933,Synthetic Account 933,Retail,North America,Enterprise,418555557.0,2632
A00934,Synthetic Account 934,Manufacturing,EMEA,Commercial,2630029578.0,12050
A00935,Synthetic Account 935,Technology,Latin America,Enterprise,1609541866.0,8004
A00936,Synthetic Account 936,Retail,EMEA,Enterprise,144287450.0,642
A00937,Synthetic Account 937,Healthcare,EMEA,Commercial,521363265.0,4357
A00938,Synthetic Account 938,Automotive,APAC,Strategic,1039352232.0,6128
A00939,Synthetic Account 939,Technology,EMEA,Commercial,2108751605.0,17588
A00940,Synthetic Account 940,Technology,Latin America,Enterprise,942423790.0,4998
A00941,Synthetic Account 941,Technology,EMEA,Enterprise,4222914336.0,35367
A00942,Synthetic Account 942,Manufacturing,EMEA,Commercial,4520522635.0,32176
A00943,Synthetic Account 943,Retail,North America,Commercial,1101151956.0,8149
A00944,Synthetic Account 944,Manufacturing,APAC,Commercial,483028612.0,2101
A00945,Synthetic Account 945,Automotive,EMEA,Strategic,1785401733.0,14516
A00946,Synthetic Account 946,Telecommunications,APAC,Enterprise,572673973.0,4064
A00947,Synthetic Account 947,Retail,EMEA,Commercial,798069429.0,6830
A00948,Synthetic Account 948,Retail,APAC,Enterprise,1182628842.0,6983
A00949,Synthetic Account 949,Retail,APAC,Enterprise,1880458888.0,15982
A00950,Synthetic Account 950,Healthcare,North America,Commercial,1042310126.0,5363
A00951,Synthetic Account 951,Public Sector,Latin America,Enterprise,979095292.0,5505
A00952,Synthetic Account 952,Manufacturing,EMEA,Strategic,1233205826.0,7465
A00953,Synthetic Account 953,Consumer Goods,APAC,Strategic,1680491024.0,14802
A00954,Synthetic Account 954,Manufacturing,Latin America,Strategic,1222637686.0,6624
A00955,Synthetic Account 955,Energy,EMEA,Commercial,1530166693.0,11895
A00956,Synthetic Account 956,Consumer Goods,Latin America,Commercial,1344015280.0,10898
A00957,Synthetic Account 957,Manufacturing,EMEA,Commercial,1455153414.0,9140
A00958,Synthetic Account 958,Retail,North America,Enterprise,5054991448.0,40177
A00959,Synthetic Account 959,Telecommunications,North America,Strategic,2453751276.0,21903
A00960,Synthetic Account 960,Healthcare,EMEA,Strategic,1062186514.0,7377
A00961,Synthetic Account 961,Public Sector,APAC,Enterprise,1684943089.0,12705
A00962,Synthetic Account 962,Manufacturing,Latin America,Enterprise,3512415976.0,26681
A00963,Synthetic Account 963,Manufacturing,North America,Strategic,821116804.0,3701
A00964,Synthetic Account 964,Technology,APAC,Enterprise,941927235.0,6368
A00965,Synthetic Account 965,Consumer Goods,North America,Commercial,874092223.0,4553
A00966,Synthetic Account 966,Telecommunications,Latin America,Commercial,5464184587.0,40464
A00967,Synthetic Account 967,Consumer Goods,APAC,Enterprise,2998490236.0,24104
A00968,Synthetic Account 968,Consumer Goods,APAC,Enterprise,247179329.0,1157
A00969,Synthetic Account 969,Consumer Goods,EMEA,Strategic,2211862250.0,15107
A00970,Synthetic Account 970,Manufacturing,North America,Enterprise,220254163.0,1725
A00971,Synthetic Account 971,Retail,North America,Commercial,11630299383.0,68103
A00972,Synthetic Account 972,Manufacturing,APAC,Enterprise,4546043894.0,30701
A00973,Synthetic Account 973,Financial Services,Latin America,Enterprise,1256723615.0,11077
A00974,Synthetic Account 974,Healthcare,APAC,Strategic,746790048.0,5345
A00975,Synthetic Account 975,Manufacturing,Latin America,Enterprise,505007716.0,2892
A00976,Synthetic Account 976,Financial Services,Latin America,Enterprise,1622452096.0,13365
A00977,Synthetic Account 977,Telecommunications,North America,Commercial,558468029.0,2638
A00978,Synthetic Account 978,Financial Services,Latin America,Enterprise,4767488154.0,31766
A00979,Synthetic Account 979,Telecommunications,North America,Enterprise,4593273400.0,40165
A00980,Synthetic Account 980,Automotive,North America,Enterprise,1001955813.0,5411
A00981,Synthetic Account 981,Manufacturing,Latin America,Enterprise,817535855.0,7006
A00982,Synthetic Account 982,Technology,Latin America,Strategic,3491432409.0,17379
A00983,Synthetic Account 983,Telecommunications,EMEA,Enterprise,2739481325.0,16337
A00984,Synthetic Account 984,Retail,Latin America,Strategic,310166301.0,1857
A00985,Synthetic Account 985,Automotive,North America,Enterprise,661220917.0,5371
A00986,Synthetic Account 986,Telecommunications,North America,Commercial,1431033987.0,11097
A00987,Synthetic Account 987,Manufacturing,EMEA,Commercial,1135284736.0,6287
A00988,Synthetic Account 988,Telecommunications,APAC,Enterprise,1998321937.0,17159
A00989,Synthetic Account 989,Technology,APAC,Strategic,166182937.0,893
A00990,Synthetic Account 990,Manufacturing,APAC,Commercial,1876671829.0,16467
A00991,Synthetic Account 991,Retail,APAC,Commercial,1133423620.0,6101
A00992,Synthetic Account 992,Telecommunications,Latin America,Enterprise,7507251203.0,62387
A00993,Synthetic Account 993,Manufacturing,Latin America,Strategic,866242998.0,6095
A00994,Synthetic Account 994,Consumer Goods,APAC,Commercial,3083720822.0,23881
A00995,Synthetic Account 995,Retail,EMEA,Strategic,1279693357.0,8774
A00996,Synthetic Account 996,Public Sector,EMEA,Enterprise,3420225365.0,18498
A00997,Synthetic Account 997,Retail,Latin America,Commercial,686632984.0,3046
A00998,Synthetic Account 998,Healthcare,Latin America,Strategic,350685466.0,2472
A00999,Synthetic Account 999,Automotive,Latin America,Enterprise,7364182041.0,52321
A01000,Synthetic Account 1000,Telecommunications,North America,Enterprise,205758496.0,1689
A01001,Synthetic Account 1001,Technology,EMEA,Commercial,2187844237.0,14815
