account_id,product_family,deployment,consumption
A00390,Integration,No Footprint,0
A00391,Infrastructure,On-Premise,376458
A00391,Database,Hybrid,5273897
A00391,Analytics & Data,No Footprint,0
A00391,AI & ML,Cloud,1546361
A00391,Security,Cloud,2085039
A00391,Applications,Hybrid,1803499
A00391,Integration,Cloud,604775
A00392,Infrastructure,On-Premise,502539
A00392,Database,No Footprint,0
A00392,Analytics & Data,Cloud,1721089
A00392,AI & ML,Cloud,1006409
A00392,Security,On-Premise,318901
A00392,Applications,Cloud,455471
A00392,Integration,Cloud,1362877
A00393,Infrastructure,Hybrid,428702
A00393,Database,On-Premise,305860
A00393,Analytics & Data,No Footprint,0
A00393,AI & ML,No Footprint,0
A00393,Security,On-Premise,6332605
A00393,Applications,Cloud,375982
A00393,Integration,No Footprint,0
A00394,Infrastructure,On-Premise,211152
A00394,Database,On-Premise,565763
A00394,Analytics & Data,No Footprint,0
A00394,AI & ML,Cloud,639473
A00394,Security,No Footprint,0
A00394,Applications,On-Premise,750509
A00394,Integration,Hybrid,1013236
A00395,Infrastructure,No Footprint,0
A00395,Database,Cloud,965314
A00395,Analytics & Data,No Footprint,0
A00395,AI & ML,Cloud,412639
A00395,Security,No Footprint,0
A00395,Applications,Hybrid,945027
A00395,Integration,No Footprint,0
A00396,Infrastructure,Hybrid,2049673
A00396,Database,Cloud,439037
A00396,Analytics & Data,No Footprint,0
A00396,AI & ML,No Footprint,0
A00396,Security,Hybrid,280409
A00396,Applications,No Footprint,0
A00396,Integration,Hybrid,1022314
A00397,Infrastructure,Hybrid,4065868
A00397,Database,No Footprint,0
A00397,Analytics & Data,Hybrid,1025857
A00397,AI & ML,Cloud,733165
A00397,Security,On-Premise,1080993
A00397,Applications,On-Premise,1110303
A00397,Integration,Hybrid,652548
A00398,Infrastructure,Hybrid,124319
A00398,Database,Cloud,1076365
A00398,Analytics & Data,Cloud,189686
A00398,AI & ML,Cloud,1052412
A00398,Security,Hybrid,930501
A00398,Applications,Cloud,807832
A00398,Integration,No Footprint,0
A00399,Infrastructure,Cloud,2025725
A00399,Database,No Footprint,0
A00399,Analytics & Data,Cloud,2263054
A00399,AI & ML,No Footprint,0
A00399,Security,Hybrid,394053
A00399,Applications,Hybrid,1108835
A00399,Integration,Hybrid,1417753
A00400,Infrastructure,No Footprint,0
A00400,Database,On-Premise,1252339
A00400,Analytics & Data,Cloud,684797
A00400,AI & ML,Cloud,242198
A00400,Security,On-Premise,1270897
A00400,Applications,Cloud,1336069
A00400,Integration,Cloud,360882
A00401,Infrastructure,No Footprint,0
A00401,Database,Hybrid,96408
A00401,Analytics & Data,Hybrid,483550
A00401,AI & ML,Cloud,902756
A00401,Security,Cloud,648525
A00401,Applications,On-Premise,3023016
A00401,Integration,Cloud,588705
A00402,Infrastructure,Cloud,563264
A00402,Database,On-Premise,212166
A00402,Analytics & Data,No Footprint,0
A00402,AI & ML,Cloud,266179
A00402,Security,Cloud,256597
A00402,Applications,On-Premise,1732380
A00402,Integration,Hybrid,469709
A00403,Infrastructure,No Footprint,0
A00403,Database,Cloud,595500
A00403,Analytics & Data,Hybrid,1586921
A00403,AI & ML,Cloud,1358025
A00403,Security,Cloud,1588108
A00403,Applications,On-Premise,3130684
A00403,Integration,Cloud,2748224
A00404,Infrastructure,No Footprint,0
A00404,Database,No Footprint,0
A00404,Analytics & Data,Hybrid,580910
A00404,AI & ML,Cloud,949396
A00404,Security,Hybrid,434588
A00404,Applications,Cloud,200497
A00404,Integration,No Footprint,0
A00405,Infrastructure,Hybrid,304520
A00405,Database,No Footprint,0
A00405,Analytics & Data,Cloud,581848
A00405,AI & ML,Cloud,1393348
A00405,Security,Hybrid,5360447
A00405,Applications,Hybrid,467759
A00405,Integration,Hybrid,308620
A00406,Infrastructure,Cloud,4006104
A00406,Database,On-Premise,698039
A00406,Analytics & Data,No Footprint,0
A00406,AI & ML,Cloud,586351
A00406,Security,Cloud,695380
A00406,Applications,Cloud,346647
A00406,Integration,Cloud,683861
A00407,Infrastructure,No Footprint,0
A00407,Database,On-Premise,1871525
A00407,Analytics & Data,Hybrid,482352
A00407,AI & ML,Cloud,1179482
A00407,Security,No Footprint,0
A00407,Applications,Cloud,357265
A00407,Integration,Cloud,1365360
A00408,Infrastructure,No Footprint,0
A00408,Database,Cloud,656528
A00408,Analytics & Data,No Footprint,0
A00408,AI & ML,Cloud,541563
A00408,Security,On-Premise,250631
A00408,Applications,Hybrid,1815347
A00408,Integration,Hybrid,2285596
A00409,Infrastructure,Hybrid,1586776
A00409,Database,Cloud,553977
A00409,Analytics & Data,No Footprint,0
A00409,AI & ML,No Footprint,0
A00409,Security,No Footprint,0
A00409,Applications,On-Premise,210330
A00409,Integration,Cloud,585940
A00410,Infrastructure,Hybrid,347495
A00410,Database,On-Premise,895881
A00410,Analytics & Data,No Footprint,0
A00410,AI & ML,No Footprint,0
A00410,Security,Cloud,1153382
A00410,Applications,Cloud,904350
A00410,Integration,Hybrid,809328
A00411,Infrastructure,Cloud,2432711
A00411,Database,No Footprint,0
A00411,Analytics & Data,Hybrid,231603
A00411,AI & ML,No Footprint,0
A00411,Security,No Footprint,0
A00411,Applications,Cloud,1502378
A00411,Integration,Cloud,1427930
A00412,Infrastructure,No Footprint,0
A00412,Database,No Footprint,0
A00412,Analytics & Data,Hybrid,569159
A00412,AI & ML,Cloud,165286
A00412,Security,Cloud,2193478
A00412,Applications,On-Premise,283534
A00412,Integration,Hybrid,703281
A00413,Infrastructure,No Footprint,0
A00413,Database,Cloud,255283
A00413,Analytics & Data,No Footprint,0
A00413,AI & ML,Cloud,170432
A00413,Security,Cloud,1356920
A00413,Applications,Hybrid,129971
A00413,Integration,Cloud,466366
A00414,Infrastructure,On-Premise,1141050
A00414,Database,On-Premise,1231923
A00414,Analytics & Data,Hybrid,1420160
A00414,AI & ML,Cloud,773984
A00414,Security,Hybrid,156539
A00414,Applications,Cloud,2487186
A00414,Integration,Hybrid,283378
A00415,Infrastructure,On-Premise,772737
A00415,Database,On-Premise,267954
A00415,Analytics & Data,Hybrid,1514975
A00415,AI & ML,Cloud,1462621
A00415,Security,Hybrid,1122982
A00415,Applications,Cloud,392680
A00415,Integration,No Footprint,0
A00416,Infrastructure,Cloud,693896
A00416,Database,Cloud,1106552
A00416,Analytics & Data,Hybrid,2660334
A00416,AI & ML,Cloud,808842
A00416,Security,On-Premise,1898309
A00416,Applications,No Footprint,0
A00416,Integration,Cloud,2337154
A00417,Infrastructure,No Footprint,0
A00417,Database,Hybrid,835717
A00417,Analytics & Data,Hybrid,484948
A00417,AI & ML,Cloud,2978875
A00417,Security,No Footprint,0
A00417,Applications,On-Premise,717228
A00417,Integration,No Footprint,0
A00418,Infrastructure,Hybrid,727180
A00418,Database,Hybrid,89636
A00418,Analytics & Data,No Footprint,0
A00418,AI & ML,No Footprint,0
A00418,Security,No Footprint,0
A00418,Applications,Hybrid,657869
A00418,Integration,Hybrid,242346
A00419,Infrastructure,Hybrid,1057231
A00419,Database,On-Premise,305811
A00419,Analytics & Data,Hybrid,489128
A00419,AI & ML,Cloud,243548
A00419,Security,No Footprint,0
A00419,Applications,Hybrid,276762
A00419,Integration,Cloud,188231
A00420,Infrastructure,No Footprint,0
A00420,Database,Hybrid,333302
A00420,Analytics & Data,No Footprint,0
A00420,AI & ML,No Footprint,0
A00420,Security,Cloud,1222864
A00420,Applications,No Footprint,0
A00420,Integration,Cloud,524453
A00421,Infrastructure,No Footprint,0
A00421,Database,No Footprint,0
A00421,Analytics & Data,Hybrid,222911
A00421,AI & ML,Cloud,826419
A00421,Security,Cloud,1061461
A00421,Applications,On-Premise,828226
A00421,Integration,No Footprint,0
A00422,Infrastructure,No Footprint,0
A00422,Database,Hybrid,235468
A00422,Analytics & Data,Hybrid,162245
A00422,AI & ML,Cloud,1366260
A00422,Security,No Footprint,0
A00422,Applications,Hybrid,525876
A00422,Integration,Hybrid,483672
A00423,Infrastructure,On-Premise,696480
A00423,Database,Cloud,1040323
A00423,Analytics & Data,No Footprint,0
A00423,AI & ML,Cloud,1056342
A00423,Security,On-Premise,5449187
A00423,Applications,On-Premise,373674
A00423,Integration,Hybrid,286780
A00424,Infrastructure,Cloud,2249305
A00424,Database,On-Premise,731155
A00424,Analytics & Data,Hybrid,413566
A00424,AI & ML,Cloud,1475624
A00424,Security,No Footprint,0
A00424,Applications,No Footprint,0
A00424,Integration,Cloud,786386
A00425,Infrastructure,Cloud,1102775
A00425,Database,On-Premise,1562805
A00425,Analytics & Data,No Footprint,0
A00425,AI & ML,Cloud,158414
A00425,Security,Cloud,111393
A00425,Applications,On-Premise,1330223
A00425,Integration,No Footprint,0
A00426,Infrastructure,No Footprint,0
A00426,Database,On-Premise,1505378
A00426,Analytics & Data,Hybrid,1453311
A00426,AI & ML,Cloud,602941
A00426,Security,Hybrid,736979
A00426,Applications,On-Premise,414042
A00426,Integration,No Footprint,0
A00427,Infrastructure,No Footprint,0
A00427,Database,No Footprint,0
A00427,Analytics & Data,Hybrid,734516
A00427,AI & ML,No Footprint,0
A00427,Security,Hybrid,1050282
A00427,Applications,On-Premise,110577
A00427,Integration,Cloud,252503
A00428,Infrastructure,No Footprint,0
A00428,Database,No Footprint,0
A00428,Analytics & Data,Cloud,336495
A00428,AI & ML,Cloud,360754
A00428,Security,Cloud,208332
A00428,Applications,Hybrid,107059
A00428,Integration,No Footprint,0
A00429,Infrastructure,Cloud,574176
A00429,Database,No Footprint,0
A00429,Analytics & Data,Cloud,1811501
A00429,AI & ML,No Footprint,0
A00429,Security,No Footprint,0
A00429,Applications,Hybrid,206424
A00429,Integration,Hybrid,2249284
A00430,Infrastructure,Hybrid,1334005
A00430,Database,Cloud,217658
A00430,Analytics & Data,No Footprint,0
A00430,AI & ML,Cloud,818340
A00430,Security,Hybrid,2051473
A00430,Applications,On-Premise,3167145
A00430,Integration,Hybrid,301865
A00431,Infrastructure,Hybrid,1387719
A00431,Database,On-Premise,484565
A00431,Analytics & Data,Cloud,1303191
A00431,AI & ML,Cloud,890977
A00431,Security,No Footprint,0
A00431,Applications,Hybrid,825070
A00431,Integration,Hybrid,1123366
A00432,Infrastructure,On-Premise,6351156
A00432,Database,Hybrid,664596
A00432,Analytics & Data,Hybrid,657800
A00432,AI & ML,No Footprint,0
A00432,Security,On-Premise,291781
A00432,Applications,No Footprint,0
A00432,Integration,Cloud,651808
A00433,Infrastructure,No Footprint,0
A00433,Database,No Footprint,0
A00433,Analytics & Data,Hybrid,784715
A00433,AI & ML,Cloud,668360
A00433,Security,No Footprint,0
A00433,Applications,On-Premise,402248
A00433,Integration,No Footprint,0
A00434,Infrastructure,On-Premise,1017674
A00434,Database,No Footprint,0
A00434,Analytics & Data,Hybrid,369862
A00434,AI & ML,No Footprint,0
A00434,Security,No Footprint,0
A00434,Applications,On-Premise,297344
A00434,Integration,Cloud,600966
A00435,Infrastructure,No Footprint,0
A00435,Database,On-Premise,691669
A00435,Analytics & Data,No Footprint,0
A00435,AI & ML,Cloud,1026733
A00435,Security,On-Premise,1625237
A00435,Applications,On-Premise,1716400
A00435,Integration,Hybrid,1820364
A00436,Infrastructure,No Footprint,0
A00436,Database,Hybrid,143407
A00436,Analytics & Data,Hybrid,1203830
A00436,AI & ML,Cloud,741106
A00436,Security,Cloud,154314
A00436,Applications,Hybrid,1011561
A00436,Integration,Hybrid,141750
A00437,Infrastructure,Cloud,1627900
A00437,Database,Hybrid,183036
A00437,Analytics & Data,Hybrid,917239
A00437,AI & ML,Cloud,1434882
A00437,Security,No Footprint,0
A00437,Applications,Hybrid,3137405
A00437,Integration,Cloud,348478
A00438,Infrastructure,No Footprint,0
A00438,Database,Cloud,438062
A00438,Analytics & Data,Cloud,1039020
A00438,AI & ML,Cloud,673093
A00438,Security,On-Premise,491763
A00438,Applications,No Footprint,0
A00438,Integration,Hybrid,337857
A00439,Infrastructure,No Footprint,0
A00439,Database,No Footprint,0
A00439,Analytics & Data,Hybrid,1805447
A00439,AI & ML,Cloud,898974
A00439,Security,No Footprint,0
A00439,Applications,Cloud,4966584
A00439,Integration,Cloud,1687561
A00440,Infrastructure,No Footprint,0
A00440,Database,Cloud,626031
A00440,Analytics & Data,No Footprint,0
A00440,AI & ML,Cloud,404720
A00440,Security,On-Premise,8138008
A00440,Applications,Cloud,1120556
A00440,Integration,No Footprint,0
A00441,Infrastructure,Cloud,659690
A00441,Database,On-Premise,189338
A00441,Analytics & Data,Hybrid,401574
A00441,AI & ML,No Footprint,0
A00441,Security,Hybrid,798031
A00441,Applications,Hybrid,789593
A00441,Integration,Hybrid,440617
A00442,Infrastructure,No Footprint,0
A00442,Database,Cloud,998274
A00442,Analytics & Data,Cloud,509436
A00442,AI & ML,Cloud,740597
A00442,Security,Cloud,394759
A00442,Applications,No Footprint,0
A00442,Integration,Cloud,209387
A00443,Infrastructure,Hybrid,1618406
A00443,Database,On-Premise,1358556
A00443,Analytics & Data,No Footprint,0
A00443,AI & ML,Cloud,482803
A00443,Security,No Footprint,0
A00443,Applications,On-Premise,416590
A00443,Integration,No Footprint,0
A00444,Infrastructure,Hybrid,725421
A00444,Database,Hybrid,498431
A00444,Analytics & Data,Hybrid,565957
A00444,AI & ML,Cloud,1003031
A00444,Security,Hybrid,400536
A00444,Applications,Hybrid,151073
A00444,Integration,No Footprint,0
A00445,Infrastructure,Cloud,1209626
A00445,Database,No Footprint,0
A00445,Analytics & Data,Cloud,1594213
A00445,AI & ML,Cloud,3058356
A00445,Security,Hybrid,746359
A00445,Applications,On-Premise,781017
A00445,Integration,Hybrid,1464134
A00446,Infrastructure,On-Premise,204495
A00446,Database,On-Premise,1501101
A00446,Analytics & Data,Hybrid,689190
A00446,AI & ML,Cloud,644264
A00446,Security,No Footprint,0
A00446,Applications,On-Premise,1178776
A00446,Integration,Cloud,618713
A00447,Infrastructure,Hybrid,2626436
A00447,Database,On-Premise,566504
A00447,Analytics & Data,No Footprint,0
A00447,AI & ML,No Footprint,0
A00447,Security,Hybrid,1142530
A00447,Applications,No Footprint,0
A00447,Integration,Hybrid,1193888
A00448,Infrastructure,No Footprint,0
A00448,Database,Cloud,293161
A00448,Analytics & Data,Hybrid,2546001
A00448,AI & ML,Cloud,1522133
A00448,Security,No Footprint,0
A00448,Applications,Cloud,974004
A00448,Integration,Hybrid,700004
A00449,Infrastructure,Hybrid,955729
A00449,Database,On-Premise,3645461
A00449,Analytics & Data,No Footprint,0
A00449,AI & ML,Cloud,812070
A00449,Security,No Footprint,0
A00449,Applications,No Footprint,0
A00449,Integration,No Footprint,0
A00450,Infrastructure,No Footprint,0
A00450,Database,Hybrid,451944
A00450,Analytics & Data,Cloud,2151974
A00450,AI & ML,No Footprint,0
A00450,Security,Hybrid,3810296
A00450,Applications,Cloud,862070
A00450,Integration,Hybrid,540834
A00451,Infrastructure,No Footprint,0
A00451,Database,Cloud,438522
A00451,Analytics & Data,No Footprint,0
A00451,AI & ML,Cloud,365475
A00451,Security,On-Premise,1650371
A00451,Applications,On-Premise,1404205
A00451,Integration,Hybrid,213482
A00452,Infrastructure,No Footprint,0
A00452,Database,No Footprint,0
A00452,Analytics & Data,Hybrid,924687
A00452,AI & ML,Cloud,559159
A00452,Security,On-Premise,793974
A00452,Applications,Cloud,1976694
A00452,Integration,Cloud,591243
A00453,Infrastructure,Hybrid,2501740
A00453,Database,Cloud,1027719
A00453,Analytics & Data,Hybrid,781943
A00453,AI & ML,Cloud,1170878
A00453,Security,On-Premise,686295
A00453,Applications,Cloud,952529
A00453,Integration,Hybrid,1063042
A00454,Infrastructure,No Footprint,0
A00454,Database,Hybrid,454262
A00454,Analytics & Data,Cloud,909220
A00454,AI & ML,Cloud,1354510
A00454,Security,No Footprint,0
A00454,Applications,On-Premise,415100
A00454,Integration,Cloud,693093
A00455,Infrastructure,On-Premise,662375
A00455,Database,Cloud,93122
A00455,Analytics & Data,Hybrid,1429320
A00455,AI & ML,Cloud,1240443
A00455,Security,No Footprint,0
A00455,Applications,No Footprint,0
A00455,Integration,Hybrid,801420
A00456,Infrastructure,No Footprint,0
A00456,Database,No Footprint,0
A00456,Analytics & Data,Hybrid,289245
A00456,AI & ML,Cloud,559391
A00456,Security,No Footprint,0
A00456,Applications,On-Premise,1036826
A00456,Integration,Cloud,603258
A00457,Infrastructure,Hybrid,659330
A00457,Database,Hybrid,138540
A00457,Analytics & Data,Cloud,274415
A00457,AI & ML,Cloud,824519
A00457,Security,On-Premise,287025
A00457,Applications,On-Premise,339489
A00457,Integration,Hybrid,148892
A00458,Infrastructure,Cloud,191712
A00458,Database,Hybrid,441431
A00458,Analytics & Data,Cloud,2473323
A00458,AI & ML,Cloud,4063236
A00458,Security,No Footprint,0
A00458,Applications,Hybrid,1007099
A00458,Integration,Hybrid,4965215
A00459,Infrastructure,On-Premise,1387046
A00459,Database,No Footprint,0
A00459,Analytics & Data,Hybrid,277499
A00459,AI & ML,Cloud,449078
A00459,Security,On-Premise,103102
A00459,Applications,On-Premise,796057
A00459,Integration,No Footprint,0
A00460,Infrastructure,Cloud,2848154
A00460,Database,Cloud,2191979
A00460,Analytics & Data,Cloud,1220449
A00460,AI & ML,No Footprint,0
A00460,Security,No Footprint,0
A00460,Applications,Hybrid,1613602
A00460,Integration,No Footprint,0
A00461,Infrastructure,On-Premise,412558
A00461,Database,Hybrid,751959
A00461,Analytics & Data,No Footprint,0
A00461,AI & ML,No Footprint,0
A00461,Security,Cloud,759082
A00461,Applications,Hybrid,548740
A00461,Integration,Hybrid,139818
A00462,Infrastructure,Cloud,592477
A00462,Database,No Footprint,0
A00462,Analytics & Data,No Footprint,0
A00462,AI & ML,Cloud,1276100
A00462,Security,Hybrid,919206
A00462,Applications,On-Premise,3088947
A00462,Integration,Hybrid,4811171
A00463,Infrastructure,Hybrid,253421
A00463,Database,Hybrid,258191
A00463,Analytics & Data,No Footprint,0
A00463,AI & ML,Cloud,272663
A00463,Security,Hybrid,871697
A00463,Applications,Hybrid,150781
A00463,Integration,No Footprint,0
A00464,Infrastructure,Hybrid,916474
A00464,Database,No Footprint,0
A00464,Analytics & Data,No Footprint,0
A00464,AI & ML,Cloud,606060
A00464,Security,No Footprint,0
A00464,Applications,On-Premise,307579
A00464,Integration,Cloud,2437250
A00465,Infrastructure,On-Premise,454787
A00465,Database,On-Premise,3286650
A00465,Analytics & Data,Hybrid,298310
A00465,AI & ML,Cloud,1231809
A00465,Security,Hybrid,930168
A00465,Applications,Cloud,288208
A00465,Integration,Cloud,228789
A00466,Infrastructure,Hybrid,450433
A00466,Database,On-Premise,670454
A00466,Analytics & Data,Hybrid,1274344
A00466,AI & ML,Cloud,979719
A00466,Security,Cloud,254490
A00466,Applications,On-Premise,1188091
A00466,Integration,Hybrid,3554841
A00467,Infrastructure,On-Premise,801776
A00467,Database,Hybrid,3389812
A00467,Analytics & Data,No Footprint,0
A00467,AI & ML,Cloud,481955
A00467,Security,Cloud,1055837
A00467,Applications,Hybrid,2758341
A00467,Integration,No Footprint,0
A00468,Infrastructure,Cloud,1462951
A00468,Database,No Footprint,0
A00468,Analytics & Data,Hybrid,167955
A00468,AI & ML,Cloud,975832
A00468,Security,On-Premise,982481
A00468,Applications,Hybrid,715285
A00468,Integration,Cloud,5997326
A00469,Infrastructure,Hybrid,313932
A00469,Database,No Footprint,0
A00469,Analytics & Data,Hybrid,334049
A00469,AI & ML,No Footprint,0
A00469,Security,On-Premise,288898
A00469,Applications,Hybrid,806757
A00469,Integration,Hybrid,799604
A00470,Infrastructure,Hybrid,1153742
A00470,Database,Cloud,825278
A00470,Analytics & Data,Hybrid,238617
A00470,AI & ML,No Footprint,0
A00470,Security,Hybrid,393183
A00470,Applications,No Footprint,0
A00470,Integration,Hybrid,1356464
A00471,Infrastructure,On-Premise,1714963
A00471,Database,On-Premise,447712
A00471,Analytics & Data,No Footprint,0
A00471,AI & ML,No Footprint,0
A00471,Security,Hybrid,271690
A00471,Applications,Hybrid,392857
A00471,Integration,Cloud,1365901
A00472,Infrastructure,No Footprint,0
A00472,Database,Cloud,1178078
A00472,Analytics & Data,No Footprint,0
A00472,AI & ML,Cloud,631788
A00472,Security,On-Premise,1275119
A00472,Applications,Cloud,549823
A00472,Integration,Hybrid,379715
A00473,Infrastructure,On-Premise,714888
A00473,Database,On-Premise,1313154
A00473,Analytics & Data,No Footprint,0
A00473,AI & ML,Cloud,647305
A00473,Security,No Footprint,0
A00473,Applications,Hybrid,4511764
A00473,Integration,Cloud,4791754
A00474,Infrastructure,On-Premise,555444
A00474,Database,Hybrid,271799
A00474,Analytics & Data,No Footprint,0
A00474,AI & ML,No Footprint,0
A00474,Security,Hybrid,2531350
A00474,Applications,No Footprint,0
A00474,Integration,Hybrid,284752
A00475,Infrastructure,On-Premise,8658460
A00475,Database,Cloud,661426
A00475,Analytics & Data,Cloud,1068602
A00475,AI & ML,Cloud,552768
A00475,Security,No Footprint,0
A00475,Applications,Hybrid,167871
A00475,Integration,Cloud,583502
A00476,Infrastructure,On-Premise,2731692
A00476,Database,Cloud,235258
A00476,Analytics & Data,No Footprint,0
A00476,AI & ML,Cloud,249239
A00476,Security,On-Premise,658111
A00476,Applications,On-Premise,1342353
A00476,Integration,No Footprint,0
A00477,Infrastructure,On-Premise,243160
A00477,Database,No Footprint,0
A00477,Analytics & Data,Hybrid,1318551
A00477,AI & ML,Cloud,421016
A00477,Security,Hybrid,906830
A00477,Applications,On-Premise,305464
A00477,Integration,No Footprint,0
A00478,Infrastructure,No Footprint,0
A00478,Database,No Footprint,0
A00478,Analytics & Data,Cloud,508363
A00478,AI & ML,Cloud,651990
A00478,Security,Hybrid,1810991
A00478,Applications,Hybrid,630245
A00478,Integration,Hybrid,543989
A00479,Infrastructure,No Footprint,0
A00479,Database,On-Premise,2376727
A00479,Analytics & Data,Hybrid,873778
A00479,AI & ML,Cloud,980668
A00479,Security,No Footprint,0
A00479,Applications,On-Premise,1057223
A00479,Integration,No Footprint,0
A00480,Infrastructure,Hybrid,944151
A00480,Database,No Footprint,0
A00480,Analytics & Data,No Footprint,0
A00480,AI & ML,No Footprint,0
A00480,Security,On-Premise,344992
A00480,Applications,Cloud,720776
A00480,Integration,Hybrid,953790
A00481,Infrastructure,On-Premise,5701219
A00481,Database,On-Premise,1366734
A00481,Analytics & Data,No Footprint,0
A00481,AI & ML,Cloud,262667
A00481,Security,Hybrid,475760
A00481,Applications,On-Premise,268637
A00481,Integration,No Footprint,0
A00482,Infrastructure,On-Premise,137304
A00482,Database,On-Premise,1160555
A00482,Analytics & Data,No Footprint,0
A00482,AI & ML,No Footprint,0
A00482,Security,Cloud,484001
A00482,Applications,Hybrid,533669
A00482,Integration,No Footprint,0
A00483,Infrastructure,Cloud,376182
A00483,Database,Cloud,1201371
A00483,Analytics & Data,Hybrid,1106325
A00483,AI & ML,No Footprint,0
A00483,Security,Cloud,1206120
A00483,Applications,Hybrid,344465
A00483,Integration,Hybrid,658994
A00484,Infrastructure,Cloud,161252
A00484,Database,On-Premise,1188830
A00484,Analytics & Data,Cloud,242892
A00484,AI & ML,No Footprint,0
A00484,Security,On-Premise,108989
A00484,Applications,Hybrid,687462
A00484,Integration,Hybrid,349629
A00485,Infrastructure,Hybrid,990599
A00485,Database,On-Premise,272817
A00485,Analytics & Data,Cloud,557380
A00485,AI & ML,Cloud,533407
A00485,Security,Hybrid,473581
A00485,Applications,On-Premise,879587
A00485,Integration,No Footprint,0
A00486,Infrastructure,No Footprint,0
A00486,Database,Cloud,1235659
A00486,Analytics & Data,Cloud,2632331
A00486,AI & ML,Cloud,4514158
A00486,Security,Hybrid,1315267
A00486,Applications,No Footprint,0
A00486,Integration,No Footprint,0
A00487,Infrastructure,Cloud,3688636
A00487,Database,No Footprint,0
A00487,Analytics & Data,Cloud,876265
A00487,AI & ML,Cloud,1476620
A00487,Security,Cloud,1583163
A00487,Applications,Hybrid,1730863
A00487,Integration,Cloud,896103
A00488,Infrastructure,Cloud,2022569
A00488,Database,Cloud,733272
A00488,Analytics & Data,No Footprint,0
A00488,AI & ML,No Footprint,0
A00488,Security,Cloud,1118363
A00488,Applications,Hybrid,770919
A00488,Integration,Hybrid,612639
A00489,Infrastructure,No Footprint,0
A00489,Database,Hybrid,1037815
A00489,Analytics & Data,Hybrid,1087781
A00489,AI & ML,Cloud,1148223
A00489,Security,No Footprint,0
A00489,Applications,No Footprint,0
A00489,Integration,Cloud,253735
A00490,Infrastructure,Hybrid,726342
A00490,Database,Cloud,5771325
A00490,Analytics & Data,Cloud,751994
A00490,AI & ML,Cloud,4980260
A00490,Security,No Footprint,0
A00490,Applications,Hybrid,1320217
A00490,Integration,No Footprint,0
A00491,Infrastructure,No Footprint,0
A00491,Database,Hybrid,659758
A00491,Analytics & Data,Cloud,2005150
A00491,AI & ML,Cloud,701758
A00491,Security,No Footprint,0
A00491,Applications,No Footprint,0
A00491,Integration,Cloud,1019098
A00492,Infrastructure,On-Premise,1034291
A00492,Database,On-Premise,440881
A00492,Analytics & Data,Cloud,977206
A00492,AI & ML,Cloud,675547
A00492,Security,Cloud,281081
A00492,Applications,Cloud,548026
A00492,Integration,Hybrid,2306755
A00493,Infrastructure,No Footprint,0
A00493,Database,Cloud,794265
A00493,Analytics & Data,No Footprint,0
A00493,AI & ML,Cloud,1078790
A00493,Security,No Footprint,0
A00493,Applications,On-Premise,943289
A00493,Integration,Cloud,851146
A00494,Infrastructure,No Footprint,0
A00494,Database,Cloud,228889
A00494,Analytics & Data,Hybrid,80827
A00494,AI & ML,Cloud,1106609
A00494,Security,No Footprint,0
A00494,Applications,No Footprint,0
A00494,Integration,Cloud,275200
A00495,Infrastructure,No Footprint,0
A00495,Database,On-Premise,342830
A00495,Analytics & Data,Cloud,967045
A00495,AI & ML,No Footprint,0
A00495,Security,No Footprint,0
A00495,Applications,No Footprint,0
A00495,Integration,No Footprint,0
A00496,Infrastructure,On-Premise,553994
A00496,Database,No Footprint,0
A00496,Analytics & Data,Cloud,570990
A00496,AI & ML,No Footprint,0
A00496,Security,On-Premise,781740
A00496,Applications,Cloud,1494575
A00496,Integration,No Footprint,0
A00497,Infrastructure,No Footprint,0
A00497,Database,On-Premise,1120945
A00497,Analytics & Data,Cloud,2037461
A00497,AI & ML,Cloud,677396
A00497,Security,Cloud,950794
A00497,Applications,On-Premise,604666
A00497,Integration,Cloud,639331
A00498,Infrastructure,On-Premise,215507
A00498,Database,On-Premise,892687
A00498,Analytics & Data,Hybrid,399532
A00498,AI & ML,Cloud,387990
A00498,Security,On-Premise,644923
A00498,Applications,Hybrid,3618828
A00498,Integration,Cloud,1333507
A00499,Infrastructure,No Footprint,0
A00499,Database,Hybrid,542513
A00499,Analytics & Data,Hybrid,117298
A00499,AI & ML,No Footprint,0
A00499,Security,On-Premise,345965
A00499,Applications,Cloud,330600
A00499,Integration,No Footprint,0
A00500,Infrastructure,Hybrid,1378563
A00500,Database,No Footprint,0
A00500,Analytics & Data,Cloud,3066840
A00500,AI & ML,Cloud,531401
A00500,Security,No Footprint,0
A00500,Applications,On-Premise,942914
A00500,Integration,Hybrid,2075764
A00501,Infrastructure,On-Premise,2544429
A00501,Database,On-Premise,396786
A00501,Analytics & Data,Hybrid,308565
A00501,AI & ML,Cloud,536525
A00501,Security,On-Premise,1300991
A00501,Applications,No Footprint,0
A00501,Integration,Cloud,1744156
A00502,Infrastructure,Cloud,606870
A00502,Database,Hybrid,904648
A00502,Analytics & Data,Hybrid,699851
A00502,AI & ML,Cloud,86554
A00502,Security,Hybrid,956889
A00502,Applications,On-Premise,1871555
A00502,Integration,No Footprint,0
A00503,Infrastructure,Hybrid,665273
A00503,Database,No Footprint,0
A00503,Analytics & Data,No Footprint,0
A00503,AI & ML,Cloud,1542677
A00503,Security,On-Premise,2178130
A00503,Applications,On-Premise,3071522
