account_id,channel,days_ago
A00790,Webinar,166
A00790,Website,182
A00790,Campaign,151
A00791,Product Page,150
A00791,Campaign,96
A00791,Website,132
A00791,Campaign,36
A00791,Campaign,89
A00792,Campaign,172
A00792,Event,107
A00792,Webinar,212
A00792,Website,1
A00792,Website,97
A00792,Webinar,217
A00792,Webinar,226
A00792,Product Page,143
A00793,Website,123
A00793,Website,24
A00793,Website,81
A00793,Website,196
A00793,Website,58
A00793,Webinar,34
A00793,Website,129
A00793,Campaign,176
A00794,Product Page,247
A00794,Event,176
A00794,Event,193
A00794,Webinar,172
A00795,Website,85
A00795,Website,217
A00795,Campaign,99
A00795,Webinar,275
A00795,Event,146
A00795,Product Page,322
A00795,Campaign,187
A00795,Campaign,123
A00795,Event,142
A00795,Product Page,167
A00796,Product Page,122
A00796,Webinar,147
A00796,Website,90
A00796,Campaign,119
A00796,Product Page,220
A00796,Webinar,220
A00796,Website,252
A00796,Campaign,245
A00796,Campaign,158
A00796,Webinar,290
A00796,Campaign,239
A00796,Website,119
A00796,Webinar,56
A00797,Product Page,141
A00797,Webinar,40
A00797,Campaign,1
A00797,Product Page,1
A00797,Product Page,69
A00797,Campaign,58
A00797,Website,160
A00798,Product Page,109
A00798,Event,84
A00798,Website,130
A00798,Campaign,87
A00798,Website,123
A00798,Event,170
A00798,Event,178
A00798,Website,107
A00799,Webinar,26
A00799,Campaign,23
A00799,Website,117
A00799,Webinar,130
A00799,Website,279
A00799,Product Page,185
A00799,Website,95
A00799,Website,78
A00799,Campaign,51
A00799,Product Page,137
A00799,Webinar,51
A00800,Campaign,217
A00800,Campaign,79
A00800,Event,295
A00800,Webinar,296
A00800,Website,95
A00800,Product Page,133
A00800,Webinar,159
A00801,Website,1
A00801,Website,56
A00801,Webinar,1
A00801,Product Page,95
A00801,Webinar,21
A00801,Product Page,50
A00801,Campaign,153
A00801,Webinar,144
A00801,Product Page,145
A00801,Website,100
A00801,Event,107
A00802,Webinar,1
A00802,Webinar,1
A00802,Campaign,1
A00802,Event,171
A00802,Event,1
A00802,Event,188
A00802,Event,62
A00803,Campaign,109
A00803,Website,150
A00803,Campaign,1
A00803,Event,79
A00803,Website,14
A00803,Webinar,216
A00804,Campaign,227
A00804,Campaign,87
A00804,Event,83
A00804,Product Page,1
A00804,Product Page,97
A00804,Campaign,230
A00804,Website,205
A00804,Campaign,127
A00804,Website,180
A00804,Webinar,174
A00804,Product Page,130
A00804,Event,143
A00804,Campaign,135
A00804,Webinar,79
A00804,Event,29
A00805,Webinar,191
A00805,Product Page,10
A00805,Product Page,1
A00805,Event,220
A00805,Webinar,21
A00805,Product Page,272
A00805,Webinar,133
A00805,Campaign,1
A00805,Website,151
A00805,Product Page,7
A00805,Website,197
A00805,Event,58
A00806,Website,182
A00806,Website,106
A00806,Product Page,110
A00806,Campaign,1
A00806,Webinar,149
A00806,Product Page,112
A00806,Product Page,23
A00806,Website,14
A00807,Event,148
A00807,Event,126
A00807,Product Page,1
A00807,Event,6
A00807,Website,134
A00807,Webinar,89
A00807,Webinar,135
A00808,Event,74
A00808,Webinar,224
A00808,Product Page,57
A00808,Campaign,120
A00808,Website,122
A00808,Website,141
A00808,Event,127
A00808,Webinar,150
A00809,Website,114
A00809,Event,50
A00809,Campaign,131
A00809,Website,223
A00809,Website,1
A00809,Event,160
A00809,Webinar,1
A00809,Event,146
A00810,Product Page,72
A00810,Website,139
A00810,Event,31
A00810,Website,120
A00810,Campaign,202
A00810,Event,79
A00810,Product Page,135
A00810,Event,165
A00810,Product Page,4
A00810,Product Page,177
A00810,Event,21
A00810,Website,147
A00810,Webinar,169
A00810,Campaign,138
A00810,Product Page,188
A00810,Webinar,117
A00810,Webinar,132
A00810,Product Page,215
A00810,Website,9
A00811,Event,19
A00811,Event,92
A00811,Event,141
A00811,Event,107
A00811,Campaign,1
A00811,Product Page,102
A00811,Product Page,59
A00811,Campaign,161
A00811,Website,1
A00811,Website,28
A00811,Website,23
A00811,Event,141
A00812,Campaign,104
A00812,Website,78
A00812,Website,159
A00812,Event,93
A00812,Webinar,1
A00812,Event,53
A00812,Website,15
A00812,Product Page,53
A00812,Campaign,143
A00812,Webinar,84
A00812,Product Page,63
A00812,Product Page,113
A00812,Campaign,74
A00812,Website,190
A00812,Product Page,240
A00812,Website,100
A00812,Webinar,75
A00812,Event,193
A00812,Webinar,95
A00812,Event,91
A00813,Website,166
A00813,Event,94
A00813,Product Page,204
A00813,Website,147
A00813,Product Page,169
A00813,Webinar,78
A00813,Website,92
A00813,Product Page,204
A00813,Webinar,123
A00814,Website,147
A00814,Product Page,122
A00814,Website,262
A00814,Campaign,194
A00814,Product Page,182
A00814,Campaign,26
A00814,Product Page,114
A00814,Webinar,103
A00814,Webinar,137
A00814,Website,77
A00814,Website,62
A00814,Campaign,36
A00814,Website,61
A00815,Campaign,1
A00815,Product Page,142
A00815,Website,142
A00815,Campaign,200
A00815,Product Page,35
A00816,Product Page,100
A00816,Campaign,71
A00816,Event,146
A00816,Website,148
A00816,Event,237
A00816,Event,136
A00816,Website,149
A00816,Product Page,157
A00817,Webinar,104
A00817,Website,158
A00817,Product Page,155
A00817,Product Page,68
A00817,Website,135
A00817,Product Page,127
A00817,Webinar,131
A00817,Product Page,121
A00817,Campaign,163
A00817,Campaign,111
A00817,Product Page,130
A00818,Webinar,98
A00818,Webinar,156
A00818,Event,165
A00818,Product Page,118
A00818,Product Page,312
A00818,Website,73
A00818,Webinar,158
A00818,Website,175
A00818,Campaign,166
A00818,Product Page,40
A00819,Product Page,130
A00819,Webinar,43
A00819,Website,44
A00819,Webinar,102
A00819,Product Page,135
A00820,Website,141
A00820,Campaign,233
A00820,Webinar,193
A00820,Event,162
A00820,Event,1
A00820,Campaign,116
A00820,Event,104
A00821,Product Page,179
A00821,Campaign,75
A00821,Event,212
A00821,Webinar,96
A00821,Campaign,188
A00822,Webinar,121
A00822,Campaign,262
A00823,Campaign,199
A00823,Event,131
A00823,Website,126
A00824,Campaign,126
A00824,Product Page,155
A00824,Campaign,100
A00824,Website,146
A00824,Website,133
A00824,Product Page,167
A00824,Event,185
A00824,Webinar,201
A00824,Webinar,61
A00824,Event,221
A00824,Website,70
A00825,Product Page,91
A00825,Product Page,170
A00825,Webinar,200
A00825,Webinar,136
A00825,Website,69
A00825,Event,139
A00825,Campaign,89
A00825,Event,186
A00825,Event,173
A00825,Product Page,197
A00826,Product Page,219
A00826,Webinar,261
A00826,Webinar,146
A00826,Event,156
A00826,Event,208
A00826,Website,189
A00826,Webinar,258
A00827,Website,109
A00827,Webinar,49
A00827,Webinar,78
A00827,Website,106
A00827,Event,171
A00827,Website,110
A00827,Product Page,153
A00827,Campaign,129
A00828,Website,193
A00828,Event,195
A00828,Product Page,92
A00828,Event,87
A00828,Product Page,277
A00828,Campaign,170
A00829,Product Page,153
A00829,Event,123
A00829,Website,142
A00829,Event,64
A00830,Webinar,35
A00830,Website,68
A00830,Product Page,201
A00830,Webinar,169
A00830,Campaign,181
A00830,Website,155
A00830,Webinar,186
A00830,Product Page,148
A00830,Webinar,44
A00830,Campaign,95
A00830,Product Page,22
A00830,Event,145
A00830,Webinar,105
A00830,Website,129
A00830,Website,207
A00830,Website,129
A00830,Event,90
A00830,Campaign,135
A00831,Website,124
A00831,Website,1
A00831,Campaign,47
A00831,Product Page,1
A00831,Website,84
A00831,Event,165
A00831,Campaign,83
A00831,Event,39
A00831,Event,142
A00831,Event,92
A00831,Webinar,69
A00832,Website,125
A00832,Event,161
A00832,Event,169
A00832,Webinar,134
A00832,Webinar,120
A00832,Event,93
A00832,Webinar,40
A00832,Webinar,142
A00833,Website,122
A00833,Webinar,121
A00833,Webinar,263
A00833,Webinar,1
A00833,Webinar,7
A00833,Website,86
A00833,Event,165
A00833,Website,86
A00833,Product Page,1
A00833,Event,115
A00833,Event,55
A00833,Campaign,143
A00833,Campaign,140
A00833,Website,20
A00833,Campaign,9
A00834,Event,228
A00834,Webinar,1
A00834,Event,112
A00834,Campaign,145
A00834,Webinar,247
A00834,Event,36
A00835,Product Page,105
A00835,Website,36
A00835,Website,283
A00835,Webinar,102
A00835,Campaign,114
A00835,Campaign,87
A00835,Webinar,4
A00835,Event,101
A00835,Campaign,79
A00835,Product Page,1
A00835,Campaign,95
A00835,Website,147
A00835,Webinar,52
A00835,Campaign,123
A00835,Event,162
A00835,Campaign,61
A00835,Campaign,104
A00836,Event,87
A00836,Webinar,87
A00836,Event,119
A00836,Webinar,214
A00836,Webinar,155
A00836,Webinar,149
A00836,Event,205
A00836,Product Page,111
A00837,Website,41
A00837,Website,1
A00837,Event,157
A00837,Campaign,121
A00837,Website,179
A00837,Website,125
A00837,Webinar,232
A00837,Webinar,81
A00837,Event,50
A00837,Website,219
A00838,Webinar,46
A00838,Webinar,1
A00838,Webinar,80
A00838,Website,71
A00838,Campaign,127
A00838,Product Page,66
A00838,Campaign,116
A00838,Website,72
A00839,Website,166
A00839,Webinar,61
A00839,Campaign,164
A00839,Event,185
A00839,Product Page,135
A00839,Event,365
A00839,Webinar,140
A00839,Event,50
A00839,Product Page,54
A00839,Webinar,151
A00839,Website,122
A00839,Website,238
A00840,Event,1
A00840,Product Page,22
A00840,Webinar,1
A00840,Campaign,97
A00840,Campaign,41
A00840,Website,115
A00840,Event,250
A00840,Campaign,67
A00840,Website,39
A00840,Webinar,211
A00840,Product Page,77
A00840,Event,304
A00840,Product Page,164
A00841,Product Page,25
A00841,Webinar,133
A00841,Website,50
A00841,Website,161
A00841,Campaign,40
A00841,Campaign,55
A00841,Webinar,38
A00841,Event,153
A00842,Website,1
A00842,Website,145
A00842,Event,64
A00842,Campaign,38
A00842,Webinar,1
A00842,Website,3
A00842,Product Page,1
A00842,Campaign,23
A00842,Event,48
A00842,Product Page,1
A00842,Product Page,18
A00842,Event,98
A00842,Webinar,84
A00843,Campaign,329
A00843,Webinar,168
A00843,Product Page,159
A00843,Event,26
A00843,Webinar,109
A00843,Website,83
A00843,Website,207
A00843,Website,54
A00843,Product Page,105
A00843,Event,234
A00843,Website,284
A00843,Campaign,62
A00843,Campaign,103
A00843,Product Page,105
A00844,Event,159
A00844,Campaign,218
A00844,Product Page,269
A00844,Event,115
A00844,Campaign,211
A00845,Website,66
A00845,Website,102
A00845,Product Page,141
A00845,Product Page,189
A00845,Webinar,89
A00845,Campaign,96
A00845,Campaign,269
A00846,Website,158
A00846,Webinar,171
A00846,Webinar,99
A00846,Webinar,49
A00846,Event,81
A00846,Webinar,108
A00846,Webinar,216
A00846,Website,48
A00846,Event,110
A00847,Website,64
A00847,Event,201
A00847,Website,194
A00847,Campaign,224
A00847,Website,192
A00847,Campaign,221
A00847,Webinar,265
A00847,Product Page,159
A00847,Website,50
A00847,Webinar,239
A00847,Website,153
A00847,Product Page,19
A00847,Campaign,1
A00848,Campaign,59
A00848,Webinar,93
A00848,Webinar,110
A00848,Webinar,200
A00848,Webinar,1
A00848,Webinar,123
A00848,Webinar,59
A00848,Product Page,150
A00848,Product Page,212
A00848,Product Page,94
A00848,Campaign,115
A00849,Website,145
A00849,Event,98
A00849,Website,50
A00849,Event,151
A00849,Event,187
A00849,Campaign,35
A00849,Event,52
A00849,Event,53
A00849,Webinar,119
A00849,Product Page,53
A00849,Webinar,182
A00850,Website,1
A00850,Campaign,228
A00850,Event,132
A00850,Event,213
A00850,Campaign,167
A00850,Webinar,88
A00850,Webinar,126
A00851,Website,115
A00851,Product Page,167
A00851,Product Page,102
A00851,Event,183
A00851,Product Page,67
A00851,Website,83
A00851,Product Page,104
A00851,Webinar,1
A00851,Webinar,208
A00851,Campaign,94
A00851,Product Page,67
A00851,Product Page,227
A00851,Product Page,19
A00851,Event,60
A00852,Website,113
A00852,Webinar,43
A00852,Event,1
A00852,Event,149
A00852,Product Page,1
A00852,Product Page,99
A00852,Webinar,154
A00852,Website,106
A00853,Product Page,45
A00853,Event,137
A00853,Event,95
A00853,Campaign,73
A00853,Website,68
A00854,Campaign,97
A00854,Website,122
A00854,Campaign,1
A00854,Campaign,208
A00854,Product Page,122
A00854,Event,91
A00855,Campaign,156
A00855,Campaign,50
A00855,Product Page,110
A00855,Product Page,80
A00855,Product Page,125
A00855,Event,42
A00855,Event,68
A00855,Product Page,106
A00855,Campaign,252
A00855,Website,92
A00855,Webinar,1
A00855,Event,122
A00856,Campaign,110
A00856,Website,135
A00856,Event,193
A00856,Campaign,209
A00856,Campaign,173
A00856,Webinar,179
A00856,Website,113
A00856,Website,79
A00857,Event,140
A00857,Webinar,139
A00857,Product Page,93
A00857,Website,85
A00857,Product Page,100
A00857,Website,60
A00857,Event,155
A00857,Event,185
A00857,Event,180
A00857,Webinar,180
A00857,Event,206
A00857,Campaign,175
A00858,Website,41
A00858,Campaign,79
A00858,Product Page,113
A00858,Website,1
A00858,Webinar,21
A00858,Event,116
A00858,Website,1
A00858,Website,142
A00858,Campaign,6
A00858,Webinar,1
A00858,Event,41
A00858,Product Page,67
A00858,Product Page,1
A00858,Website,38
A00858,Product Page,97
A00858,Product Page,49
A00859,Campaign,138
A00859,Product Page,108
A00859,Event,111
A00859,Product Page,88
A00859,Campaign,151
A00859,Website,202
A00859,Webinar,82
A00859,Webinar,70
A00859,Website,154
A00860,Website,1
A00860,Product Page,44
A00860,Campaign,136
A00860,Website,72
A00860,Webinar,31
A00860,Event,77
A00860,Website,111
A00860,Event,102
A00860,Website,212
A00861,Product Page,133
A00861,Website,53
A00861,Website,1
A00861,Campaign,1
A00861,Product Page,81
A00861,Campaign,127
A00861,Webinar,108
A00861,Campaign,46
A00861,Product Page,1
A00861,Webinar,68
A00861,Website,31
A00861,Website,96
A00861,Product Page,1
A00861,Webinar,65
A00861,Webinar,28
A00861,Website,94
A00862,Campaign,105
A00862,Website,1
A00862,Event,96
A00862,Webinar,106
A00862,Product Page,26
A00862,Product Page,2
A00863,Webinar,45
A00863,Webinar,111
A00863,Webinar,128
A00863,Campaign,54
A00863,Website,95
A00863,Website,1
A00864,Campaign,142
A00864,Product Page,77
A00864,Campaign,138
A00864,Product Page,262
A00864,Website,182
A00864,Webinar,116
A00864,Event,60
A00865,Product Page,3
A00865,Product Page,130
A00865,Website,113
A00865,Product Page,137
A00865,Campaign,92
A00865,Webinar,168
A00865,Campaign,43
A00865,Website,148
A00865,Webinar,118
A00865,Product Page,73
A00866,Product Page,180
A00866,Product Page,129
A00866,Website,144
A00866,Campaign,89
A00866,Campaign,53
A00866,Product Page,92
A00866,Event,171
A00866,Campaign,47
A00866,Campaign,106
A00866,Webinar,74
A00866,Webinar,127
A00866,Product Page,125
A00866,Webinar,26
A00867,Event,42
A00867,Website,1
A00867,Product Page,139
A00867,Website,52
A00867,Website,229
A00868,Event,109
A00868,Event,142
A00868,Product Page,55
A00868,Campaign,93
A00868,Website,125
A00868,Campaign,184
A00868,Website,88
A00868,Product Page,228
A00868,Website,131
A00869,Webinar,247
A00869,Webinar,200
A00870,Website,163
A00870,Product Page,1
A00870,Campaign,152
A00870,Webinar,64
A00870,Webinar,104
A00870,Product Page,158
A00870,Campaign,164
A00870,Event,70
A00870,Webinar,93
A00870,Product Page,131
A00870,Event,4
A00870,Event,144
A00870,Event,151
A00870,Webinar,145
A00871,Product Page,136
A00871,Product Page,1
A00871,Webinar,173
A00871,Event,45
A00871,Event,181
A00871,Campaign,140
A00871,Website,65
A00871,Webinar,125
A00871,Webinar,94
A00871,Webinar,119
A00871,Campaign,199
A00871,Webinar,188
A00871,Webinar,79
A00872,Webinar,90
A00872,Event,175
A00872,Webinar,158
A00872,Product Page,75
A00872,Campaign,129
A00872,Event,200
A00872,Event,74
A00872,Campaign,36
A00873,Event,130
A00873,Website,226
A00873,Product Page,255
A00873,Webinar,142
A00873,Campaign,1
A00873,Campaign,142
A00873,Website,148
A00873,Website,202
A00873,Product Page,39
A00873,Event,49
A00873,Webinar,175
A00873,Website,1
A00874,Campaign,173
A00874,Product Page,127
A00874,Webinar,88
A00874,Event,288
A00874,Campaign,97
A00874,Webinar,1
A00874,Website,81
A00874,Website,221
A00874,Product Page,67
A00875,Product Page,162
A00875,Campaign,91
A00875,Website,160
A00875,Webinar,78
A00875,Event,112
A00875,Campaign,119
A00875,Product Page,1
A00875,Campaign,100
A00875,Website,179
A00875,Product Page,141
A00875,Event,180
A00875,Website,115
A00876,Product Page,65
A00876,Event,76
A00876,Campaign,4
A00876,Campaign,120
A00876,Event,194
A00876,Webinar,52
A00876,Website,27
A00876,Website,38
A00876,Webinar,71
A00876,Webinar,59
A00876,Campaign,1
A00876,Webinar,257
A00876,Webinar,186
A00876,Campaign,91
A00876,Website,70
A00876,Webinar,1
A00876,Event,88
A00877,Product Page,153
A00877,Product Page,125
A00877,Webinar,69
A00877,Webinar,186
A00877,Webinar,178
A00877,Campaign,120
A00877,Webinar,79
A00877,Event,121
A00877,Webinar,177
A00877,Product Page,23
A00877,Webinar,78
A00877,Website,15
A00878,Website,133
A00878,Event,114
A00878,Website,271
A00878,Event,17
A00878,Product Page,166
A00878,Product Page,1
A00878,Product Page,44
A00878,Webinar,26
A00878,Campaign,177
A00878,Webinar,15
A00878,Webinar,187
A00878,Product Page,65
A00879,Event,185
A00879,Product Page,120
A00879,Website,102
A00879,Product Page,240
A00879,Webinar,294
A00879,Website,126
A00879,Event,214
A00880,Product Page,1
A00880,Product Page,99
A00880,Event,133
A00880,Product Page,17
A00880,Campaign,146
A00880,Website,113
A00881,Event,64
A00881,Campaign,84
A00881,Campaign,27
A00881,Campaign,171
A00881,Website,53
A00881,Campaign,124
A00882,Campaign,14
A00882,Webinar,1
A00882,Event,48
A00882,Campaign,1
A00882,Event,91
A00882,Product Page,84
A00882,Website,86
A00882,Campaign,1
A00882,Product Page,69
A00883,Campaign,245
A00883,Product Page,118
A00883,Campaign,242
A00883,Event,197
A00883,Webinar,208
A00883,Campaign,49
A00883,Webinar,122
A00883,Product Page,62
A00883,Product Page,182
A00884,Event,209
A00884,Website,49
A00884,Webinar,238
A00884,Product Page,176
A00884,Campaign,1
A00884,Website,1
A00884,Event,1
A00884,Website,3
A00884,Product Page,97
A00884,Event,2
A00884,Webinar,183
A00884,Webinar,1
A00884,Website,124
A00884,Product Page,145
A00884,Webinar,1
A00884,Product Page,48
A00884,Website,178
A00885,Webinar,103
A00885,Website,1
A00885,Website,43
A00885,Product Page,185
A00885,Product Page,114
A00885,Event,106
A00885,Event,128
A00885,Webinar,38
A00885,Campaign,102
A00885,Webinar,122
A00885,Campaign,126
A00885,Website,23
A00885,Product Page,51
A00885,Campaign,148
A00885,Event,66
A00886,Product Page,113
A00886,Website,101
A00886,Webinar,204
A00886,Website,189
A00886,Campaign,75
A00886,Website,43
A00886,Campaign,47
A00886,Webinar,22
A00886,Webinar,123
A00886,Campaign,153
A00886,Product Page,117
A00886,Website,291
A00886,Event,206
A00886,Webinar,203
A00886,Website,154
A00886,Website,180
A00886,Webinar,289
A00887,Event,24
A00887,Campaign,78
A00887,Product Page,107
A00887,Campaign,1
A00887,Event,117
A00887,Product Page,23
A00887,Website,1
A00887,Product Page,52
A00887,Webinar,126
A00887,Campaign,192
A00887,Campaign,6
A00887,Product Page,92
A00887,Webinar,60
A00887,Product Page,55
A00887,Webinar,169
A00888,Website,79
A00888,Website,96
A00888,Webinar,152
A00888,Campaign,200
A00888,Webinar,62
A00888,Website,178
A00888,Website,143
A00888,Event,21
A00888,Product Page,158
A00888,Website,158
A00888,Website,116
A00888,Event,41
A00889,Webinar,1
A00889,Event,94
A00889,Campaign,18
A00889,Website,64
A00889,Webinar,175
A00889,Website,154
A00889,Website,1
A00889,Campaign,1
A00889,Event,121
A00889,Campaign,1
A00889,Product Page,1
A00889,Campaign,90
A00890,Event,190
A00890,Product Page,65
A00890,Product Page,165
A00890,Product Page,107
A00890,Campaign,140
A00890,Product Page,51
A00890,Campaign,188
A00890,Campaign,167
A00890,Webinar,147
A00890,Website,104
A00890,Event,242
A00891,Product Page,183
A00891,Webinar,121
A00891,Event,132
A00891,Website,252
A00892,Event,133
A00892,Campaign,52
A00892,Website,172
A00892,Event,171
A00892,Campaign,154
A00892,Webinar,28
A00892,Website,126
A00892,Campaign,86
A00892,Product Page,1
A00892,Product Page,114
A00892,Event,108
A00893,Event,61
A00893,Campaign,78
A00893,Website,143
A00893,Event,91
A00893,Product Page,110
A00893,Event,54
A00893,Event,151
A00893,Event,277
A00893,Webinar,49
A00893,Webinar,96
A00893,Website,103
A00893,Webinar,180
A00894,Event,162
A00894,Event,107
A00894,Webinar,62
A00894,Webinar,56
A00895,Product Page,75
A00895,Event,220
A00895,Event,152
A00895,Product Page,161
A00895,Event,41
A00895,Campaign,80
A00895,Webinar,168
A00895,Website,42
A00895,Product Page,127
A00895,Product Page,50
A00895,Campaign,77
A00895,Event,154
A00895,Website,59
A00896,Website,69
A00896,Campaign,2
A00896,Event,35
A00896,Event,78
A00896,Webinar,53
A00896,Campaign,1
A00896,Webinar,1
A00896,Event,1
A00896,Webinar,47
A00896,Webinar,138
A00896,Webinar,44
A00896,Event,98
A00896,Webinar,42
A00896,Campaign,81
A00896,Product Page,81
A00897,Event,76
A00897,Event,130
A00897,Product Page,174
A00897,Webinar,69
A00897,Product Page,207
A00897,Campaign,110
A00897,Event,80
A00898,Campaign,139
A00898,Webinar,1
A00898,Webinar,256
A00898,Website,207
A00898,Event,153
A00898,Product Page,151
A00899,Website,29
A00899,Website,90
A00899,Website,226
A00899,Campaign,270
A00899,Campaign,78
A00899,Campaign,32
A00899,Event,77
A00900,Campaign,80
A00900,Campaign,61
A00900,Product Page,45
A00900,Campaign,57
A00900,Product Page,1
A00900,Webinar,106
A00900,Product Page,143
A00900,Product Page,64
A00900,Website,1
A00900,Website,82
A00900,Website,89
A00900,Event,38
A00900,Webinar,183
A00901,Product Page,165
A00901,Product Page,160
A00901,Product Page,49
A00901,Product Page,128
A00901,Campaign,113
A00901,Website,200
A00901,Website,25
A00901,Event,89
A00901,Webinar,178
A00901,Product Page,150
A00901,Website,185
A00902,Webinar,47
A00902,Campaign,84
A00902,Webinar,110
A00902,Website,59
A00902,Campaign,42
A00902,Webinar,106
A00902,Campaign,12
A00902,Website,68
A00902,Event,100
A00902,Campaign,78
A00902,Campaign,72
A00902,Event,5
A00902,Website,1
A00902,Event,36
A00902,Webinar,59
A00902,Event,101
A00903,Campaign,38
A00903,Webinar,84
A00903,Campaign,115
A00903,Campaign,94
A00903,Webinar,46
A00903,Website,1
A00903,Website,49
A00903,Event,255
A00903,Product Page,79
A00903,Webinar,234
A00904,Event,81
A00904,Event,49
A00904,Event,191
A00904,Webinar,168
A00904,Webinar,70
A00904,Campaign,136
A00904,Website,1
A00904,Campaign,230
A00904,Product Page,28
A00905,Event,225
A00905,Event,146
A00905,Website,197
A00905,Event,335
A00905,Website,285
A00905,Event,89
A00905,Event,217
A00905,Event,123
A00906,Website,186
A00906,Website,180
A00906,Webinar,135
A00906,Webinar,115
A00906,Website,74
A00906,Website,38
A00906,Webinar,124
A00907,Campaign,146
A00907,Webinar,164
A00907,Webinar,151
A00907,Campaign,78
A00907,Product Page,78
A00907,Website,62
A00907,Website,16
A00907,Webinar,232
A00907,Campaign,163
A00907,Event,63
A00908,Webinar,57
A00908,Website,172
A00908,Campaign,113
A00908,Website,27
A00908,Webinar,58
A00908,Event,149
A00908,Webinar,35
A00908,Webinar,187
A00908,Campaign,163
A00908,Product Page,289
A00908,Product Page,1
A00909,Campaign,133
A00909,Product Page,120
A00909,Webinar,181
A00909,Event,187
A00909,Webinar,58
A00909,Event,159
A00909,Website,154
A00910,Product Page,68
A00910,Webinar,90
A00910,Webinar,299
A00911,Webinar,155
A00911,Event,170
A00911,Campaign,102
A00911,Website,158
A00911,Product Page,192
A00911,Campaign,314
A00912,Website,110
A00912,Product Page,168
A00912,Product Page,247
A00912,Product Page,166
A00912,Campaign,104
A00912,Campaign,94
A00912,Event,83
A00912,Webinar,64
A00913,Webinar,232
A00913,Website,231
A00913,Webinar,50
A00913,Website,249
A00913,Webinar,111
A00913,Website,54
A00913,Event,226
A00914,Event,188
A00914,Product Page,225
A00914,Webinar,112
A00914,Webinar,63
A00914,Product Page,110
A00914,Website,178
A00914,Webinar,141
A00915,Product Page,92
A00915,Event,150
A00915,Event,124
A00915,Product Page,34
A00915,Campaign,1
A00915,Campaign,191
A00915,Webinar,31
A00915,Website,1
A00915,Product Page,5
A00915,Event,161
A00915,Event,98
A00915,Campaign,85
A00915,Campaign,1
A00915,Campaign,59
A00915,Webinar,97
A00915,Product Page,1
A00916,Event,160
A00916,Webinar,105
A00916,Product Page,125
A00916,Event,100
A00917,Campaign,178
A00917,Website,196
A00917,Event,6
A00917,Event,130
A00917,Webinar,98
A00917,Website,195
A00917,Event,268
A00917,Product Page,59
A00918,Event,92
A00918,Event,216
A00918,Product Page,237
A00918,Webinar,226
A00919,Webinar,243
A00919,Product Page,99
A00919,Webinar,53
A00920,Product Page,134
A00920,Website,186
A00920,Webinar,215
A00920,Product Page,160
A00920,Webinar,81
A00921,Website,53
A00921,Website,292
A00921,Product Page,175
A00921,Event,84
A00921,Webinar,61
A00921,Campaign,92
A00921,Product Page,119
A00922,Website,107
A00922,Webinar,142
A00922,Event,1
A00922,Website,89
A00922,Campaign,137
A00922,Event,1
A00922,Website,79
A00922,Product Page,48
A00922,Event,55
A00922,Website,33
A00922,Webinar,172
A00922,Website,1
A00922,Website,60
A00922,Webinar,160
A00923,Product Page,92
A00923,Campaign,146
A00923,Website,85
A00923,Webinar,227
A00923,Webinar,66
A00923,Website,215
A00923,Campaign,189
A00923,Webinar,154
A00923,Webinar,1
A00923,Campaign,186
A00923,Event,179
A00923,Event,137
A00923,Event,33
A00923,Webinar,23
A00924,Webinar,218
A00924,Event,86
A00924,Webinar,178
A00924,Product Page,109
A00924,Campaign,33
A00924,Product Page,32
A00924,Event,172
A00924,Website,239
A00924,Campaign,77
A00924,Website,29
A00924,Event,151
A00925,Website,54
A00925,Campaign,86
A00925,Campaign,29
A00925,Event,10
A00925,Event,1
A00925,Website,87
A00925,Product Page,1
A00925,Website,62
A00925,Campaign,47
A00925,Event,61
A00925,Event,97
A00925,Webinar,118
A00925,Event,86
A00925,Webinar,40
A00925,Product Page,103
A00925,Webinar,26
A00925,Website,27
A00925,Event,196
A00926,Product Page,4
A00926,Website,56
A00927,Webinar,110
A00927,Product Page,122
A00927,Website,190
A00928,Webinar,228
A00928,Event,301
A00928,Website,186
A00928,Event,109
A00928,Campaign,123
A00929,Webinar,143
A00929,Webinar,66
A00929,Webinar,84
A00929,Product Page,18
A00929,Website,98
A00929,Campaign,240
A00929,Website,231
A00929,Campaign,1
A00929,Webinar,74
A00930,Event,32
A00930,Product Page,67
A00930,Product Page,44
A00930,Website,118
A00930,Campaign,57
A00930,Webinar,129
A00930,Product Page,100
A00930,Product Page,147
A00930,Campaign,108
A00930,Campaign,132
A00930,Webinar,81
A00930,Campaign,48
A00931,Campaign,1
A00931,Webinar,137
A00931,Website,144
A00931,Website,86
A00931,Product Page,248
A00931,Campaign,137
A00931,Event,175
A00931,Webinar,128
A00931,Campaign,133
A00931,Campaign,99
A00931,Campaign,91
A00931,Website,209
A00931,Webinar,176
A00931,Website,49
A00932,Webinar,10
A00932,Webinar,221
A00932,Campaign,120
A00932,Website,47
A00932,Product Page,153
A00932,Campaign,133
A00932,Webinar,159
A00933,Website,61
A00933,Webinar,151
A00933,Campaign,45
A00933,Event,148
A00933,Event,63
A00933,Product Page,132
A00933,Event,178
A00933,Product Page,30
A00933,Campaign,101
A00933,Product Page,59
A00933,Webinar,55
A00933,Campaign,1
A00933,Event,104
A00934,Website,133
A00934,Website,77
A00934,Website,67
A00934,Campaign,1
A00934,Website,92
A00934,Website,152
A00935,Event,35
A00935,Product Page,97
A00935,Campaign,149
