account_id,product_family,product_engagement_score
A00408,Database,31
A00408,Analytics & Data,21
A00408,AI & ML,62
A00408,Security,32
A00408,Applications,35
A00408,Integration,46
A00409,Infrastructure,41
A00409,Database,19
A00409,Analytics & Data,31
A00409,AI & ML,41
A00409,Security,50
A00409,Applications,65
A00409,Integration,40
A00410,Infrastructure,60
A00410,Database,19
A00410,Analytics & Data,42
A00410,AI & ML,40
A00410,Security,37
A00410,Applications,47
A00410,Integration,48
A00411,Infrastructure,40
A00411,Database,55
A00411,Analytics & Data,47
A00411,AI & ML,33
A00411,Security,62
A00411,Applications,44
A00411,Integration,49
A00412,Infrastructure,48
A00412,Database,35
A00412,Analytics & Data,24
A00412,AI & ML,36
A00412,Security,48
A00412,Applications,67
A00412,Integration,45
A00413,Infrastructure,43
A00413,Database,73
A00413,Analytics & Data,40
A00413,AI & ML,45
A00413,Security,50
A00413,Applications,14
A00413,Integration,29
A00414,Infrastructure,38
A00414,Database,50
A00414,Analytics & Data,34
A00414,AI & ML,61
A00414,Security,47
A00414,Applications,30
A00414,Integration,29
A00415,Infrastructure,63
A00415,Database,52
A00415,Analytics & Data,29
A00415,AI & ML,37
A00415,Security,74
A00415,Applications,26
A00415,Integration,52
A00416,Infrastructure,21
A00416,Database,76
A00416,Analytics & Data,40
A00416,AI & ML,79
A00416,Security,92
A00416,Applications,39
A00416,Integration,65
A00417,Infrastructure,52
A00417,Database,34
A00417,Analytics & Data,30
A00417,AI & ML,50
A00417,Security,49
A00417,Applications,46
A00417,Integration,58
A00418,Infrastructure,48
A00418,Database,19
A00418,Analytics & Data,35
A00418,AI & ML,37
A00418,Security,24
A00418,Applications,32
A00418,Integration,36
A00419,Infrastructure,41
A00419,Database,93
A00419,Analytics & Data,43
A00419,AI & ML,31
A00419,Security,48
A00419,Applications,42
A00419,Integration,25
A00420,Infrastructure,45
A00420,Database,46
A00420,Analytics & Data,46
A00420,AI & ML,51
A00420,Security,51
A00420,Applications,49
A00420,Integration,41
A00421,Infrastructure,74
A00421,Database,33
A00421,Analytics & Data,65
A00421,AI & ML,48
A00421,Security,21
A00421,Applications,63
A00421,Integration,55
A00422,Infrastructure,37
A00422,Database,43
A00422,Analytics & Data,47
A00422,AI & ML,50
A00422,Security,23
A00422,Applications,53
A00422,Integration,38
A00423,Infrastructure,39
A00423,Database,71
A00423,Analytics & Data,31
A00423,AI & ML,58
A00423,Security,99
A00423,Applications,82
A00423,Integration,36
A00424,Infrastructure,52
A00424,Database,71
A00424,Analytics & Data,25
A00424,AI & ML,52
A00424,Security,27
A00424,Applications,34
A00424,Integration,46
A00425,Infrastructure,71
A00425,Database,46
A00425,Analytics & Data,74
A00425,AI & ML,36
A00425,Security,46
A00425,Applications,85
A00425,Integration,32
A00426,Infrastructure,39
A00426,Database,34
A00426,Analytics & Data,55
A00426,AI & ML,85
A00426,Security,73
A00426,Applications,48
A00426,Integration,47
A00427,Infrastructure,18
A00427,Database,50
A00427,Analytics & Data,33
A00427,AI & ML,25
A00427,Security,37
A00427,Applications,49
A00427,Integration,68
A00428,Infrastructure,35
A00428,Database,53
A00428,Analytics & Data,29
A00428,AI & ML,32
A00428,Security,37
A00428,Applications,26
A00428,Integration,63
A00429,Infrastructure,54
A00429,Database,21
A00429,Analytics & Data,53
A00429,AI & ML,33
A00429,Security,78
A00429,Applications,69
A00429,Integration,88
A00430,Infrastructure,40
A00430,Database,22
A00430,Analytics & Data,66
A00430,AI & ML,63
A00430,Security,46
A00430,Applications,87
A00430,Integration,76
A00431,Infrastructure,42
A00431,Database,53
A00431,Analytics & Data,53
A00431,AI & ML,40
A00431,Security,20
A00431,Applications,27
A00431,Integration,53
A00432,Infrastructure,59
A00432,Database,41
A00432,Analytics & Data,46
A00432,AI & ML,28
A00432,Security,51
A00432,Applications,45
A00432,Integration,56
A00433,Infrastructure,18
A00433,Database,64
A00433,Analytics & Data,60
A00433,AI & ML,56
A00433,Security,42
A00433,Applications,39
A00433,Integration,83
A00434,Infrastructure,61
A00434,Database,37
A00434,Analytics & Data,22
A00434,AI & ML,56
A00434,Security,33
A00434,Applications,37
A00434,Integration,24
A00435,Infrastructure,46
A00435,Database,41
A00435,Analytics & Data,54
A00435,AI & ML,44
A00435,Security,80
A00435,Applications,62
A00435,Integration,71
A00436,Infrastructure,51
A00436,Database,37
A00436,Analytics & Data,91
A00436,AI & ML,37
A00436,Security,54
A00436,Applications,63
A00436,Integration,28
A00437,Infrastructure,32
A00437,Database,38
A00437,Analytics & Data,38
A00437,AI & ML,34
A00437,Security,47
A00437,Applications,63
A00437,Integration,36
A00438,Infrastructure,58
A00438,Database,34
A00438,Analytics & Data,53
A00438,AI & ML,35
A00438,Security,43
A00438,Applications,60
A00438,Integration,58
A00439,Infrastructure,31
A00439,Database,63
A00439,Analytics & Data,61
A00439,AI & ML,57
A00439,Security,37
A00439,Applications,51
A00439,Integration,50
A00440,Infrastructure,22
A00440,Database,48
A00440,Analytics & Data,70
A00440,AI & ML,41
A00440,Security,96
A00440,Applications,32
A00440,Integration,63
A00441,Infrastructure,44
A00441,Database,30
A00441,Analytics & Data,26
A00441,AI & ML,42
A00441,Security,62
A00441,Applications,57
A00441,Integration,21
A00442,Infrastructure,35
A00442,Database,57
A00442,Analytics & Data,39
A00442,AI & ML,22
A00442,Security,47
A00442,Applications,30
A00442,Integration,62
A00443,Infrastructure,79
A00443,Database,47
A00443,Analytics & Data,39
A00443,AI & ML,17
A00443,Security,19
A00443,Applications,64
A00443,Integration,43
A00444,Infrastructure,35
A00444,Database,25
A00444,Analytics & Data,29
A00444,AI & ML,43
A00444,Security,47
A00444,Applications,51
A00444,Integration,54
A00445,Infrastructure,26
A00445,Database,21
A00445,Analytics & Data,45
A00445,AI & ML,47
A00445,Security,43
A00445,Applications,48
A00445,Integration,52
A00446,Infrastructure,39
A00446,Database,100
A00446,Analytics & Data,58
A00446,AI & ML,29
A00446,Security,69
A00446,Applications,47
A00446,Integration,50
A00447,Infrastructure,74
A00447,Database,42
A00447,Analytics & Data,30
A00447,AI & ML,41
A00447,Security,70
A00447,Applications,49
A00447,Integration,79
A00448,Infrastructure,64
A00448,Database,55
A00448,Analytics & Data,63
A00448,AI & ML,80
A00448,Security,22
A00448,Applications,38
A00448,Integration,42
A00449,Infrastructure,49
A00449,Database,37
A00449,Analytics & Data,69
A00449,AI & ML,44
A00449,Security,42
A00449,Applications,25
A00449,Integration,38
A00450,Infrastructure,32
A00450,Database,35
A00450,Analytics & Data,84
A00450,AI & ML,34
A00450,Security,37
A00450,Applications,62
A00450,Integration,42
A00451,Infrastructure,23
A00451,Database,42
A00451,Analytics & Data,42
A00451,AI & ML,45
A00451,Security,93
A00451,Applications,41
A00451,Integration,41
A00452,Infrastructure,26
A00452,Database,29
A00452,Analytics & Data,70
A00452,AI & ML,29
A00452,Security,32
A00452,Applications,50
A00452,Integration,40
A00453,Infrastructure,72
A00453,Database,40
A00453,Analytics & Data,26
A00453,AI & ML,64
A00453,Security,81
A00453,Applications,43
A00453,Integration,71
A00454,Infrastructure,41
A00454,Database,41
A00454,Analytics & Data,41
A00454,AI & ML,25
A00454,Security,47
A00454,Applications,32
A00454,Integration,45
A00455,Infrastructure,62
A00455,Database,24
A00455,Analytics & Data,81
A00455,AI & ML,37
A00455,Security,27
A00455,Applications,52
A00455,Integration,92
A00456,Infrastructure,41
A00456,Database,25
A00456,Analytics & Data,36
A00456,AI & ML,30
A00456,Security,40
A00456,Applications,78
A00456,Integration,23
A00457,Infrastructure,44
A00457,Database,36
A00457,Analytics & Data,31
A00457,AI & ML,64
A00457,Security,48
A00457,Applications,43
A00457,Integration,38
A00458,Infrastructure,33
A00458,Database,42
A00458,Analytics & Data,31
A00458,AI & ML,82
A00458,Security,27
A00458,Applications,97
A00458,Integration,52
A00459,Infrastructure,84
A00459,Database,37
A00459,Analytics & Data,22
A00459,AI & ML,91
A00459,Security,47
A00459,Applications,38
A00459,Integration,94
A00460,Infrastructure,65
A00460,Database,12
A00460,Analytics & Data,52
A00460,AI & ML,33
A00460,Security,27
A00460,Applications,36
A00460,Integration,27
A00461,Infrastructure,37
A00461,Database,76
A00461,Analytics & Data,38
A00461,AI & ML,37
A00461,Security,40
A00461,Applications,40
A00461,Integration,35
A00462,Infrastructure,42
A00462,Database,90
A00462,Analytics & Data,28
A00462,AI & ML,34
A00462,Security,39
A00462,Applications,66
A00462,Integration,59
A00463,Infrastructure,46
A00463,Database,39
A00463,Analytics & Data,30
A00463,AI & ML,32
A00463,Security,48
A00463,Applications,29
A00463,Integration,53
A00464,Infrastructure,77
A00464,Database,70
A00464,Analytics & Data,83
A00464,AI & ML,68
A00464,Security,24
A00464,Applications,61
A00464,Integration,79
A00465,Infrastructure,81
A00465,Database,100
A00465,Analytics & Data,34
A00465,AI & ML,88
A00465,Security,73
A00465,Applications,38
A00465,Integration,25
A00466,Infrastructure,22
A00466,Database,37
A00466,Analytics & Data,45
A00466,AI & ML,83
A00466,Security,33
A00466,Applications,87
A00466,Integration,41
A00467,Infrastructure,77
A00467,Database,36
A00467,Analytics & Data,35
A00467,AI & ML,53
A00467,Security,41
A00467,Applications,80
A00467,Integration,100
A00468,Infrastructure,58
A00468,Database,78
A00468,Analytics & Data,36
A00468,AI & ML,47
A00468,Security,97
A00468,Applications,34
A00468,Integration,67
A00469,Infrastructure,49
A00469,Database,22
A00469,Analytics & Data,37
A00469,AI & ML,44
A00469,Security,60
A00469,Applications,49
A00469,Integration,65
A00470,Infrastructure,32
A00470,Database,36
A00470,Analytics & Data,30
A00470,AI & ML,56
A00470,Security,55
A00470,Applications,81
A00470,Integration,64
A00471,Infrastructure,80
A00471,Database,32
A00471,Analytics & Data,49
A00471,AI & ML,17
A00471,Security,73
A00471,Applications,54
A00471,Integration,38
A00472,Infrastructure,66
A00472,Database,39
A00472,Analytics & Data,77
A00472,AI & ML,26
A00472,Security,45
A00472,Applications,32
A00472,Integration,92
A00473,Infrastructure,87
A00473,Database,50
A00473,Analytics & Data,69
A00473,AI & ML,100
A00473,Security,24
A00473,Applications,88
A00473,Integration,83
A00474,Infrastructure,48
A00474,Database,25
A00474,Analytics & Data,34
A00474,AI & ML,37
A00474,Security,45
A00474,Applications,37
A00474,Integration,62
A00475,Infrastructure,92
A00475,Database,39
A00475,Analytics & Data,67
A00475,AI & ML,49
A00475,Security,25
A00475,Applications,38
A00475,Integration,73
A00476,Infrastructure,63
A00476,Database,30
A00476,Analytics & Data,36
A00476,AI & ML,33
A00476,Security,20
A00476,Applications,44
A00476,Integration,40
A00477,Infrastructure,61
A00477,Database,41
A00477,Analytics & Data,51
A00477,AI & ML,31
A00477,Security,71
A00477,Applications,26
A00477,Integration,26
A00478,Infrastructure,45
A00478,Database,37
A00478,Analytics & Data,40
A00478,AI & ML,52
A00478,Security,79
A00478,Applications,43
A00478,Integration,41
A00479,Infrastructure,46
A00479,Database,95
A00479,Analytics & Data,51
A00479,AI & ML,50
A00479,Security,47
A00479,Applications,73
A00479,Integration,34
A00480,Infrastructure,32
A00480,Database,44
A00480,Analytics & Data,56
A00480,AI & ML,33
A00480,Security,26
A00480,Applications,45
A00480,Integration,39
A00481,Infrastructure,53
A00481,Database,89
A00481,Analytics & Data,25
A00481,AI & ML,34
A00481,Security,46
A00481,Applications,76
A00481,Integration,19
A00482,Infrastructure,32
A00482,Database,50
A00482,Analytics & Data,66
A00482,AI & ML,78
A00482,Security,42
A00482,Applications,61
A00482,Integration,35
A00483,Infrastructure,52
A00483,Database,67
A00483,Analytics & Data,65
A00483,AI & ML,28
A00483,Security,48
A00483,Applications,39
A00483,Integration,19
A00484,Infrastructure,61
A00484,Database,54
A00484,Analytics & Data,38
A00484,AI & ML,52
A00484,Security,47
A00484,Applications,56
A00484,Integration,39
A00485,Infrastructure,70
A00485,Database,40
A00485,Analytics & Data,44
A00485,AI & ML,20
A00485,Security,56
A00485,Applications,44
A00485,Integration,23
A00486,Infrastructure,47
A00486,Database,39
A00486,Analytics & Data,72
A00486,AI & ML,82
A00486,Security,57
A00486,Applications,45
A00486,Integration,61
A00487,Infrastructure,62
A00487,Database,57
A00487,Analytics & Data,96
A00487,AI & ML,100
A00487,Security,63
A00487,Applications,54
A00487,Integration,91
A00488,Infrastructure,58
A00488,Database,35
A00488,Analytics & Data,28
A00488,AI & ML,47
A00488,Security,58
A00488,Applications,57
A00488,Integration,61
A00489,Infrastructure,32
A00489,Database,35
A00489,Analytics & Data,25
A00489,AI & ML,31
A00489,Security,53
A00489,Applications,39
A00489,Integration,73
A00490,Infrastructure,34
A00490,Database,48
A00490,Analytics & Data,26
A00490,AI & ML,46
A00490,Security,31
A00490,Applications,43
A00490,Integration,70
A00491,Infrastructure,33
A00491,Database,68
A00491,Analytics & Data,100
A00491,AI & ML,47
A00491,Security,41
A00491,Applications,18
A00491,Integration,66
A00492,Infrastructure,47
A00492,Database,47
A00492,Analytics & Data,53
A00492,AI & ML,26
A00492,Security,55
A00492,Applications,51
A00492,Integration,29
A00493,Infrastructure,45
A00493,Database,47
A00493,Analytics & Data,40
A00493,AI & ML,85
A00493,Security,58
A00493,Applications,68
A00493,Integration,69
A00494,Infrastructure,97
A00494,Database,20
A00494,Analytics & Data,36
A00494,AI & ML,41
A00494,Security,33
A00494,Applications,44
A00494,Integration,35
A00495,Infrastructure,36
A00495,Database,43
A00495,Analytics & Data,41
A00495,AI & ML,40
A00495,Security,32
A00495,Applications,53
A00495,Integration,32
A00496,Infrastructure,44
A00496,Database,25
A00496,Analytics & Data,29
A00496,AI & ML,28
A00496,Security,75
A00496,Applications,46
A00496,Integration,51
A00497,Infrastructure,21
A00497,Database,70
A00497,Analytics & Data,28
A00497,AI & ML,47
A00497,Security,38
A00497,Applications,54
A00497,Integration,22
A00498,Infrastructure,41
A00498,Database,72
A00498,Analytics & Data,32
A00498,AI & ML,31
A00498,Security,53
A00498,Applications,29
A00498,Integration,29
A00499,Infrastructure,47
A00499,Database,78
A00499,Analytics & Data,38
A00499,AI & ML,44
A00499,Security,32
A00499,Applications,18
A00499,Integration,45
A00500,Infrastructure,47
A00500,Database,89
A00500,Analytics & Data,72
A00500,AI & ML,40
A00500,Security,32
A00500,Applications,35
A00500,Integration,40
A00501,Infrastructure,88
A00501,Database,39
A00501,Analytics & Data,39
A00501,AI & ML,49
A00501,Security,44
A00501,Applications,37
A00501,Integration,36
A00502,Infrastructure,59
A00502,Database,43
A00502,Analytics & Data,67
A00502,AI & ML,39
A00502,Security,34
A00502,Applications,70
A00502,Integration,57
A00503,Infrastructure,48
A00503,Database,35
A00503,Analytics & Data,24
A00503,AI & ML,51
A00503,Security,83
A00503,Applications,63
A00503,Integration,41
A00504,Infrastructure,35
A00504,Database,67
A00504,Analytics & Data,73
A00504,AI & ML,54
A00504,Security,34
A00504,Applications,63
A00504,Integration,40
A00505,Infrastructure,33
A00505,Database,94
A00505,Analytics & Data,46
A00505,AI & ML,38
A00505,Security,91
A00505,Applications,39
A00505,Integration,43
A00506,Infrastructure,94
A00506,Database,41
A00506,Analytics & Data,38
A00506,AI & ML,66
A00506,Security,39
A00506,Applications,42
A00506,Integration,56
A00507,Infrastructure,23
A00507,Database,78
A00507,Analytics & Data,76
A00507,AI & ML,51
A00507,Security,37
A00507,Applications,53
A00507,Integration,26
A00508,Infrastructure,18
A00508,Database,83
A00508,Analytics & Data,29
A00508,AI & ML,29
A00508,Security,42
A00508,Applications,56
A00508,Integration,51
A00509,Infrastructure,26
A00509,Database,33
A00509,Analytics & Data,63
A00509,AI & ML,24
A00509,Security,23
A00509,Applications,36
A00509,Integration,16
A00510,Infrastructure,43
A00510,Database,53
A00510,Analytics & Data,28
A00510,AI & ML,31
A00510,Security,34
A00510,Applications,36
A00510,Integration,50
A00511,Infrastructure,40
A00511,Database,47
A00511,Analytics & Data,79
A00511,AI & ML,16
A00511,Security,36
A00511,Applications,46
A00511,Integration,38
A00512,Infrastructure,58
A00512,Database,39
A00512,Analytics & Data,65
A00512,AI & ML,43
A00512,Security,88
A00512,Applications,22
A00512,Integration,96
A00513,Infrastructure,49
A00513,Database,37
A00513,Analytics & Data,54
A00513,AI & ML,36
A00513,Security,92
A00513,Applications,52
A00513,Integration,96
A00514,Infrastructure,78
A00514,Database,69
A00514,Analytics & Data,49
A00514,AI & ML,21
A00514,Security,46
A00514,Applications,75
A00514,Integration,48
A00515,Infrastructure,73
A00515,Database,37
A00515,Analytics & Data,42
A00515,AI & ML,48
A00515,Security,80
A00515,Applications,23
A00515,Integration,58
A00516,Infrastructure,86
A00516,Database,58
A00516,Analytics & Data,79
A00516,AI & ML,35
A00516,Security,19
A00516,Applications,41
A00516,Integration,37
A00517,Infrastructure,43
A00517,Database,48
A00517,Analytics & Data,68
A00517,AI & ML,28
A00517,Security,55
A00517,Applications,41
A00517,Integration,55
A00518,Infrastructure,41
A00518,Database,51
A00518,Analytics & Data,41
A00518,AI & ML,89
A00518,Security,61
A00518,Applications,74
A00518,Integration,40
A00519,Infrastructure,63
A00519,Database,80
A00519,Analytics & Data,48
A00519,AI & ML,50
A00519,Security,53
A00519,Applications,73
A00519,Integration,35
A00520,Infrastructure,85
A00520,Database,61
A00520,Analytics & Data,61
A00520,AI & ML,40
A00520,Security,48
A00520,Applications,41
A00520,Integration,49
A00521,Infrastructure,24
A00521,Database,35
A00521,Analytics & Data,32
A00521,AI & ML,31
A00521,Security,48
A00521,Applications,88
A00521,Integration,30
A00522,Infrastructure,84
A00522,Database,55
A00522,Analytics & Data,43
A00522,AI & ML,13
A00522,Security,26
A00522,Applications,65
A00522,Integration,57
A00523,Infrastructure,44
A00523,Database,48
A00523,Analytics & Data,64
A00523,AI & ML,42
A00523,Security,50
A00523,Applications,44
A00523,Integration,34
A00524,Infrastructure,39
A00524,Database,84
A00524,Analytics & Data,82
A00524,AI & ML,57
A00524,Security,33
A00524,Applications,39
A00524,Integration,43
A00525,Infrastructure,25
A00525,Database,34
A00525,Analytics & Data,86
A00525,AI & ML,19
A00525,Security,31
A00525,Applications,35
A00525,Integration,95
A00526,Infrastructure,28
A00526,Database,40
A00526,Analytics & Data,35
A00526,AI & ML,30
A00526,Security,26
A00526,Applications,27
A00526,Integration,33
A00527,Infrastructure,33
A00527,Database,54
A00527,Analytics & Data,46
A00527,AI & ML,67
A00527,Security,52
A00527,Applications,25
A00527,Integration,58
A00528,Infrastructure,49
A00528,Database,50
A00528,Analytics & Data,36
A00528,AI & ML,74
A00528,Security,35
A00528,Applications,41
A00528,Integration,47
A00529,Infrastructure,52
A00529,Database,42
A00529,Analytics & Data,23
A00529,AI & ML,61
A00529,Security,35
A00529,Applications,72
A00529,Integration,97
A00530,Infrastructure,42
A00530,Database,83
A00530,Analytics & Data,40
A00530,AI & ML,52
A00530,Security,62
A00530,Applications,32
A00530,Integration,53
A00531,Infrastructure,54
A00531,Database,79
A00531,Analytics & Data,48
A00531,AI & ML,37
A00531,Security,57
A00531,Applications,46
A00531,Integration,75
A00532,Infrastructure,39
A00532,Database,25
A00532,Analytics & Data,52
A00532,AI & ML,40
A00532,Security,47
A00532,Applications,43
A00532,Integration,22
A00533,Infrastructure,36
A00533,Database,38
A00533,Analytics & Data,50
A00533,AI & ML,40
A00533,Security,40
A00533,Applications,26
A00533,Integration,42
A00534,Infrastructure,49
A00534,Database,28
A00534,Analytics & Data,55
A00534,AI & ML,22
A00534,Security,21
A00534,Applications,48
A00534,Integration,50
A00535,Infrastructure,20
A00535,Database,27
A00535,Analytics & Data,53
A00535,AI & ML,32
A00535,Security,37
A00535,Applications,27
A00535,Integration,44
A00536,Infrastructure,83
A00536,Database,39
A00536,Analytics & Data,47
A00536,AI & ML,43
A00536,Security,48
A00536,Applications,49
A00536,Integration,21
A00537,Infrastructure,34
A00537,Database,56
A00537,Analytics & Data,76
A00537,AI & ML,28
A00537,Security,35
A00537,Applications,31
A00537,Integration,62
A00538,Infrastructure,76
A00538,Database,16
A00538,Analytics & Data,44
A00538,AI & ML,34
A00538,Security,42
A00538,Applications,63
A00538,Integration,33
A00539,Infrastructure,57
A00539,Database,35
A00539,Analytics & Data,80
A00539,AI & ML,49
A00539,Security,35
A00539,Applications,30
A00539,Integration,31
A00540,Infrastructure,56
A00540,Database,36
A00540,Analytics & Data,31
A00540,AI & ML,43
A00540,Security,47
A00540,Applications,60
A00540,Integration,44
A00541,Infrastructure,60
A00541,Database,25
A00541,Analytics & Data,82
A00541,AI & ML,37
A00541,Security,76
A00541,Applications,36
A00541,Integration,45
A00542,Infrastructure,22
A00542,Database,41
A00542,Analytics & Data,29
A00542,AI & ML,82
A00542,Security,50
A00542,Applications,27
A00542,Integration,12
A00543,Infrastructure,28
A00543,Database,75
A00543,Analytics & Data,45
A00543,AI & ML,36
A00543,Security,50
A00543,Applications,47
A00543,Integration,81
A00544,Infrastructure,51
A00544,Database,44
A00544,Analytics & Data,42
A00544,AI & ML,84
A00544,Security,40
A00544,Applications,24
A00544,Integration,70
A00545,Infrastructure,57
A00545,Database,78
A00545,Analytics & Data,41
A00545,AI & ML,26
A00545,Security,37
A00545,Applications,37
A00545,Integration,42
A00546,Infrastructure,27
A00546,Database,56
A00546,Analytics & Data,49
A00546,AI & ML,27
A00546,Security,59
A00546,Applications,64
A00546,Integration,27
A00547,Infrastructure,87
A00547,Database,44
A00547,Analytics & Data,29
A00547,AI & ML,46
A00547,Security,44
A00547,Applications,100
A00547,Integration,62
A00548,Infrastructure,47
A00548,Database,70
A00548,Analytics & Data,75
A00548,AI & ML,37
A00548,Security,51
A00548,Applications,55
A00548,Integration,48
A00549,Infrastructure,33
A00549,Database,43
A00549,Analytics & Data,28
A00549,AI & ML,51
A00549,Security,92
A00549,Applications,43
A00549,Integration,46
A00550,Infrastructure,59
A00550,Database,58
A00550,Analytics & Data,49
A00550,AI & ML,32
A00550,Security,42
A00550,Applications,42
A00550,Integration,31
A00551,Infrastructure,37
A00551,Database,32
A00551,Analytics & Data,51
A00551,AI & ML,46
A00551,Security,28
A00551,Applications,49
A00551,Integration,43
A00552,Infrastructure,59
A00552,Database,38
A00552,Analytics & Data,40
A00552,AI & ML,25
A00552,Security,32
A00552,Applications,34
A00552,Integration,38
A00553,Infrastructure,52
A00553,Database,77
A00553,Analytics & Data,51
A00553,AI & ML,90
A00553,Security,27
A00553,Applications,92
A00553,Integration,62
A00554,Infrastructure,28
A00554,Database,53
A00554,Analytics & Data,36
A00554,AI & ML,40
A00554,Security,81
A00554,Applications,60
A00554,Integration,51
A00555,Infrastructure,39
A00555,Database,42
A00555,Analytics & Data,31
A00555,AI & ML,42
A00555,Security,49
A00555,Applications,41
A00555,Integration,41
A00556,Infrastructure,18
A00556,Database,37
A00556,Analytics & Data,43
A00556,AI & ML,52
A00556,Security,50
A00556,Applications,37
A00556,Integration,69
A00557,Infrastructure,71
A00557,Database,65
A00557,Analytics & Data,95
A00557,AI & ML,29
A00557,Security,94
A00557,Applications,61
A00557,Integration,42
A00558,Infrastructure,79
A00558,Database,81
A00558,Analytics & Data,48
A00558,AI & ML,38
A00558,Security,61
A00558,Applications,39
A00558,Integration,45
A00559,Infrastructure,66
A00559,Database,53
A00559,Analytics & Data,30
A00559,AI & ML,34
A00559,Security,45
A00559,Applications,78
A00559,Integration,52
A00560,Infrastructure,44
A00560,Database,36
A00560,Analytics & Data,75
A00560,AI & ML,86
A00560,Security,34
A00560,Applications,47
A00560,Integration,30
A00561,Infrastructure,44
A00561,Database,43
A00561,Analytics & Data,72
A00561,AI & ML,32
A00561,Security,62
A00561,Applications,40
A00561,Integration,76
A00562,Infrastructure,30
A00562,Database,31
A00562,Analytics & Data,86
A00562,AI & ML,72
A00562,Security,48
A00562,Applications,31
A00562,Integration,33
A00563,Infrastructure,91
A00563,Database,40
A00563,Analytics & Data,72
A00563,AI & ML,29
A00563,Security,36
A00563,Applications,50
A00563,Integration,31
A00564,Infrastructure,93
A00564,Database,75
A00564,Analytics & Data,36
A00564,AI & ML,59
A00564,Security,62
A00564,Applications,32
A00564,Integration,27
A00565,Infrastructure,81
A00565,Database,47
A00565,Analytics & Data,94
A00565,AI & ML,67
A00565,Security,74
A00565,Applications,55
A00565,Integration,67
A00566,Infrastructure,32
A00566,Database,16
A00566,Analytics & Data,51
A00566,AI & ML,57
A00566,Security,34
A00566,Applications,28
A00566,Integration,46
A00567,Infrastructure,79
A00567,Database,41
A00567,Analytics & Data,56
A00567,AI & ML,40
A00567,Security,75
A00567,Applications,42
A00567,Integration,30
A00568,Infrastructure,91
A00568,Database,46
A00568,Analytics & Data,36
A00568,AI & ML,50
A00568,Security,69
A00568,Applications,49
A00568,Integration,55
A00569,Infrastructure,73
A00569,Database,100
A00569,Analytics & Data,24
A00569,AI & ML,62
A00569,Security,71
A00569,Applications,31
A00569,Integration,49
A00570,Infrastructure,38
A00570,Database,57
A00570,Analytics & Data,64
A00570,AI & ML,33
A00570,Security,50
A00570,Applications,55
A00570,Integration,62
A00571,Infrastructure,69
A00571,Database,36
A00571,Analytics & Data,41
A00571,AI & ML,53
A00571,Security,49
A00571,Applications,46
A00571,Integration,31
A00572,Infrastructure,38
A00572,Database,37
A00572,Analytics & Data,64
A00572,AI & ML,56
A00572,Security,39
A00572,Applications,31
A00572,Integration,18
A00573,Infrastructure,67
A00573,Database,24
A00573,Analytics & Data,53
A00573,AI & ML,84
A00573,Security,28
A00573,Applications,37
A00573,Integration,93
A00574,Infrastructure,42
A00574,Database,63
A00574,Analytics & Data,37
A00574,AI & ML,37
A00574,Security,38
A00574,Applications,35
A00574,Integration,41
A00575,Infrastructure,35
A00575,Database,85
A00575,Analytics & Data,36
A00575,AI & ML,54
A00575,Security,50
A00575,Applications,17
A00575,Integration,30
A00576,Infrastructure,33
A00576,Database,39
A00576,Analytics & Data,48
A00576,AI & ML,65
A00576,Security,40
A00576,Applications,18
A00576,Integration,33
A00577,Infrastructure,41
A00577,Database,40
A00577,Analytics & Data,44
A00577,AI & ML,26
A00577,Security,24
A00577,Applications,59
A00577,Integration,33
A00578,Infrastructure,66
A00578,Database,37
A00578,Analytics & Data,26
A00578,AI & ML,97
A00578,Security,30
A00578,Applications,82
A00578,Integration,58
A00579,Infrastructure,45
A00579,Database,37
A00579,Analytics & Data,79
A00579,AI & ML,80
A00579,Security,47
A00579,Applications,52
A00579,Integration,40
A00580,Infrastructure,28
A00580,Database,97
A00580,Analytics & Data,56
A00580,AI & ML,55
A00580,Security,77
A00580,Applications,41
A00580,Integration,15
A00581,Infrastructure,28
A00581,Database,66
A00581,Analytics & Data,38
A00581,AI & ML,55
A00581,Security,16
A00581,Applications,30
A00581,Integration,27
A00582,Infrastructure,47
A00582,Database,59
A00582,Analytics & Data,41
A00582,AI & ML,41
A00582,Security,25
A00582,Applications,32
A00582,Integration,53
A00583,Infrastructure,24
A00583,Database,93
A00583,Analytics & Data,20
A00583,AI & ML,39
A00583,Security,45
A00583,Applications,72
A00583,Integration,24
A00584,Infrastructure,18
A00584,Database,85
A00584,Analytics & Data,35
A00584,AI & ML,37
A00584,Security,40
A00584,Applications,39
A00584,Integration,47
A00585,Infrastructure,64
A00585,Database,35
A00585,Analytics & Data,30
A00585,AI & ML,47
A00585,Security,34
A00585,Applications,44
A00585,Integration,100
A00586,Infrastructure,77
A00586,Database,36
A00586,Analytics & Data,34
A00586,AI & ML,30
A00586,Security,36
A00586,Applications,51
A00586,Integration,42
A00587,Infrastructure,45
A00587,Database,39
A00587,Analytics & Data,47
A00587,AI & ML,100
A00587,Security,43
A00587,Applications,29
A00587,Integration,34
A00588,Infrastructure,42
A00588,Database,56
A00588,Analytics & Data,100
A00588,AI & ML,29
A00588,Security,31
A00588,Applications,28
A00588,Integration,59
A00589,Infrastructure,60
A00589,Database,22
A00589,Analytics & Data,32
A00589,AI & ML,35
A00589,Security,98
