account_id,product_family,amount,status,weighted_amount
A00556,Security,2616952,Won,0.0
A00557,Database,3000822,Open,2250616.5
A00557,Applications,1442330,Open,1081747.5
A00558,Database,4728961,Lost,0.0
A00558,Analytics & Data,807203,Open,605402.25
A00558,AI & ML,386938,Open,290203.5
A00559,Security,892501,Closed,0.0
A00559,Applications,2239279,Lost,0.0
A00561,Infrastructure,1277109,Open,957831.75
A00561,Security,1093244,Won,0.0
A00563,Infrastructure,3338897,Open,2504172.75
A00563,Analytics & Data,2807295,Open,2105471.25
A00563,Integration,527391,Open,395543.25
A00564,Infrastructure,3170762,Won,0.0
A00565,Infrastructure,1126230,Lost,0.0
A00565,Database,1158450,Open,868837.5
A00565,Analytics & Data,2486809,Open,1865106.75
A00565,AI & ML,873638,Closed,0.0
A00565,Applications,1870231,Open,1402673.25
A00567,Infrastructure,729670,Open,547252.5
A00567,Security,3090909,Open,2318181.75
A00568,Infrastructure,2546892,Open,1910169.0
A00568,AI & ML,724609,Open,543456.75
A00568,Applications,1466604,Open,1099953.0
A00569,Database,2379292,Open,1784469.0
A00569,Security,7785950,Open,5839462.5
A00570,Analytics & Data,590409,Open,442806.75
A00570,AI & ML,106078,Open,79558.5
A00570,Security,362480,Open,271860.0
A00571,Infrastructure,1036947,Open,777710.25
A00571,Database,568789,Open,426591.75
A00571,AI & ML,1872464,Open,1404348.0
A00571,Applications,922790,Open,692092.5
A00572,AI & ML,4358313,Open,3268734.75
A00572,Applications,396107,Won,0.0
A00573,Analytics & Data,539975,Open,404981.25
A00573,AI & ML,1673299,Open,1254974.25
A00573,Integration,5433049,Open,4074786.75
A00574,Infrastructure,1695374,Open,1271530.5
A00574,Security,2120457,Won,0.0
A00574,Applications,848267,Won,0.0
A00575,Database,2553833,Won,0.0
A00576,Security,1131684,Lost,0.0
A00577,Applications,1409958,Open,1057468.5
A00578,AI & ML,2247506,Open,1685629.5
A00578,Integration,271410,Open,203557.5
A00579,AI & ML,2471570,Open,1853677.5
A00579,Security,744941,Open,558705.75
A00579,Integration,1277803,Open,958352.25
A00580,Infrastructure,1055281,Open,791460.75
A00580,Database,1464826,Won,0.0
A00581,Infrastructure,429477,Open,322107.75
A00581,Database,3490877,Open,2618157.75
A00581,Analytics & Data,788477,Open,591357.75
A00582,Database,1015357,Open,761517.75
A00582,Security,986654,Open,739990.5
A00583,Database,9192202,Open,6894151.5
A00584,Database,1536553,Lost,0.0
A00584,Security,1915927,Closed,0.0
A00585,AI & ML,3058520,Won,0.0
A00585,Applications,344774,Open,258580.5
A00585,Integration,7433276,Open,5574957.0
A00586,Infrastructure,1676047,Open,1257035.25
A00586,Database,1259165,Lost,0.0
A00586,Security,456299,Open,342224.25
A00587,Analytics & Data,1196849,Open,897636.75
A00587,AI & ML,1716480,Open,1287360.0
A00588,Analytics & Data,7104897,Open,5328672.75
A00589,Database,1194745,Open,896058.75
A00590,Applications,650894,Open,488170.5
A00591,Analytics & Data,422255,Won,0.0
A00591,Integration,2813367,Open,2110025.25
A00592,Database,3625963,Lost,0.0
A00593,Database,647034,Won,0.0
A00593,Integration,578811,Open,434108.25
A00594,Database,1869700,Open,1402275.0
A00594,AI & ML,3702600,Open,2776950.0
A00594,Applications,496226,Open,372169.5
A00594,Integration,936883,Open,702662.25
A00595,Applications,1088214,Lost,0.0
A00596,Database,1290756,Open,968067.0
A00596,Analytics & Data,904127,Lost,0.0
A00596,Integration,1119519,Open,839639.25
A00597,Analytics & Data,608229,Open,456171.75
A00598,Infrastructure,4024796,Closed,0.0
A00598,AI & ML,371722,Open,278791.5
A00598,Security,973370,Open,730027.5
A00598,Applications,4150496,Open,3112872.0
A00598,Integration,523229,Open,392421.75
A00599,Integration,1086615,Open,814961.25
A00600,Analytics & Data,2136879,Open,1602659.25
A00600,AI & ML,911742,Open,683806.5
A00601,Database,2667923,Lost,0.0
A00601,Security,5900506,Open,4425379.5
A00602,Database,1135476,Won,0.0
A00602,Integration,563555,Open,422666.25
A00603,AI & ML,4561802,Open,3421351.5
A00603,Security,5600770,Open,4200577.5
A00604,Database,1994830,Closed,0.0
A00605,Infrastructure,707989,Open,530991.75
A00605,Analytics & Data,1166545,Won,0.0
A00605,Security,2827833,Open,2120874.75
A00605,Integration,3696805,Lost,0.0
A00606,Infrastructure,5486454,Open,4114840.5
A00606,Database,992089,Open,744066.75
A00606,Security,701322,Open,525991.5
A00606,Applications,3294853,Lost,0.0
A00607,Database,1551736,Open,1163802.0
A00607,Integration,1804080,Lost,0.0
A00608,Security,1045690,Open,784267.5
A00609,Analytics & Data,1222475,Open,916856.25
A00609,Security,895921,Won,0.0
A00609,Integration,2204057,Open,1653042.75
A00610,Infrastructure,892216,Open,669162.0
A00610,AI & ML,1177679,Open,883259.25
A00610,Security,687009,Won,0.0
A00610,Applications,2612150,Open,1959112.5
A00611,Analytics & Data,6941374,Open,5206030.5
A00611,AI & ML,1363643,Open,1022732.25
A00612,Analytics & Data,2485613,Open,1864209.75
A00612,Applications,2539349,Open,1904511.75
A00613,Database,1352116,Won,0.0
A00613,Analytics & Data,779562,Open,584671.5
A00613,AI & ML,1480167,Open,1110125.25
A00613,Applications,4832271,Open,3624203.25
A00613,Integration,551847,Lost,0.0
A00614,Infrastructure,2972854,Open,2229640.5
A00615,Infrastructure,1295242,Open,971431.5
A00615,AI & ML,1486976,Open,1115232.0
A00616,Infrastructure,2903738,Open,2177803.5
A00616,Analytics & Data,7323540,Open,5492655.0
A00616,Integration,951921,Open,713940.75
A00617,AI & ML,1559771,Open,1169828.25
A00617,Security,2591172,Open,1943379.0
A00617,Integration,1380314,Open,1035235.5
A00618,Analytics & Data,1929457,Open,1447092.75
A00618,AI & ML,758296,Open,568722.0
A00619,Analytics & Data,1474583,Open,1105937.25
A00619,Security,804267,Open,603200.25
A00619,Applications,507011,Open,380258.25
A00620,Database,1911332,Open,1433499.0
A00620,AI & ML,963754,Open,722815.5
A00620,Integration,597286,Open,447964.5
A00621,Applications,1296238,Closed,0.0
A00622,Infrastructure,213891,Lost,0.0
A00622,Database,560792,Open,420594.0
A00623,AI & ML,4749865,Open,3562398.75
A00623,Applications,953113,Open,714834.75
A00624,AI & ML,1537147,Won,0.0
A00624,Integration,523044,Open,392283.0
A00625,Infrastructure,2333055,Open,1749791.25
A00625,Analytics & Data,1111680,Open,833760.0
A00625,Integration,1220108,Open,915081.0
A00626,Database,3264814,Open,2448610.5
A00627,Applications,6650142,Open,4987606.5
A00628,Infrastructure,2596847,Open,1947635.25
A00628,Database,2282872,Closed,0.0
A00628,Analytics & Data,2085540,Open,1564155.0
A00628,Security,10000593,Won,0.0
A00628,Applications,334100,Closed,0.0
A00628,Integration,731823,Open,548867.25
A00629,Analytics & Data,830450,Open,622837.5
A00629,Applications,1743907,Open,1307930.25
A00631,AI & ML,775813,Open,581859.75
A00631,Security,2510023,Lost,0.0
A00632,Database,714824,Open,536118.0
A00632,AI & ML,2118468,Open,1588851.0
A00633,Infrastructure,577383,Open,433037.25
A00633,Database,504905,Open,378678.75
A00633,Integration,800246,Closed,0.0
A00634,Infrastructure,2335176,Won,0.0
A00634,Analytics & Data,2893991,Open,2170493.25
A00635,Database,2531831,Open,1898873.25
A00635,Analytics & Data,1840511,Won,0.0
A00636,Database,1222481,Won,0.0
A00636,AI & ML,517474,Open,388105.5
A00638,Infrastructure,1111438,Open,833578.5
A00638,AI & ML,2457151,Open,1842863.25
A00638,Integration,607838,Open,455878.5
A00639,Analytics & Data,1347640,Open,1010730.0
A00640,Analytics & Data,988205,Closed,0.0
A00640,Integration,834796,Lost,0.0
A00641,Analytics & Data,3993891,Open,2995418.25
A00641,Security,1611996,Open,1208997.0
A00642,Analytics & Data,1617504,Open,1213128.0
A00642,Security,514498,Open,385873.5
A00642,Applications,798486,Won,0.0
A00643,Security,1140454,Open,855340.5
A00643,Applications,3375496,Open,2531622.0
A00644,Infrastructure,1140040,Open,855030.0
A00644,Analytics & Data,7436631,Lost,0.0
A00644,AI & ML,3313267,Lost,0.0
A00645,Applications,1502474,Open,1126855.5
A00645,Integration,318881,Lost,0.0
A00646,AI & ML,5016493,Open,3762369.75
A00647,Analytics & Data,2889003,Lost,0.0
A00647,AI & ML,1160213,Open,870159.75
A00647,Integration,1325809,Open,994356.75
A00648,Integration,565916,Open,424437.0
A00649,Database,2938625,Open,2203968.75
A00649,Applications,585629,Open,439221.75
A00649,Integration,2025735,Open,1519301.25
A00650,Database,2294088,Lost,0.0
A00650,Analytics & Data,743756,Closed,0.0
A00650,Applications,639879,Open,479909.25
A00651,Analytics & Data,1361788,Lost,0.0
A00653,Database,801115,Open,600836.25
A00653,Security,1976851,Open,1482638.25
A00653,Applications,2304827,Open,1728620.25
A00655,Infrastructure,2090747,Open,1568060.25
A00655,Analytics & Data,1664988,Open,1248741.0
A00655,Applications,938252,Open,703689.0
A00656,AI & ML,267874,Lost,0.0
A00656,Integration,416034,Lost,0.0
A00657,Integration,2055618,Open,1541713.5
A00658,Infrastructure,1160762,Open,870571.5
A00658,Analytics & Data,1524907,Open,1143680.25
A00659,Database,2206244,Open,1654683.0
A00659,Analytics & Data,593849,Open,445386.75
A00659,AI & ML,1440649,Open,1080486.75
A00660,Infrastructure,1035892,Open,776919.0
A00660,Database,2286342,Open,1714756.5
A00660,Security,612734,Open,459550.5
A00660,Applications,1077498,Open,808123.5
A00661,Infrastructure,1292780,Won,0.0
A00661,Database,606745,Open,455058.75
A00661,Analytics & Data,374525,Open,280893.75
A00661,Applications,642435,Open,481826.25
A00662,Database,2076727,Open,1557545.25
A00663,Infrastructure,3083793,Open,2312844.75
A00663,Analytics & Data,4030304,Open,3022728.0
A00663,AI & ML,2007234,Won,0.0
A00663,Security,3341410,Lost,0.0
A00663,Applications,3351787,Won,0.0
A00664,Applications,9273318,Closed,0.0
A00665,Infrastructure,2810911,Open,2108183.25
A00665,Database,1333515,Closed,0.0
A00665,Security,1855808,Won,0.0
A00666,Database,2301096,Open,1725822.0
A00666,Applications,2313128,Open,1734846.0
A00667,Infrastructure,1262354,Open,946765.5
A00667,Security,2903533,Open,2177649.75
A00668,Analytics & Data,1277782,Won,0.0
A00668,AI & ML,6462491,Open,4846868.25
A00668,Security,644616,Closed,0.0
A00668,Applications,1721213,Closed,0.0
A00669,Integration,957963,Open,718472.25
A00670,Infrastructure,1909786,Lost,0.0
A00671,Infrastructure,4474282,Open,3355711.5
A00671,AI & ML,1065307,Open,798980.25
A00671,Security,1832001,Lost,0.0
A00671,Integration,802293,Open,601719.75
A00672,Database,2373547,Open,1780160.25
A00672,Analytics & Data,648489,Lost,0.0
A00673,Applications,4034777,Open,3026082.75
A00674,Database,689460,Won,0.0
A00674,Applications,456905,Open,342678.75
A00675,Infrastructure,4376791,Open,3282593.25
A00675,AI & ML,4126187,Won,0.0
A00675,Integration,666224,Lost,0.0
A00676,Infrastructure,314445,Open,235833.75
A00676,Database,6459255,Open,4844441.25
A00676,Security,3276792,Open,2457594.0
A00677,Database,1661275,Open,1245956.25
A00677,Analytics & Data,248291,Closed,0.0
A00677,Security,1134003,Open,850502.25
A00678,Integration,5776846,Open,4332634.5
A00679,Applications,3349362,Open,2512021.5
A00679,Integration,1153462,Open,865096.5
A00681,Database,629256,Open,471942.0
A00681,Analytics & Data,908055,Open,681041.25
A00681,AI & ML,3363398,Open,2522548.5
A00681,Integration,2075913,Open,1556934.75
A00682,Security,1316112,Open,987084.0
A00682,Integration,1116864,Open,837648.0
A00683,Applications,1133444,Open,850083.0
A00685,Applications,2204980,Open,1653735.0
A00685,Integration,3594220,Open,2695665.0
A00686,Database,2404426,Open,1803319.5
A00686,AI & ML,420118,Open,315088.5
A00686,Applications,2044601,Lost,0.0
A00686,Integration,1110556,Open,832917.0
A00687,Integration,2345756,Closed,0.0
A00689,Infrastructure,957668,Won,0.0
A00689,Applications,1129701,Open,847275.75
A00690,Infrastructure,2166554,Open,1624915.5
A00690,Database,606885,Open,455163.75
A00690,Security,2209432,Open,1657074.0
A00690,Integration,4590128,Lost,0.0
A00691,Infrastructure,2211530,Lost,0.0
A00691,Analytics & Data,2060531,Lost,0.0
A00691,AI & ML,2035178,Open,1526383.5
A00691,Applications,532557,Open,399417.75
A00691,Integration,827619,Closed,0.0
A00693,Database,3871071,Open,2903303.25
A00693,AI & ML,1010468,Won,0.0
A00694,Database,2612443,Lost,0.0
A00694,Analytics & Data,1783998,Open,1337998.5
A00694,Applications,649531,Open,487148.25
A00695,Infrastructure,4089279,Open,3066959.25
A00695,Database,519276,Open,389457.0
A00695,AI & ML,8051582,Lost,0.0
A00695,Applications,3117820,Open,2338365.0
A00696,Applications,1139998,Open,854998.5
A00696,Integration,2051218,Open,1538413.5
A00697,Database,832994,Open,624745.5
A00697,AI & ML,5508305,Won,0.0
A00698,AI & ML,2435441,Won,0.0
A00698,Security,498250,Closed,0.0
A00699,Database,3088299,Open,2316224.25
A00699,Analytics & Data,3480928,Open,2610696.0
A00699,Applications,1811758,Closed,0.0
A00700,Database,1841041,Open,1380780.75
A00701,Infrastructure,274718,Lost,0.0
A00701,Database,1322595,Open,991946.25
A00701,Analytics & Data,660627,Lost,0.0
A00701,Applications,3515526,Lost,0.0
A00702,Analytics & Data,1321033,Lost,0.0
A00702,Integration,234334,Won,0.0
A00703,Database,768427,Open,576320.25
A00704,AI & ML,2843928,Lost,0.0
A00706,Infrastructure,905417,Open,679062.75
A00706,AI & ML,1398601,Lost,0.0
A00706,Applications,465428,Open,349071.0
A00707,Infrastructure,2151530,Won,0.0
A00707,Applications,1476635,Open,1107476.25
A00708,AI & ML,3386117,Open,2539587.75
A00708,Applications,721400,Open,541050.0
A00709,Security,1996224,Won,0.0
A00710,Applications,726147,Open,544610.25
A00711,Integration,432640,Open,324480.0
A00712,Infrastructure,1010965,Open,758223.75
A00712,Database,2432333,Open,1824249.75
A00713,Database,1753380,Open,1315035.0
A00713,Analytics & Data,2316965,Open,1737723.75
A00714,Infrastructure,1324988,Lost,0.0
A00714,Applications,3333664,Lost,0.0
A00714,Integration,3544622,Open,2658466.5
A00716,Analytics & Data,446030,Open,334522.5
A00716,Applications,1498853,Open,1124139.75
A00717,AI & ML,612787,Won,0.0
A00717,Applications,1078242,Open,808681.5
A00718,Infrastructure,6344726,Won,0.0
A00718,Database,4411952,Open,3308964.0
A00718,AI & ML,1737500,Lost,0.0
A00718,Security,786024,Won,0.0
A00718,Applications,3829400,Won,0.0
A00719,Infrastructure,852987,Open,639740.25
A00719,Analytics & Data,2864787,Open,2148590.25
A00719,AI & ML,1284550,Open,963412.5
A00719,Security,3142683,Open,2357012.25
A00719,Applications,225929,Open,169446.75
A00719,Integration,1258886,Open,944164.5
A00720,Analytics & Data,2585347,Lost,0.0
A00720,AI & ML,1336497,Lost,0.0
A00720,Integration,1100257,Open,825192.75
A00722,Security,2312009,Open,1734006.75
A00722,Integration,1812809,Open,1359606.75
A00723,Analytics & Data,1658537,Open,1243902.75
A00724,Infrastructure,3569417,Lost,0.0
A00724,Database,1546361,Open,1159770.75
A00725,Infrastructure,301097,Lost,0.0
A00725,Analytics & Data,861633,Won,0.0
A00726,Database,1483120,Open,1112340.0
A00726,AI & ML,2682577,Won,0.0
A00727,Infrastructure,2294721,Closed,0.0
A00727,Database,3714878,Open,2786158.5
A00727,Analytics & Data,2866558,Open,2149918.5
A00727,Applications,499860,Won,0.0
A00728,Database,4090125,Open,3067593.75
A00728,AI & ML,1212452,Won,0.0
A00729,Database,783235,Open,587426.25
A00729,Security,2276322,Open,1707241.5
A00730,Analytics & Data,649788,Open,487341.0
A00730,Applications,1252542,Open,939406.5
A00730,Integration,498903,Open,374177.25
A00731,Infrastructure,1145463,Won,0.0
A00731,Analytics & Data,5456231,Lost,0.0
A00731,AI & ML,290258,Won,0.0
A00731,Applications,1013409,Open,760056.75
A00731,Integration,4276740,Open,3207555.0
A00732,Infrastructure,1018936,Lost,0.0
A00732,Security,1942851,Open,1457138.25
A00733,Infrastructure,1231140,Open,923355.0
A00733,Database,1620244,Open,1215183.0
A00733,Analytics & Data,283135,Open,212351.25
A00733,Applications,1169030,Open,876772.5
A00733,Integration,2045352,Lost,0.0
A00734,Infrastructure,2968080,Open,2226060.0
A00734,Applications,704168,Open,528126.0
A00734,Integration,1975578,Open,1481683.5
A00735,Infrastructure,1344892,Open,1008669.0
A00735,Security,291750,Open,218812.5
A00736,Infrastructure,1789368,Closed,0.0
A00736,Database,3633655,Won,0.0
A00736,Applications,819389,Won,0.0
A00737,Database,2476536,Lost,0.0
A00738,Infrastructure,3828949,Lost,0.0
A00738,AI & ML,1557236,Open,1167927.0
A00739,Database,923556,Open,692667.0
A00739,AI & ML,2226721,Won,0.0
A00739,Applications,532670,Open,399502.5
A00740,Infrastructure,1571229,Lost,0.0
A00740,AI & ML,4260894,Open,3195670.5
A00741,Database,2241959,Open,1681469.25
A00743,Analytics & Data,1819312,Open,1364484.0
A00743,AI & ML,1811139,Closed,0.0
A00743,Security,1490642,Open,1117981.5
A00744,Database,2587647,Won,0.0
A00744,Applications,2669046,Lost,0.0
A00745,Database,3005146,Open,2253859.5
A00745,Analytics & Data,5218710,Open,3914032.5
A00745,AI & ML,1537492,Lost,0.0
A00746,Database,383691,Open,287768.25
A00746,Analytics & Data,1589399,Won,0.0
A00746,AI & ML,702805,Open,527103.75
A00746,Security,1055165,Open,791373.75
A00746,Applications,1364765,Open,1023573.75
A00746,Integration,2664580,Lost,0.0
A00747,Infrastructure,3833660,Open,2875245.0
A00747,Analytics & Data,2148476,Open,1611357.0
A00747,Security,4171177,Open,3128382.75
A00747,Applications,2555879,Open,1916909.25
A00747,Integration,1338597,Open,1003947.75
A00749,Database,493629,Open,370221.75
A00749,Analytics & Data,4870604,Open,3652953.0
A00749,Security,161701,Won,0.0
A00749,Applications,3717545,Open,2788158.75
A00750,AI & ML,806196,Closed,0.0
A00750,Applications,2942912,Open,2207184.0
A00750,Integration,2284525,Open,1713393.75
A00751,Applications,1183230,Open,887422.5
A00751,Integration,1025454,Lost,0.0
A00752,AI & ML,987076,Open,740307.0
A00754,Infrastructure,937568,Lost,0.0
A00754,Database,1249218,Closed,0.0
A00754,AI & ML,1654121,Open,1240590.75
A00755,AI & ML,727777,Lost,0.0
A00756,AI & ML,980259,Open,735194.25
A00756,Integration,4820298,Open,3615223.5
A00757,Security,2240796,Open,1680597.0
A00757,Applications,2503393,Open,1877544.75
A00758,Infrastructure,2476664,Open,1857498.0
A00758,Analytics & Data,4670471,Open,3502853.25
A00758,Applications,762030,Open,571522.5
A00759,Infrastructure,989089,Open,741816.75
A00759,Analytics & Data,1386640,Lost,0.0
A00760,Database,1394335,Lost,0.0
A00760,AI & ML,5574249,Won,0.0
A00760,Applications,919648,Open,689736.0
A00760,Integration,767052,Lost,0.0
A00761,Infrastructure,1054575,Open,790931.25
A00763,Database,4432369,Open,3324276.75
A00763,Integration,1559416,Lost,0.0
A00764,Infrastructure,1019802,Open,764851.5
A00765,Infrastructure,2407663,Open,1805747.25
A00765,Database,1517417,Open,1138062.75
A00765,Analytics & Data,1042469,Open,781851.75
A00765,Integration,934011,Won,0.0
A00766,Infrastructure,335238,Won,0.0
A00766,Database,1520335,Open,1140251.25
A00766,Analytics & Data,1200841,Open,900630.75
A00766,AI & ML,695713,Closed,0.0
A00766,Applications,2168603,Open,1626452.25
A00768,Security,2261474,Open,1696105.5
A00769,Infrastructure,918921,Won,0.0
A00769,Database,1283633,Open,962724.75
A00769,AI & ML,631881,Open,473910.75
A00769,Security,1368616,Open,1026462.0
A00770,Database,1781533,Open,1336149.75
A00770,AI & ML,1849188,Open,1386891.0
A00770,Integration,6432570,Open,4824427.5
A00771,Infrastructure,1242845,Open,932133.75
A00771,Analytics & Data,696833,Open,522624.75
A00772,AI & ML,1479597,Open,1109697.75
A00772,Security,370900,Closed,0.0
A00772,Integration,2247674,Open,1685755.5
A00773,Database,872910,Open,654682.5
A00773,Applications,1031515,Open,773636.25
A00774,AI & ML,1314638,Open,985978.5
A00774,Integration,741330,Lost,0.0
A00775,Infrastructure,641771,Open,481328.25
A00775,Analytics & Data,1756136,Open,1317102.0
A00776,Infrastructure,2410317,Lost,0.0
A00776,Analytics & Data,2116284,Won,0.0
A00776,AI & ML,1306168,Won,0.0
A00776,Applications,903006,Won,0.0
A00777,Infrastructure,1101665,Open,826248.75
A00777,Security,1129820,Won,0.0
A00778,Infrastructure,605193,Lost,0.0
A00778,Database,2471585,Open,1853688.75
A00778,AI & ML,3939703,Lost,0.0
A00778,Security,842559,Open,631919.25
A00779,Infrastructure,977333,Open,732999.75
A00780,Infrastructure,1656054,Won,0.0
A00780,Database,637167,Open,477875.25
A00780,Integration,1139405,Won,0.0
A00781,Infrastructure,2178390,Open,1633792.5
A00781,Database,2034287,Open,1525715.25
A00781,AI & ML,2248430,Lost,0.0
A00781,Integration,1870168,Open,1402626.0
A00782,Security,1045086,Open,783814.5
A00783,Infrastructure,1413439,Open,1060079.25
A00783,Security,3204689,Lost,0.0
A00783,Applications,2981542,Open,2236156.5
A00784,Infrastructure,1188885,Lost,0.0
A00785,Infrastructure,4668236,Open,3501177.0
A00785,Analytics & Data,1467999,Open,1100999.25
A00785,AI & ML,872685,Won,0.0
A00785,Security,1309562,Open,982171.5
A00785,Applications,1341816,Open,1006362.0
A00786,Integration,1248640,Won,0.0
A00787,Infrastructure,3329043,Open,2496782.25
A00787,Database,1221785,Open,916338.75
A00788,Database,3603896,Won,0.0
A00788,Analytics & Data,1731287,Lost,0.0
A00788,Applications,1178367,Open,883775.25
A00788,Integration,1553276,Open,1164957.0
A00789,Infrastructure,4190024,Open,3142518.0
A00789,Analytics & Data,7200842,Lost,0.0
A00789,AI & ML,910816,Open,683112.0
A00789,Security,496653,Lost,0.0
A00789,Applications,1880081,Won,0.0
A00790,Security,1881320,Open,1410990.0
A00790,Applications,1766364,Open,1324773.0
A00791,Infrastructure,8755341,Lost,0.0
A00791,Analytics & Data,1409915,Open,1057436.25
A00791,AI & ML,2053151,Closed,0.0
A00791,Security,3626118,Open,2719588.5
A00792,Analytics & Data,534664,Open,400998.0
A00792,Security,1735342,Open,1301506.5
A00792,Integration,397299,Won,0.0
A00793,Infrastructure,1118638,Open,838978.5
A00793,Database,2916157,Lost,0.0
A00795,AI & ML,5067793,Open,3800844.75
A00795,Integration,3013344,Open,2260008.0
A00797,Infrastructure,1977947,Open,1483460.25
A00797,Database,1688249,Closed,0.0
A00797,AI & ML,467028,Lost,0.0
A00798,Infrastructure,1545591,Open,1159193.25
A00798,Analytics & Data,208758,Open,156568.5
A00798,Security,1268698,Open,951523.5
A00799,Infrastructure,4608905,Closed,0.0
A00799,Applications,1118039,Won,0.0
A00799,Integration,1540095,Open,1155071.25
A00800,Applications,2333379,Open,1750034.25
A00801,Database,532310,Open,399232.5
A00801,AI & ML,578181,Open,433635.75
A00801,Applications,833570,Open,625177.5
A00802,Infrastructure,2953154,Open,2214865.5
A00802,Database,3905753,Open,2929314.75
A00802,AI & ML,1981835,Open,1486376.25
A00802,Security,411423,Open,308567.25
A00803,Infrastructure,3224527,Closed,0.0
A00803,Analytics & Data,1950809,Open,1463106.75
A00803,Security,431812,Open,323859.0
A00803,Integration,1464427,Open,1098320.25
A00805,Infrastructure,10036420,Open,7527315.0
A00805,Integration,867286,Open,650464.5
A00806,Infrastructure,2792795,Open,2094596.25
A00806,Analytics & Data,2017735,Open,1513301.25
A00806,Security,612868,Won,0.0
A00806,Integration,2370362,Open,1777771.5
A00807,Analytics & Data,3411878,Open,2558908.5
A00807,Applications,1376889,Open,1032666.75
A00807,Integration,713147,Open,534860.25
A00808,Infrastructure,2117176,Open,1587882.0
A00808,Database,2055992,Won,0.0
A00809,Database,2433319,Closed,0.0
A00809,Analytics & Data,824981,Open,618735.75
A00809,AI & ML,900329,Won,0.0
A00809,Security,1561714,Open,1171285.5
A00809,Integration,1060318,Open,795238.5
A00811,Applications,485570,Open,364177.5
A00813,AI & ML,843531,Lost,0.0
A00813,Security,264217,Lost,0.0
A00814,Infrastructure,3631962,Lost,0.0
A00814,Database,1347868,Open,1010901.0
A00814,Applications,627722,Open,470791.5
A00814,Integration,5095565,Won,0.0
A00815,Database,3026982,Won,0.0
A00815,Applications,265637,Open,199227.75
A00816,Database,3112938,Open,2334703.5
A00816,Analytics & Data,2637821,Open,1978365.75
A00817,Database,3534694,Open,2651020.5
A00817,Analytics & Data,1634715,Open,1226036.25
A00817,AI & ML,996389,Open,747291.75
A00817,Integration,1871535,Open,1403651.25
A00818,Database,1269097,Open,951822.75
A00818,Security,1248571,Open,936428.25
A00818,Integration,2688005,Won,0.0
A00819,Infrastructure,715397,Open,536547.75
A00819,Database,2049219,Open,1536914.25
A00819,Integration,3428281,Open,2571210.75
A00820,AI & ML,465668,Open,349251.0
A00820,Integration,1475592,Won,0.0
A00821,Infrastructure,898208,Open,673656.0
A00821,Database,2768731,Open,2076548.25
A00821,Applications,1900140,Open,1425105.0
A00822,Infrastructure,1230866,Open,923149.5
A00822,Analytics & Data,1794588,Lost,0.0
A00822,AI & ML,1258203,Open,943652.25
A00823,Database,2449951,Lost,0.0
A00824,Analytics & Data,1327704,Lost,0.0
A00824,Integration,6712972,Won,0.0
A00825,Infrastructure,386543,Open,289907.25
A00825,Analytics & Data,2129649,Open,1597236.75
A00825,Applications,521457,Open,391092.75
A00826,Infrastructure,1210086,Open,907564.5
A00826,Analytics & Data,1048776,Lost,0.0
A00827,Security,674774,Open,506080.5
A00828,Database,166883,Lost,0.0
A00828,Integration,3078035,Won,0.0
A00829,Infrastructure,2283817,Lost,0.0
A00829,Database,2541687,Won,0.0
A00829,Analytics & Data,699844,Open,524883.0
A00829,AI & ML,1136986,Lost,0.0
A00829,Security,546593,Open,409944.75
A00830,Infrastructure,1979335,Open,1484501.25
A00830,AI & ML,1582010,Open,1186507.5
A00830,Applications,675324,Open,506493.0
A00831,AI & ML,4031107,Open,3023330.25
A00831,Security,1144798,Open,858598.5
A00832,Infrastructure,740861,Open,555645.75
A00833,Security,3736867,Open,2802650.25
A00835,Database,1446172,Open,1084629.0
A00835,AI & ML,1086287,Won,0.0
A00836,Infrastructure,2232415,Open,1674311.25
A00836,Database,1082361,Open,811770.75
A00836,Integration,373256,Open,279942.0
A00837,Infrastructure,2042137,Open,1531602.75
A00838,Infrastructure,755841,Lost,0.0
A00838,Analytics & Data,1662791,Open,1247093.25
A00839,Infrastructure,3072959,Open,2304719.25
A00839,Database,4044533,Won,0.0
A00839,Analytics & Data,1448649,Open,1086486.75
A00840,Infrastructure,2214299,Won,0.0
A00840,AI & ML,544671,Open,408503.25
A00840,Applications,493185,Open,369888.75
A00841,Security,897381,Won,0.0
A00841,Integration,668465,Open,501348.75
A00842,AI & ML,1731211,Open,1298408.25
A00842,Security,1007177,Open,755382.75
A00842,Applications,649756,Open,487317.0
A00843,Infrastructure,3532167,Won,0.0
A00843,Database,552660,Closed,0.0
A00843,AI & ML,945145,Open,708858.75
A00843,Security,3127625,Open,2345718.75
A00843,Integration,334038,Open,250528.5
A00844,Infrastructure,1078058,Closed,0.0
A00844,AI & ML,2067681,Won,0.0
A00844,Applications,909276,Open,681957.0
A00845,Infrastructure,6011339,Open,4508504.25
A00845,Database,1110383,Open,832787.25
A00845,Analytics & Data,863275,Lost,0.0
A00845,AI & ML,514101,Open,385575.75
A00845,Applications,1471866,Open,1103899.5
A00846,Infrastructure,686263,Closed,0.0
A00846,Analytics & Data,5252167,Lost,0.0
A00846,AI & ML,753423,Won,0.0
A00847,Infrastructure,810631,Open,607973.25
A00847,Analytics & Data,1344431,Open,1008323.25
A00848,Database,418665,Won,0.0
A00848,AI & ML,2729507,Open,2047130.25
A00849,Infrastructure,601769,Open,451326.75
A00849,Database,745873,Lost,0.0
