rank,account_id,account_name,region,industry,product_family,deployment,type,score,band,pipeline,open_count,Customer fit,Customer intent,Product engagement,Product whitespace,Modernization,Competitive intensity,Product pipeline
4933,A01654,Synthetic Account 1654,APAC,Healthcare,Infrastructure,No Footprint,Whitespace,63.8,Moderate,6565282.0,1,61.5,76.200222,92,100,0,82,42.356847
4934,A02504,Synthetic Account 2504,Latin America,Energy,Database,No Footprint,Whitespace,63.8,Moderate,6201640.0,1,61.5,76.585297,93,100,0,82,40.010759
4935,A01351,Synthetic Account 1351,North America,Consumer Goods,Applications,No Footprint,Whitespace,63.8,Moderate,5206644.0,1,70.0,86.50363,81,100,0,70,33.591401
4936,A00376,Synthetic Account 376,APAC,Telecommunications,AI & ML,No Footprint,Whitespace,63.8,Moderate,5054296.0,1,75.5,83.433472,79,100,0,69,32.608506
4937,A00664,Synthetic Account 664,EMEA,Automotive,Security,Hybrid,Modernization,63.8,Moderate,4878623.0,1,62.0,90.830943,76,0,65,89,31.475127
4938,A01713,Synthetic Account 1713,APAC,Manufacturing,AI & ML,Cloud,Competitive,63.8,Moderate,4665443.0,1,89.5,91.000829,89,0,20,83,30.099766
4939,A02170,Synthetic Account 2170,APAC,Financial Services,Analytics & Data,No Footprint,Whitespace,63.8,Moderate,4650314.0,1,94.0,99.830114,80,100,0,0,30.002159
4940,A00311,Synthetic Account 311,EMEA,Financial Services,Analytics & Data,No Footprint,Whitespace,63.8,Moderate,4347738.0,1,69.5,88.372373,79,100,0,76,28.050047
4941,A02429,Synthetic Account 2429,North America,Technology,Infrastructure,No Footprint,Whitespace,63.8,Moderate,4007290.0,1,76.0,76.585297,84,100,0,81,25.853599
4942,A00038,Synthetic Account 38,North America,Financial Services,Database,No Footprint,Whitespace,63.8,Moderate,0,0,89.5,80.544524,86,100,0,69,0.0
4943,A00369,Synthetic Account 369,Latin America,Financial Services,Applications,On-Premise,Modernization,63.8,Moderate,0,0,100.0,60.035757,81,0,85,69,0.0
4944,A00923,Synthetic Account 923,APAC,Financial Services,Database,Hybrid,Modernization,63.8,Moderate,0,0,89.5,76.8288,87,0,65,77,0.0
4945,A01143,Synthetic Account 1143,North America,Energy,Applications,No Footprint,Whitespace,63.8,Moderate,0,0,100.0,99.932046,58,100,0,51,0.0
4946,A01147,Synthetic Account 1147,Latin America,Telecommunications,Database,No Footprint,Whitespace,63.8,Moderate,0,0,83.5,83.388169,81,100,0,83,0.0
4947,A01781,Synthetic Account 1781,APAC,Automotive,Analytics & Data,No Footprint,Whitespace,63.8,Moderate,0,0,56.0,90.830054,98,100,0,97,0.0
4948,A01919,Synthetic Account 1919,North America,Manufacturing,Security,On-Premise,Modernization,63.8,Moderate,0,0,89.5,69.125533,77,0,85,78,0.0
4949,A02473,Synthetic Account 2473,APAC,Manufacturing,Infrastructure,No Footprint,Whitespace,63.8,Moderate,0,0,100.0,99.852766,54,100,0,57,0.0
4950,A02655,Synthetic Account 2655,EMEA,Consumer Goods,Database,Hybrid,Modernization,63.8,Moderate,0,0,76.0,79.576176,91,0,65,93,0.0
4951,A02856,Synthetic Account 2856,North America,Healthcare,Integration,Cloud,Competitive,63.8,Moderate,0,0,100.0,99.824451,93,0,20,69,0.0
4952,A01352,Synthetic Account 1352,Latin America,Technology,AI & ML,Cloud,Competitive,63.7,Moderate,15309335.0,1,56.0,75.707554,97,0,20,99,98.770343
4953,A01792,Synthetic Account 1792,Latin America,Retail,AI & ML,Cloud,Competitive,63.7,Moderate,15287752.0,1,62.0,69.533259,99,0,20,97,98.631097
4954,A01703,Synthetic Account 1703,APAC,Energy,AI & ML,Cloud,Competitive,63.7,Moderate,15037688.0,1,61.5,69.788088,99,0,20,99,97.017774
4955,A01364,Synthetic Account 1364,APAC,Healthcare,AI & ML,Cloud,Competitive,63.7,Moderate,14800138.0,1,61.5,69.040591,100,0,20,100,95.485186
4956,A01114,Synthetic Account 1114,EMEA,Financial Services,Analytics & Data,Cloud,Competitive,63.7,Moderate,11035101.0,1,94.0,72.880898,78,0,20,85,71.194517
4957,A01573,Synthetic Account 1573,Latin America,Telecommunications,Analytics & Data,No Footprint,Whitespace,63.7,Moderate,10991624.0,1,77.5,45.059602,89,100,0,87,70.914019
4958,A02504,Synthetic Account 2504,Latin America,Energy,Analytics & Data,Hybrid,Modernization,63.7,Moderate,10439424.0,1,61.5,76.585297,83,0,65,71,67.351422
4959,A00096,Synthetic Account 96,Latin America,Financial Services,Security,Cloud,Competitive,63.7,Moderate,10398281.0,1,83.5,83.756254,83,0,20,81,67.085983
4960,A02555,Synthetic Account 2555,EMEA,Telecommunications,AI & ML,No Footprint,Whitespace,63.7,Moderate,10361960.0,1,89.5,76.777834,92,100,0,0,66.851652
4961,A01522,Synthetic Account 1522,APAC,Public Sector,Applications,Hybrid,Modernization,63.7,Moderate,9915700.0,1,86.5,89.941875,82,0,65,0,63.972543
4962,A01696,Synthetic Account 1696,North America,Public Sector,Analytics & Data,No Footprint,Whitespace,63.7,Moderate,8915553.0,1,80.5,48.271332,88,100,0,90,57.519953
4963,A01546,Synthetic Account 1546,APAC,Healthcare,Applications,Cloud,Competitive,63.7,Moderate,8877594.0,1,83.5,83.257923,83,0,20,92,57.275055
4964,A01199,Synthetic Account 1199,EMEA,Automotive,Analytics & Data,Hybrid,Modernization,63.7,Moderate,8799591.0,1,62.0,80.114147,81,0,65,77,56.771808
4965,A00331,Synthetic Account 331,APAC,Retail,Integration,No Footprint,Whitespace,63.7,Moderate,8653044.0,1,48.0,90.672383,85,100,0,76,55.826339
4966,A02316,Synthetic Account 2316,EMEA,Technology,Analytics & Data,Hybrid,Modernization,63.7,Moderate,8425548.0,1,48.0,91.323612,84,0,65,80,54.358616
4967,A00509,Synthetic Account 509,Latin America,Consumer Goods,Applications,On-Premise,Modernization,63.7,Moderate,7281495.0,1,56.0,75.260188,80,0,85,80,46.977596
4968,A00387,Synthetic Account 387,North America,Technology,Database,On-Premise,Modernization,63.7,Moderate,7253861.0,1,86.5,44.074264,88,0,85,70,46.799312
4969,A00180,Synthetic Account 180,Latin America,Consumer Goods,Analytics & Data,No Footprint,Whitespace,63.7,Moderate,7067650.0,1,56.0,84.175306,93,100,0,72,45.597945
4970,A01528,Synthetic Account 1528,EMEA,Manufacturing,Security,No Footprint,Whitespace,63.7,Moderate,7015358.0,1,69.5,75.67924,87,100,0,71,45.260576
4971,A01199,Synthetic Account 1199,EMEA,Automotive,Security,Hybrid,Modernization,63.7,Moderate,6872617.0,1,62.0,80.114147,83,0,65,86,44.339662
4972,A00973,Synthetic Account 973,Latin America,Financial Services,Applications,On-Premise,Modernization,63.7,Moderate,6251197.0,1,89.5,35.571645,90,0,85,84,40.330483
4973,A02222,Synthetic Account 2222,North America,Healthcare,Database,No Footprint,Whitespace,63.7,Moderate,6212023.0,1,89.5,47.597452,89,100,0,89,40.077746
4974,A00645,Synthetic Account 645,North America,Financial Services,Database,Hybrid,Modernization,63.7,Moderate,5862844.0,1,61.5,80.085833,89,0,65,85,37.824968
4975,A02443,Synthetic Account 2443,APAC,Technology,Database,On-Premise,Modernization,63.7,Moderate,5331739.0,1,56.0,76.896754,84,0,85,83,34.398469
4976,A00573,Synthetic Account 573,APAC,Technology,Database,No Footprint,Whitespace,63.7,Moderate,5302748.0,1,62.0,82.108363,86,100,0,86,34.21143
4977,A01412,Synthetic Account 1412,North America,Retail,Integration,No Footprint,Whitespace,63.7,Moderate,5289954.0,1,76.0,68.598888,82,100,0,91,34.128887
4978,A02985,Synthetic Account 2985,North America,Financial Services,Analytics & Data,Hybrid,Modernization,63.7,Moderate,5084743.0,1,89.5,52.032359,87,0,65,93,32.80494
4979,A00855,Synthetic Account 855,North America,Automotive,Analytics & Data,No Footprint,Whitespace,63.7,Moderate,4807572.0,1,70.0,76.523005,88,100,0,81,31.016732
4980,A01981,Synthetic Account 1981,APAC,Manufacturing,Analytics & Data,Cloud,Competitive,63.7,Moderate,4627534.0,1,83.5,89.692709,92,0,20,93,29.855191
4981,A02393,Synthetic Account 2393,North America,Healthcare,Security,Hybrid,Modernization,63.7,Moderate,4547355.0,1,61.5,86.650865,86,0,65,85,29.337905
4982,A00353,Synthetic Account 353,APAC,Telecommunications,Security,No Footprint,Whitespace,63.7,Moderate,3725881.0,1,89.5,54.099302,89,100,0,92,24.038049
4983,A00306,Synthetic Account 306,Latin America,Automotive,Analytics & Data,No Footprint,Whitespace,63.7,Moderate,0,0,80.5,86.724482,82,100,0,80,0.0
4984,A00397,Synthetic Account 397,APAC,Telecommunications,Database,No Footprint,Whitespace,63.7,Moderate,0,0,83.5,73.526464,93,100,0,83,0.0
4985,A00554,Synthetic Account 554,EMEA,Automotive,Database,Hybrid,Modernization,63.7,Moderate,0,0,70.0,86.883042,93,0,65,86,0.0
4986,A00670,Synthetic Account 670,EMEA,Telecommunications,Analytics & Data,Cloud,Competitive,63.7,Moderate,0,0,94.0,99.926383,93,0,20,80,0.0
4987,A01524,Synthetic Account 1524,North America,Automotive,Integration,No Footprint,Whitespace,63.7,Moderate,0,0,76.0,90.389241,78,100,0,87,0.0
4988,A01564,Synthetic Account 1564,Latin America,Manufacturing,Infrastructure,No Footprint,Whitespace,63.7,Moderate,0,0,69.5,90.519486,93,100,0,77,0.0
4989,A02274,Synthetic Account 2274,EMEA,Consumer Goods,Security,On-Premise,Modernization,63.7,Moderate,0,0,56.0,90.614865,88,0,85,84,0.0
4990,A02588,Synthetic Account 2588,North America,Manufacturing,Infrastructure,Hybrid,Modernization,63.7,Moderate,0,0,89.5,75.815148,87,0,65,78,0.0
4991,A00138,Synthetic Account 138,Latin America,Energy,Integration,Cloud,Competitive,63.6,Moderate,15356189.0,1,61.5,68.468642,100,0,20,97,99.072628
4992,A01396,Synthetic Account 1396,Latin America,Consumer Goods,Infrastructure,Cloud,Competitive,63.6,Moderate,15315504.0,1,76.0,54.015249,99,0,20,99,98.810143
4993,A00574,Synthetic Account 574,Latin America,Public Sector,Infrastructure,Cloud,Competitive,63.6,Moderate,15315064.0,1,48.0,82.759591,98,0,20,99,98.807304
4994,A01819,Synthetic Account 1819,APAC,Consumer Goods,Infrastructure,On-Premise,Modernization,63.6,Moderate,14816165.0,1,62.0,71.872909,97,0,85,0,95.588587
4995,A01319,Synthetic Account 1319,North America,Public Sector,Analytics & Data,Hybrid,Modernization,63.6,Moderate,10841090.0,1,86.5,90.264658,77,0,65,0,69.942827
4996,A00778,Synthetic Account 778,Latin America,Public Sector,Analytics & Data,No Footprint,Whitespace,63.6,Moderate,10622641.0,1,76.0,46.878269,87,100,0,91,68.533473
4997,A01972,Synthetic Account 1972,APAC,Financial Services,Infrastructure,No Footprint,Whitespace,63.6,Moderate,10620569.0,1,69.5,50.616645,93,100,0,88,68.520105
4998,A01520,Synthetic Account 1520,APAC,Telecommunications,Security,No Footprint,Whitespace,63.6,Moderate,10443302.0,1,89.5,84.146992,81,100,0,0,67.376442
4999,A01585,Synthetic Account 1585,North America,Technology,Security,No Footprint,Whitespace,63.6,Moderate,9093336.0,1,76.0,55.028901,90,100,0,80,58.666945
5000,A00617,Synthetic Account 617,APAC,Healthcare,Infrastructure,On-Premise,Modernization,63.6,Moderate,8381082.0,1,89.5,68.836728,92,0,85,0,54.071737
5001,A01396,Synthetic Account 1396,Latin America,Consumer Goods,Database,On-Premise,Modernization,63.6,Moderate,8287497.0,1,76.0,54.015249,78,0,85,78,53.467961
5002,A01282,Synthetic Account 1282,APAC,Financial Services,Applications,Cloud,Competitive,63.6,Moderate,8258063.0,1,89.5,79.751724,86,0,20,85,53.278063
5003,A02213,Synthetic Account 2213,North America,Consumer Goods,Integration,Cloud,Competitive,63.6,Moderate,8117978.0,1,76.0,98.488017,82,0,20,82,52.374285
5004,A02878,Synthetic Account 2878,North America,Healthcare,AI & ML,No Footprint,Whitespace,63.6,Moderate,7398428.0,1,61.5,72.728001,90,100,0,85,47.732006
5005,A01171,Synthetic Account 1171,North America,Healthcare,Integration,Hybrid,Modernization,63.6,Moderate,7228159.0,1,69.5,72.269309,84,0,65,82,46.633491
5006,A00804,Synthetic Account 804,North America,Financial Services,Analytics & Data,No Footprint,Whitespace,63.6,Moderate,6812247.0,1,61.5,77.18556,89,100,0,81,43.950176
5007,A01875,Synthetic Account 1875,APAC,Energy,Analytics & Data,Hybrid,Modernization,63.6,Moderate,6500655.0,1,61.5,86.917019,87,0,65,69,41.939896
5008,A01861,Synthetic Account 1861,EMEA,Financial Services,Analytics & Data,No Footprint,Whitespace,63.6,Moderate,6180547.0,1,61.5,86.752796,87,100,0,69,39.874674
5009,A01170,Synthetic Account 1170,Latin America,Energy,AI & ML,No Footprint,Whitespace,63.6,Moderate,5990933.0,1,61.5,79.423278,93,100,0,76,38.651353
5010,A00855,Synthetic Account 855,North America,Automotive,Database,Hybrid,Modernization,63.6,Moderate,5787564.0,1,70.0,76.523005,91,0,65,72,37.339289
5011,A02848,Synthetic Account 2848,North America,Healthcare,Integration,Hybrid,Modernization,63.6,Moderate,5702668.0,1,69.5,71.804955,85,0,65,92,36.79157
5012,A02988,Synthetic Account 2988,North America,Technology,AI & ML,No Footprint,Whitespace,63.6,Moderate,4787342.0,1,76.0,72.897887,89,100,0,74,30.886215
5013,A01481,Synthetic Account 1481,EMEA,Healthcare,Security,On-Premise,Modernization,63.6,Moderate,4586987.0,1,61.5,70.173162,92,0,85,78,29.593596
5014,A00372,Synthetic Account 372,APAC,Energy,Integration,No Footprint,Whitespace,63.6,Moderate,0,0,89.5,79.621478,81,100,0,76,0.0
5015,A01092,Synthetic Account 1092,EMEA,Telecommunications,Integration,Hybrid,Modernization,63.6,Moderate,0,0,69.5,75.565982,100,0,65,98,0.0
5016,A01095,Synthetic Account 1095,North America,Financial Services,Analytics & Data,No Footprint,Whitespace,63.6,Moderate,0,0,89.5,69.720133,85,100,0,90,0.0
5017,A01570,Synthetic Account 1570,APAC,Public Sector,Security,No Footprint,Whitespace,63.6,Moderate,0,0,70.0,87.166185,91,100,0,85,0.0
5018,A01679,Synthetic Account 1679,APAC,Telecommunications,Infrastructure,No Footprint,Whitespace,63.6,Moderate,0,0,83.5,83.56938,77,100,0,86,0.0
5019,A01894,Synthetic Account 1894,APAC,Consumer Goods,Applications,No Footprint,Whitespace,63.6,Moderate,0,0,76.0,82.329214,94,100,0,78,0.0
5020,A02856,Synthetic Account 2856,North America,Healthcare,Database,Cloud,Competitive,63.6,Moderate,0,0,100.0,99.824451,81,0,20,85,0.0
5021,A01660,Synthetic Account 1660,APAC,Energy,Database,Cloud,Competitive,63.5,Moderate,15054218.0,1,61.5,69.720133,99,0,20,97,97.124419
5022,A02417,Synthetic Account 2417,Latin America,Technology,AI & ML,Cloud,Competitive,63.5,Moderate,14976638.0,1,62.0,69.250116,98,0,20,99,96.623901
5023,A02515,Synthetic Account 2515,North America,Public Sector,Database,Cloud,Competitive,63.5,Moderate,14802973.0,1,56.0,76.137931,99,0,20,97,95.503477
5024,A02952,Synthetic Account 2952,North America,Retail,AI & ML,Cloud,Competitive,63.5,Moderate,14734917.0,1,56.0,76.222874,98,0,20,98,95.064404
5025,A01652,Synthetic Account 1652,North America,Technology,Analytics & Data,Hybrid,Modernization,63.5,Moderate,14667963.0,1,56.0,42.029083,99,0,65,98,94.632441
5026,A01634,Synthetic Account 1634,North America,Consumer Goods,Analytics & Data,Hybrid,Modernization,63.5,Moderate,14590494.0,1,48.0,48.945212,100,0,65,99,94.132638
5027,A00499,Synthetic Account 499,EMEA,Consumer Goods,Security,On-Premise,Modernization,63.5,Moderate,14586624.0,1,48.0,35.792497,97,0,85,100,94.107671
5028,A01158,Synthetic Account 1158,North America,Retail,Security,Cloud,Competitive,63.5,Moderate,14574910.0,1,48.0,83.671312,100,0,20,98,94.032096
5029,A00348,Synthetic Account 348,North America,Retail,Integration,Cloud,Competitive,63.5,Moderate,10986450.0,1,86.5,76.31348,83,0,20,84,70.880638
5030,A00866,Synthetic Account 866,North America,Technology,Database,No Footprint,Whitespace,63.5,Moderate,10940510.0,1,62.0,76.177571,79,100,0,70,70.58425
5031,A02944,Synthetic Account 2944,Latin America,Consumer Goods,Infrastructure,On-Premise,Modernization,63.5,Moderate,10621631.0,1,76.0,39.938598,87,0,85,77,68.526957
5032,A02178,Synthetic Account 2178,EMEA,Automotive,Infrastructure,Cloud,Competitive,63.5,Moderate,10341790.0,1,70.0,90.695035,86,0,20,88,66.721523
5033,A02498,Synthetic Account 2498,EMEA,Manufacturing,Integration,Hybrid,Modernization,63.5,Moderate,9938415.0,1,83.5,43.910041,90,0,65,84,64.119092
5034,A00909,Synthetic Account 909,Latin America,Retail,Security,No Footprint,Whitespace,63.5,Moderate,9925597.0,1,76.0,98.114268,82,100,0,0,64.036395
5035,A01481,Synthetic Account 1481,EMEA,Healthcare,Analytics & Data,Hybrid,Modernization,63.5,Moderate,9600893.0,1,61.5,70.173162,80,0,65,92,61.941521
5036,A01830,Synthetic Account 1830,Latin America,Manufacturing,Security,No Footprint,Whitespace,63.5,Moderate,9331909.0,1,89.5,50.480736,83,100,0,70,60.206133
5037,A01599,Synthetic Account 1599,Latin America,Technology,Security,No Footprint,Whitespace,63.5,Moderate,9094229.0,1,56.0,72.246658,89,100,0,86,58.672706
5038,A00204,Synthetic Account 204,North America,Financial Services,AI & ML,Cloud,Competitive,63.5,Moderate,8946094.0,1,89.5,87.064253,83,0,20,70,57.716992
5039,A00645,Synthetic Account 645,North America,Financial Services,AI & ML,No Footprint,Whitespace,63.5,Moderate,8366811.0,1,61.5,80.085833,80,100,0,78,53.979666
5040,A01023,Synthetic Account 1023,APAC,Public Sector,AI & ML,No Footprint,Whitespace,63.5,Moderate,8219795.0,1,48.0,87.324745,86,100,0,82,53.031172
5041,A01498,Synthetic Account 1498,APAC,Energy,Database,On-Premise,Modernization,63.5,Moderate,8160839.0,1,61.5,72.427869,77,0,85,71,52.650809
5042,A02581,Synthetic Account 2581,APAC,Energy,Database,No Footprint,Whitespace,63.5,Moderate,7658172.0,1,61.5,90.117423,76,100,0,68,49.407781
5043,A00666,Synthetic Account 666,Latin America,Telecommunications,Analytics & Data,Cloud,Competitive,63.5,Moderate,7327171.0,1,89.5,91.640732,81,0,20,74,47.272281
5044,A01651,Synthetic Account 1651,Latin America,Retail,Analytics & Data,No Footprint,Whitespace,63.5,Moderate,7101525.0,1,62.0,79.847993,84,100,0,79,45.816494
5045,A01392,Synthetic Account 1392,EMEA,Financial Services,Applications,Hybrid,Modernization,63.5,Moderate,6977442.0,1,89.5,90.801739,88,0,65,0,45.015955
5046,A00762,Synthetic Account 762,APAC,Retail,Applications,On-Premise,Modernization,63.5,Moderate,6882501.0,1,48.0,80.23873,92,0,85,69,44.40343
5047,A02553,Synthetic Account 2553,APAC,Telecommunications,Database,Cloud,Competitive,63.5,Moderate,6078313.0,1,100.0,68.859379,93,0,20,89,39.215097
5048,A01154,Synthetic Account 1154,Latin America,Public Sector,Infrastructure,No Footprint,Whitespace,63.5,Moderate,5491288.0,1,76.0,73.775629,88,100,0,68,35.427822
5049,A00197,Synthetic Account 197,APAC,Manufacturing,Analytics & Data,Hybrid,Modernization,63.5,Moderate,5467626.0,1,89.5,69.199151,78,0,65,68,35.275163
5050,A00169,Synthetic Account 169,Latin America,Financial Services,Analytics & Data,Hybrid,Modernization,63.5,Moderate,5398718.0,1,75.5,75.79816,77,0,65,85,34.830594
5051,A02265,Synthetic Account 2265,Latin America,Technology,Integration,No Footprint,Whitespace,63.5,Moderate,5039170.0,1,62.0,82.612357,92,100,0,75,32.510919
5052,A01871,Synthetic Account 1871,Latin America,Retail,Analytics & Data,Hybrid,Modernization,63.5,Moderate,4953531.0,1,76.0,69.357711,89,0,65,81,31.958407
5053,A02392,Synthetic Account 2392,North America,Retail,Security,Hybrid,Modernization,63.5,Moderate,4645915.0,1,76.0,72.716675,89,0,65,77,29.973779
5054,A00215,Synthetic Account 215,APAC,Telecommunications,Integration,Hybrid,Modernization,63.5,Moderate,4546057.0,1,61.5,89.862595,81,0,65,84,29.329531
5055,A00139,Synthetic Account 139,EMEA,Telecommunications,Analytics & Data,Hybrid,Modernization,63.5,Moderate,4457438.0,1,75.5,69.046253,90,0,65,85,28.757793
5056,A02149,Synthetic Account 2149,North America,Financial Services,Infrastructure,No Footprint,Whitespace,63.5,Moderate,4354921.0,1,89.5,52.820386,89,100,0,89,28.09639
5057,A02703,Synthetic Account 2703,APAC,Energy,Applications,Hybrid,Modernization,63.5,Moderate,3521965.0,1,75.5,73.011144,88,0,65,86,22.722456
5058,A02661,Synthetic Account 2661,North America,Energy,Applications,On-Premise,Modernization,63.5,Moderate,2961950.0,1,83.5,86.209162,60,0,85,59,19.10944
5059,A00377,Synthetic Account 377,EMEA,Telecommunications,Database,Hybrid,Modernization,63.5,Moderate,0,0,89.5,78.641804,78,0,65,84,0.0
5060,A00829,Synthetic Account 829,Latin America,Manufacturing,Analytics & Data,Hybrid,Modernization,63.5,Moderate,0,0,89.5,76.556983,80,0,65,85,0.0
5061,A00945,Synthetic Account 945,EMEA,Automotive,Security,On-Premise,Modernization,63.5,Moderate,0,0,76.0,72.320275,86,0,85,82,0.0
5062,A01346,Synthetic Account 1346,North America,Telecommunications,AI & ML,Cloud,Competitive,63.5,Moderate,0,0,89.5,90.326949,98,0,20,98,0.0
5063,A01370,Synthetic Account 1370,North America,Energy,AI & ML,No Footprint,Whitespace,63.5,Moderate,0,0,83.5,72.863909,90,100,0,87,0.0
5064,A01731,Synthetic Account 1731,EMEA,Consumer Goods,Security,Hybrid,Modernization,63.5,Moderate,0,0,76.0,70.025928,97,0,65,100,0.0
5065,A01909,Synthetic Account 1909,Latin America,Telecommunications,Infrastructure,Hybrid,Modernization,63.5,Moderate,0,0,83.5,72.841258,94,0,65,84,0.0
5066,A02243,Synthetic Account 2243,North America,Retail,Security,No Footprint,Whitespace,63.5,Moderate,0,0,76.0,98.051977,79,100,0,68,0.0
5067,A02460,Synthetic Account 2460,Latin America,Technology,Applications,On-Premise,Modernization,63.5,Moderate,0,0,76.0,52.570331,100,0,85,100,0.0
5068,A00193,Synthetic Account 193,APAC,Manufacturing,Integration,Hybrid,Modernization,63.4,Moderate,15138483.0,1,61.5,34.671251,99,0,65,98,97.668067
5069,A01424,Synthetic Account 1424,APAC,Manufacturing,Database,Hybrid,Modernization,63.4,Moderate,14672272.0,1,61.5,86.74147,97,0,65,0,94.660241
5070,A00545,Synthetic Account 545,APAC,Consumer Goods,Security,Cloud,Competitive,63.4,Moderate,14668211.0,1,62.0,70.626191,98,0,20,97,94.634041
5071,A00238,Synthetic Account 238,EMEA,Telecommunications,AI & ML,Cloud,Competitive,63.4,Moderate,14618329.0,1,61.5,70.025928,98,0,20,100,94.31222
5072,A00796,Synthetic Account 796,Latin America,Automotive,AI & ML,Cloud,Competitive,63.4,Moderate,10855197.0,1,76.0,90.581778,77,0,20,85,70.033841
5073,A01642,Synthetic Account 1642,EMEA,Public Sector,Database,Cloud,Competitive,63.4,Moderate,10790450.0,1,70.0,91.034806,84,0,20,86,69.616116
5074,A01821,Synthetic Account 1821,APAC,Manufacturing,Database,No Footprint,Whitespace,63.4,Moderate,9892362.0,1,83.5,87.05859,86,100,0,0,63.821974
5075,A00763,Synthetic Account 763,EMEA,Energy,Security,Hybrid,Modernization,63.4,Moderate,9844583.0,1,89.5,51.296188,76,0,65,77,63.513721
5076,A01486,Synthetic Account 1486,North America,Public Sector,Infrastructure,Hybrid,Modernization,63.4,Moderate,9367989.0,1,86.5,41.859197,87,0,65,89,60.438908
5077,A01486,Synthetic Account 1486,North America,Public Sector,Applications,No Footprint,Whitespace,63.4,Moderate,8908352.0,1,86.5,41.859197,89,100,0,86,57.473495
5078,A01406,Synthetic Account 1406,North America,Retail,Applications,Hybrid,Modernization,63.4,Moderate,8204159.0,1,80.5,45.042613,94,0,65,91,52.930294
5079,A01423,Synthetic Account 1423,North America,Public Sector,Infrastructure,On-Premise,Modernization,63.4,Moderate,8101204.0,1,76.0,39.106158,93,0,85,85,52.266065
5080,A00793,Synthetic Account 793,Latin America,Financial Services,Integration,Hybrid,Modernization,63.4,Moderate,7983053.0,1,89.5,44.850076,85,0,65,89,51.503797
5081,A01412,Synthetic Account 1412,North America,Retail,Analytics & Data,Hybrid,Modernization,63.4,Moderate,7209685.0,1,76.0,68.598888,80,0,65,81,46.514304
5082,A02840,Synthetic Account 2840,EMEA,Technology,Security,On-Premise,Modernization,63.4,Moderate,6929298.0,1,56.0,73.288624,83,0,85,79,44.705347
5083,A01925,Synthetic Account 1925,APAC,Public Sector,Applications,Hybrid,Modernization,63.4,Moderate,6841395.0,1,70.0,84.039397,76,0,65,70,44.138229
5084,A00608,Synthetic Account 608,APAC,Telecommunications,AI & ML,No Footprint,Whitespace,63.4,Moderate,5911909.0,1,69.5,79.462918,81,100,0,76,38.141518
5085,A00666,Synthetic Account 666,Latin America,Telecommunications,AI & ML,Cloud,Competitive,63.4,Moderate,5486444.0,1,89.5,91.640732,81,0,20,85,35.39657
5086,A01519,Synthetic Account 1519,APAC,Energy,Infrastructure,Cloud,Competitive,63.4,Moderate,5299406.0,1,89.5,83.733603,93,0,20,84,34.189868
5087,A01770,Synthetic Account 1770,Latin America,Telecommunications,Applications,No Footprint,Whitespace,63.4,Moderate,4940024.0,1,94.0,99.84144,76,100,0,0,31.871264
5088,A01416,Synthetic Account 1416,EMEA,Telecommunications,Database,Cloud,Competitive,63.4,Moderate,4633033.0,1,83.5,90.881909,88,0,20,93,29.890669
5089,A00797,Synthetic Account 797,North America,Financial Services,Security,On-Premise,Modernization,63.4,Moderate,3655113.0,1,61.5,72.348589,84,0,85,89,23.581479
5090,A01059,Synthetic Account 1059,North America,Healthcare,Security,No Footprint,Whitespace,63.4,Moderate,3525101.0,1,89.5,70.031591,81,100,0,71,22.742688
5091,A02835,Synthetic Account 2835,North America,Telecommunications,Infrastructure,Hybrid,Modernization,63.4,Moderate,3519823.0,1,69.5,80.102821,83,0,65,90,22.708637
5092,A00680,Synthetic Account 680,APAC,Automotive,Security,On-Premise,Modernization,63.4,Moderate,930358.0,1,76.0,90.564789,70,0,85,62,6.002336
5093,A00035,Synthetic Account 35,Latin America,Retail,Security,Hybrid,Modernization,63.4,Moderate,0,0,80.5,88.026939,80,0,65,79,0.0
5094,A00079,Synthetic Account 79,Latin America,Telecommunications,Security,On-Premise,Modernization,63.4,Moderate,0,0,89.5,69.550248,76,0,85,74,0.0
5095,A00104,Synthetic Account 104,APAC,Manufacturing,Database,Hybrid,Modernization,63.4,Moderate,0,0,89.5,76.845788,87,0,65,73,0.0
5096,A01000,Synthetic Account 1000,North America,Telecommunications,Database,On-Premise,Modernization,63.4,Moderate,0,0,61.5,83.0937,87,0,85,87,0.0
5097,A01154,Synthetic Account 1154,Latin America,Public Sector,Security,On-Premise,Modernization,63.4,Moderate,0,0,76.0,73.775629,87,0,85,76,0.0
5098,A01673,Synthetic Account 1673,North America,Retail,Analytics & Data,No Footprint,Whitespace,63.4,Moderate,0,0,76.0,76.74952,94,100,0,88,0.0
5099,A02756,Synthetic Account 2756,Latin America,Technology,Applications,On-Premise,Modernization,63.4,Moderate,0,0,62.0,87.551259,83,0,85,83,0.0
5100,A00906,Synthetic Account 906,APAC,Financial Services,Applications,Cloud,Competitive,63.3,Moderate,14929680.0,1,61.5,68.717808,98,0,20,99,96.320945
5101,A01118,Synthetic Account 1118,North America,Public Sector,AI & ML,Cloud,Competitive,63.3,Moderate,14790154.0,1,56.0,75.900091,97,0,20,98,95.420773
5102,A00415,Synthetic Account 415,EMEA,Manufacturing,Applications,Cloud,Competitive,63.3,Moderate,14641997.0,1,61.5,69.453979,100,0,20,97,94.464917
