account_id,channel,days_ago
A00580,Website,43
A00580,Website,5
A00580,Event,50
A00580,Product Page,38
A00580,Event,53
A00580,Website,29
A00580,Product Page,14
A00580,Product Page,5
A00580,Website,29
A00580,Product Page,68
A00580,Event,16
A00580,Website,72
A00580,Webinar,62
A00580,Webinar,25
A00580,Product Page,11
A00580,Product Page,36
A00580,Event,46
A00580,Event,61
A00580,Event,49
A00581,Product Page,148
A00581,Webinar,160
A00581,Event,167
A00581,Product Page,127
A00581,Product Page,179
A00581,Website,137
A00581,Campaign,75
A00581,Product Page,83
A00581,Product Page,118
A00581,Product Page,61
A00581,Event,153
A00581,Webinar,88
A00581,Product Page,48
A00581,Webinar,184
A00581,Website,49
A00581,Website,79
A00581,Campaign,146
A00582,Product Page,3
A00582,Website,11
A00582,Website,6
A00582,Website,17
A00582,Product Page,15
A00582,Product Page,11
A00582,Webinar,16
A00582,Website,24
A00582,Webinar,21
A00582,Webinar,5
A00582,Webinar,3
A00582,Event,3
A00582,Campaign,5
A00582,Product Page,21
A00582,Product Page,16
A00582,Product Page,14
A00582,Webinar,21
A00582,Campaign,22
A00582,Campaign,23
A00582,Product Page,22
A00582,Campaign,17
A00582,Campaign,25
A00582,Product Page,10
A00582,Webinar,16
A00582,Campaign,15
A00582,Product Page,11
A00582,Event,20
A00583,Campaign,24
A00583,Event,20
A00583,Website,18
A00583,Campaign,14
A00583,Webinar,14
A00583,Website,15
A00583,Event,18
A00583,Event,15
A00583,Website,3
A00583,Product Page,10
A00583,Campaign,14
A00583,Event,7
A00583,Product Page,11
A00583,Website,12
A00583,Event,13
A00583,Event,12
A00583,Product Page,3
A00583,Webinar,20
A00583,Event,5
A00583,Product Page,11
A00583,Product Page,21
A00583,Website,9
A00583,Campaign,18
A00583,Event,3
A00583,Website,13
A00583,Website,22
A00583,Product Page,10
A00584,Product Page,11
A00584,Webinar,3
A00584,Campaign,13
A00584,Webinar,9
A00584,Campaign,5
A00584,Webinar,17
A00584,Event,25
A00584,Campaign,23
A00584,Product Page,9
A00584,Webinar,8
A00584,Product Page,25
A00584,Campaign,17
A00584,Event,20
A00584,Webinar,6
A00584,Event,25
A00584,Webinar,23
A00584,Website,12
A00584,Website,8
A00584,Webinar,14
A00584,Product Page,23
A00584,Event,3
A00584,Product Page,12
A00584,Website,17
A00584,Webinar,11
A00584,Product Page,24
A00584,Webinar,22
A00584,Product Page,11
A00585,Product Page,41
A00585,Event,51
A00585,Webinar,187
A00585,Webinar,65
A00585,Event,110
A00585,Website,90
A00585,Event,74
A00585,Event,166
A00585,Campaign,139
A00585,Event,146
A00585,Event,62
A00585,Webinar,111
A00585,Website,84
A00585,Product Page,94
A00585,Event,122
A00585,Campaign,75
A00585,Product Page,39
A00585,Event,73
A00585,Product Page,168
A00585,Website,92
A00586,Webinar,11
A00586,Webinar,22
A00586,Campaign,11
A00586,Product Page,24
A00586,Campaign,24
A00586,Website,25
A00586,Event,16
A00586,Campaign,14
A00586,Product Page,11
A00586,Website,14
A00586,Campaign,17
A00586,Webinar,10
A00586,Event,7
A00586,Product Page,19
A00586,Product Page,21
A00586,Product Page,20
A00586,Webinar,25
A00586,Product Page,23
A00586,Product Page,20
A00586,Product Page,23
A00586,Campaign,22
A00586,Product Page,20
A00586,Campaign,21
A00586,Event,14
A00586,Event,7
A00586,Website,10
A00586,Product Page,7
A00586,Website,21
A00587,Website,65
A00587,Campaign,45
A00587,Product Page,63
A00587,Campaign,72
A00587,Webinar,34
A00587,Website,41
A00587,Webinar,57
A00587,Campaign,70
A00587,Campaign,8
A00587,Product Page,38
A00587,Campaign,54
A00587,Product Page,48
A00587,Website,75
A00587,Website,16
A00587,Webinar,24
A00587,Product Page,46
A00587,Webinar,10
A00587,Event,16
A00587,Campaign,64
A00587,Campaign,68
A00587,Product Page,22
A00587,Campaign,6
A00587,Product Page,12
A00587,Product Page,48
A00587,Webinar,39
A00587,Product Page,42
A00587,Website,30
A00588,Webinar,235
A00588,Product Page,176
A00588,Product Page,337
A00588,Webinar,153
A00589,Webinar,178
A00589,Campaign,200
A00589,Product Page,213
A00589,Product Page,127
A00589,Product Page,246
A00589,Campaign,103
A00589,Event,337
A00589,Campaign,150
A00589,Product Page,289
A00589,Campaign,283
A00590,Website,19
A00590,Product Page,41
A00590,Campaign,58
A00590,Campaign,56
A00590,Campaign,58
A00590,Campaign,45
A00590,Website,51
A00590,Webinar,30
A00590,Website,9
A00590,Campaign,18
A00590,Website,55
A00590,Product Page,48
A00590,Webinar,71
A00590,Campaign,14
A00590,Product Page,66
A00590,Campaign,39
A00590,Product Page,24
A00590,Website,31
A00590,Product Page,48
A00590,Event,66
A00590,Product Page,41
A00591,Product Page,39
A00591,Product Page,41
A00591,Event,42
A00591,Event,48
A00591,Campaign,18
A00591,Website,54
A00591,Event,61
A00591,Product Page,63
A00591,Campaign,72
A00591,Campaign,75
A00591,Webinar,56
A00591,Website,21
A00591,Event,22
A00591,Website,10
A00591,Webinar,31
A00591,Website,62
A00591,Webinar,59
A00591,Campaign,67
A00591,Campaign,30
A00591,Website,50
A00591,Campaign,19
A00592,Website,6
A00592,Campaign,5
A00592,Website,4
A00592,Product Page,2
A00592,Event,6
A00592,Webinar,3
A00592,Webinar,3
A00592,Webinar,1
A00592,Website,1
A00592,Product Page,3
A00592,Product Page,5
A00592,Event,4
A00592,Campaign,6
A00592,Product Page,3
A00592,Event,5
A00592,Webinar,3
A00592,Website,4
A00592,Product Page,5
A00592,Event,4
A00592,Product Page,1
A00592,Campaign,5
A00592,Webinar,1
A00592,Webinar,5
A00592,Campaign,6
A00592,Product Page,2
A00592,Webinar,4
A00592,Website,6
A00592,Event,5
A00593,Webinar,47
A00593,Campaign,45
A00593,Product Page,58
A00593,Webinar,5
A00593,Campaign,50
A00593,Website,58
A00593,Event,8
A00593,Product Page,33
A00593,Product Page,62
A00593,Event,32
A00593,Webinar,69
A00593,Event,23
A00593,Webinar,62
A00593,Campaign,67
A00593,Webinar,55
A00593,Campaign,45
A00593,Campaign,73
A00593,Webinar,49
A00593,Campaign,74
A00593,Product Page,64
A00593,Product Page,26
A00593,Webinar,34
A00593,Webinar,60
A00593,Website,50
A00593,Product Page,16
A00593,Website,51
A00594,Product Page,220
A00594,Webinar,120
A00594,Event,96
A00594,Event,181
A00594,Webinar,151
A00594,Webinar,339
A00594,Webinar,139
A00595,Product Page,5
A00595,Campaign,56
A00595,Product Page,62
A00595,Campaign,7
A00595,Website,48
A00595,Product Page,42
A00595,Webinar,6
A00595,Event,14
A00595,Webinar,51
A00595,Event,25
A00595,Website,57
A00595,Campaign,35
A00595,Campaign,40
A00595,Campaign,65
A00595,Website,63
A00595,Webinar,23
A00595,Campaign,66
A00595,Event,41
A00595,Product Page,19
A00595,Website,52
A00595,Campaign,44
A00595,Campaign,32
A00595,Campaign,56
A00595,Product Page,61
A00595,Website,7
A00595,Event,54
A00595,Event,6
A00596,Website,132
A00596,Event,36
A00596,Webinar,53
A00596,Campaign,56
A00596,Website,140
A00596,Product Page,162
A00596,Website,68
A00596,Webinar,120
A00596,Campaign,181
A00596,Event,35
A00596,Event,174
A00596,Webinar,101
A00596,Website,48
A00596,Event,107
A00596,Webinar,157
A00596,Website,153
A00596,Event,35
A00597,Website,52
A00597,Product Page,21
A00597,Product Page,62
A00597,Campaign,70
A00597,Campaign,35
A00597,Website,57
A00597,Campaign,56
A00597,Product Page,7
A00597,Event,59
A00597,Webinar,40
A00597,Webinar,59
A00597,Product Page,15
A00597,Event,73
A00597,Webinar,41
A00597,Webinar,59
A00597,Campaign,69
A00597,Website,59
A00597,Campaign,31
A00597,Event,39
A00597,Event,31
A00597,Product Page,57
A00597,Product Page,19
A00597,Product Page,54
A00597,Campaign,40
A00597,Webinar,67
A00597,Event,65
A00598,Product Page,139
A00598,Website,119
A00598,Product Page,180
A00598,Campaign,128
A00598,Product Page,98
A00598,Campaign,77
A00598,Product Page,109
A00598,Event,61
A00598,Website,153
A00598,Campaign,159
A00598,Campaign,66
A00598,Campaign,100
A00598,Website,104
A00598,Event,171
A00598,Product Page,96
A00599,Event,122
A00599,Product Page,117
A00599,Website,151
A00599,Product Page,156
A00599,Product Page,74
A00599,Campaign,124
A00599,Campaign,134
A00599,Website,154
A00599,Campaign,188
A00599,Event,40
A00599,Website,160
A00599,Event,43
A00599,Website,66
A00599,Product Page,167
A00599,Product Page,88
A00600,Product Page,162
A00600,Event,100
A00600,Webinar,81
A00600,Website,65
A00600,Website,188
A00600,Website,61
A00600,Product Page,102
A00600,Event,125
A00600,Event,168
A00600,Website,103
A00600,Product Page,98
A00600,Product Page,59
A00600,Webinar,121
A00600,Campaign,159
A00600,Webinar,41
A00601,Website,12
A00601,Website,22
A00601,Webinar,21
A00601,Event,5
A00601,Webinar,18
A00601,Event,6
A00601,Event,4
A00601,Event,19
A00601,Product Page,12
A00601,Campaign,14
A00601,Campaign,16
A00601,Product Page,25
A00601,Campaign,18
A00601,Webinar,24
A00601,Campaign,23
A00601,Website,16
A00601,Webinar,8
A00601,Event,18
A00601,Website,5
A00601,Website,11
A00601,Product Page,22
A00601,Campaign,17
A00601,Website,20
A00601,Webinar,13
A00601,Campaign,22
A00601,Website,15
A00601,Event,25
A00602,Event,67
A00602,Product Page,15
A00602,Campaign,69
A00602,Website,9
A00602,Product Page,39
A00602,Website,47
A00602,Product Page,44
A00602,Campaign,34
A00602,Campaign,63
A00602,Campaign,60
A00602,Webinar,62
A00602,Webinar,27
A00602,Product Page,56
A00602,Event,28
A00602,Campaign,22
A00602,Product Page,72
A00602,Event,62
A00602,Product Page,44
A00602,Campaign,49
A00602,Product Page,34
A00602,Website,8
A00602,Campaign,39
A00602,Website,22
A00602,Event,22
A00602,Website,14
A00602,Website,19
A00603,Event,14
A00603,Event,67
A00603,Campaign,36
A00603,Campaign,55
A00603,Product Page,28
A00603,Website,50
A00603,Webinar,70
A00603,Website,16
A00603,Webinar,44
A00603,Campaign,75
A00603,Website,15
A00603,Product Page,35
A00603,Webinar,67
A00603,Product Page,47
A00603,Product Page,36
A00603,Campaign,55
A00603,Event,43
A00603,Product Page,8
A00603,Campaign,10
A00603,Campaign,31
A00603,Event,65
A00604,Website,88
A00604,Website,129
A00604,Webinar,66
A00604,Product Page,101
A00604,Website,52
A00604,Webinar,173
A00604,Product Page,145
A00604,Event,123
A00604,Website,121
A00604,Campaign,149
A00604,Website,77
A00604,Campaign,175
A00604,Website,88
A00604,Event,73
A00605,Campaign,134
A00605,Campaign,50
A00605,Website,99
A00605,Product Page,106
A00605,Event,137
A00605,Website,133
A00605,Website,64
A00605,Website,47
A00605,Campaign,112
A00605,Webinar,50
A00605,Product Page,185
A00605,Event,101
A00605,Webinar,178
A00605,Product Page,98
A00605,Website,114
A00606,Website,135
A00606,Campaign,127
A00606,Event,86
A00606,Event,89
A00606,Website,86
A00606,Website,45
A00606,Website,168
A00606,Product Page,145
A00606,Campaign,104
A00606,Event,116
A00606,Website,68
A00606,Product Page,45
A00606,Product Page,170
A00607,Event,179
A00607,Website,226
A00607,Website,276
A00607,Webinar,356
A00607,Product Page,103
A00607,Campaign,112
A00607,Website,263
A00608,Event,53
A00608,Event,63
A00608,Event,19
A00608,Event,70
A00608,Website,23
A00608,Webinar,36
A00608,Event,38
A00608,Event,61
A00608,Webinar,36
A00608,Product Page,37
A00608,Event,38
A00608,Webinar,41
A00608,Webinar,20
A00608,Product Page,48
A00608,Campaign,44
A00608,Product Page,40
A00608,Event,75
A00608,Webinar,26
A00608,Event,38
A00608,Campaign,16
A00608,Event,73
A00608,Event,60
A00608,Product Page,23
A00608,Website,52
A00609,Campaign,72
A00609,Event,185
A00609,Campaign,150
A00609,Product Page,166
A00609,Product Page,150
A00609,Event,129
A00609,Campaign,80
A00609,Webinar,71
A00609,Product Page,67
A00609,Product Page,170
A00609,Event,39
A00609,Campaign,179
A00609,Product Page,137
A00609,Webinar,56
A00609,Webinar,90
A00609,Product Page,176
A00610,Campaign,12
A00610,Webinar,15
A00610,Product Page,10
A00610,Event,21
A00610,Product Page,7
A00610,Event,9
A00610,Campaign,20
A00610,Webinar,7
A00610,Product Page,18
A00610,Campaign,7
A00610,Campaign,10
A00610,Website,19
A00610,Campaign,3
A00610,Website,22
A00610,Website,17
A00610,Event,4
A00610,Campaign,17
A00610,Event,19
A00610,Product Page,4
A00610,Webinar,21
A00610,Webinar,17
A00610,Campaign,15
A00610,Campaign,7
A00610,Website,18
A00610,Webinar,14
A00610,Campaign,7
A00610,Product Page,10
A00610,Product Page,9
A00611,Event,214
A00611,Website,293
A00611,Event,241
A00612,Webinar,173
A00612,Product Page,67
A00612,Event,145
A00612,Webinar,110
A00612,Website,87
A00612,Product Page,142
A00612,Product Page,166
A00612,Campaign,79
A00612,Event,179
A00612,Product Page,63
A00612,Website,140
A00612,Campaign,38
A00612,Website,97
A00613,Webinar,59
A00613,Product Page,67
A00613,Website,50
A00613,Webinar,5
A00613,Webinar,21
A00613,Event,70
A00613,Product Page,15
A00613,Website,59
A00613,Website,73
A00613,Campaign,22
A00613,Website,11
A00613,Campaign,43
A00613,Product Page,71
A00613,Website,64
A00613,Campaign,23
A00613,Product Page,67
A00613,Webinar,27
A00613,Website,63
A00613,Campaign,35
A00613,Event,13
A00613,Event,56
A00613,Product Page,16
A00614,Event,42
A00614,Campaign,32
A00614,Campaign,14
A00614,Website,6
A00614,Event,50
A00614,Website,26
A00614,Event,8
A00614,Event,10
A00614,Event,37
A00614,Website,55
A00614,Website,66
A00614,Campaign,55
A00614,Product Page,10
A00614,Event,65
A00614,Campaign,53
A00614,Campaign,28
A00614,Product Page,24
A00614,Campaign,7
A00614,Webinar,63
A00614,Campaign,34
A00614,Event,9
A00614,Campaign,67
A00614,Website,15
A00614,Website,64
A00614,Product Page,22
A00614,Event,30
A00614,Webinar,44
A00615,Campaign,239
A00615,Campaign,162
A00615,Webinar,202
A00615,Event,90
A00615,Website,193
A00615,Webinar,161
A00616,Website,178
A00616,Website,148
A00616,Product Page,105
A00616,Product Page,162
A00616,Campaign,95
A00616,Product Page,86
A00616,Webinar,150
A00616,Event,78
A00616,Product Page,174
A00616,Webinar,143
A00616,Website,179
A00616,Website,60
A00616,Webinar,90
A00616,Product Page,112
A00616,Website,166
A00616,Product Page,180
A00616,Website,57
A00616,Event,50
A00616,Product Page,149
A00617,Campaign,28
A00617,Website,48
A00617,Website,35
A00617,Webinar,30
A00617,Event,22
A00617,Product Page,69
A00617,Website,18
A00617,Product Page,39
A00617,Product Page,40
A00617,Product Page,71
A00617,Product Page,33
A00617,Product Page,30
A00617,Webinar,8
A00617,Webinar,37
A00617,Campaign,67
A00617,Product Page,28
A00617,Event,55
A00617,Website,51
A00617,Webinar,66
A00617,Product Page,65
A00617,Campaign,62
A00618,Campaign,43
A00618,Campaign,65
A00618,Website,32
A00618,Event,70
A00618,Webinar,64
A00618,Website,24
A00618,Product Page,42
A00618,Website,56
A00618,Webinar,56
A00618,Product Page,73
A00618,Event,62
A00618,Campaign,54
A00618,Campaign,19
A00618,Event,41
A00618,Event,17
A00618,Product Page,51
A00618,Product Page,43
A00618,Product Page,29
A00618,Website,17
A00618,Website,36
A00618,Website,23
A00618,Product Page,45
A00618,Product Page,12
A00618,Event,53
A00618,Event,75
A00618,Campaign,52
A00619,Webinar,354
A00619,Website,320
A00619,Event,319
A00619,Webinar,130
A00619,Product Page,348
A00619,Product Page,318
A00620,Website,168
A00620,Event,103
A00620,Website,100
A00620,Event,98
A00620,Product Page,67
A00620,Webinar,72
A00620,Campaign,110
A00620,Website,70
A00620,Event,142
A00620,Website,175
A00620,Campaign,119
A00620,Campaign,129
A00620,Campaign,158
A00620,Product Page,127
A00620,Webinar,58
A00620,Webinar,141
A00620,Webinar,118
A00620,Campaign,134
A00621,Webinar,52
A00621,Webinar,45
A00621,Event,38
A00621,Product Page,35
A00621,Product Page,53
A00621,Product Page,37
A00621,Campaign,65
A00621,Event,73
A00621,Event,53
A00621,Webinar,18
A00621,Product Page,66
A00621,Website,7
A00621,Website,14
A00621,Product Page,11
A00621,Webinar,43
A00621,Campaign,55
A00621,Website,27
A00621,Website,42
A00621,Product Page,65
A00621,Event,6
A00621,Event,58
A00621,Event,11
A00621,Webinar,66
A00621,Webinar,64
A00621,Website,59
A00621,Event,68
A00621,Website,8
A00622,Event,39
A00622,Event,47
A00622,Campaign,15
A00622,Webinar,17
A00622,Product Page,37
A00622,Product Page,33
A00622,Campaign,49
A00622,Product Page,9
A00622,Product Page,23
A00622,Webinar,46
A00622,Website,19
A00622,Website,43
A00622,Webinar,40
A00622,Website,40
A00622,Webinar,40
A00622,Product Page,74
A00622,Webinar,53
A00622,Webinar,6
A00622,Product Page,36
A00622,Webinar,54
A00622,Webinar,55
A00622,Website,30
A00622,Webinar,72
A00622,Website,23
A00622,Event,41
A00622,Webinar,72
A00623,Event,2
A00623,Event,9
A00623,Campaign,4
A00623,Webinar,7
A00623,Event,12
A00623,Website,9
A00623,Website,9
A00623,Product Page,16
A00623,Product Page,5
A00623,Website,15
A00623,Product Page,23
A00623,Website,22
A00623,Webinar,22
A00623,Webinar,3
A00623,Website,16
A00623,Webinar,24
A00623,Product Page,16
A00623,Webinar,9
A00623,Webinar,5
A00623,Website,8
A00623,Event,11
A00623,Event,5
A00623,Campaign,11
A00623,Website,21
A00623,Website,10
A00623,Product Page,5
A00623,Product Page,21
A00624,Event,40
A00624,Website,19
A00624,Event,41
A00624,Event,47
A00624,Website,54
A00624,Campaign,65
A00624,Campaign,50
A00624,Campaign,75
A00624,Product Page,9
A00624,Campaign,38
A00624,Product Page,17
A00624,Website,8
A00624,Product Page,8
A00624,Campaign,23
A00624,Product Page,35
A00624,Campaign,53
A00624,Campaign,58
A00624,Campaign,53
A00624,Website,30
A00624,Event,69
A00624,Campaign,16
A00624,Campaign,51
A00624,Campaign,62
A00624,Campaign,44
A00624,Event,20
A00624,Website,70
A00624,Website,75
A00625,Campaign,129
A00625,Website,113
A00625,Website,176
A00625,Webinar,109
A00625,Webinar,77
A00625,Webinar,41
A00625,Product Page,75
A00625,Event,166
A00625,Event,91
A00625,Event,122
A00625,Event,102
A00625,Webinar,147
A00625,Webinar,51
A00625,Event,69
A00626,Campaign,54
A00626,Product Page,35
A00626,Website,108
A00626,Event,184
A00626,Website,177
A00626,Event,173
A00626,Website,40
A00626,Campaign,95
A00626,Webinar,187
A00626,Website,157
A00626,Campaign,133
A00626,Website,184
A00626,Product Page,39
A00626,Webinar,127
A00626,Product Page,122
A00626,Campaign,93
A00626,Webinar,92
A00626,Event,81
A00626,Webinar,111
A00627,Website,157
A00627,Event,104
A00627,Website,168
A00627,Event,82
A00627,Campaign,173
A00627,Webinar,160
A00627,Product Page,40
A00627,Product Page,95
A00627,Website,44
A00627,Website,80
A00627,Product Page,77
A00627,Website,130
A00627,Product Page,185
A00627,Website,44
A00627,Event,50
A00627,Webinar,65
A00627,Event,37
A00627,Event,63
A00627,Webinar,111
A00627,Website,176
A00628,Webinar,71
A00628,Product Page,182
A00628,Webinar,39
A00628,Event,53
A00628,Product Page,146
A00628,Website,69
A00628,Campaign,110
A00628,Product Page,144
A00628,Website,107
A00628,Event,99
A00628,Campaign,66
A00628,Campaign,60
A00628,Webinar,147
A00628,Website,62
A00628,Website,133
A00628,Product Page,37
A00628,Campaign,159
A00628,Campaign,65
A00629,Webinar,183
A00629,Webinar,218
A00629,Event,268
A00629,Product Page,111
A00629,Webinar,317
A00629,Product Page,211
A00629,Product Page,157
A00629,Product Page,99
A00630,Webinar,16
A00630,Product Page,59
A00630,Product Page,41
A00630,Product Page,54
A00630,Product Page,32
A00630,Website,31
A00630,Product Page,43
A00630,Product Page,16
A00630,Event,74
A00630,Event,49
A00630,Event,47
A00630,Product Page,14
A00630,Campaign,15
A00630,Product Page,10
A00630,Campaign,14
A00630,Event,68
A00630,Event,27
A00630,Event,34
A00630,Product Page,66
A00630,Website,31
A00630,Event,58
A00630,Campaign,61
A00630,Campaign,44
A00630,Website,37
A00630,Website,69
A00631,Website,124
A00631,Product Page,355
A00631,Product Page,266
A00631,Webinar,207
A00631,Event,312
A00631,Campaign,297
A00631,Product Page,322
A00632,Product Page,44
A00632,Event,47
A00632,Event,10
A00632,Campaign,25
A00632,Website,71
A00632,Campaign,8
A00632,Event,45
A00632,Webinar,47
A00632,Website,34
A00632,Webinar,28
A00632,Webinar,5
A00632,Product Page,37
A00632,Website,20
A00632,Event,22
A00632,Webinar,11
A00632,Event,22
A00632,Webinar,48
A00632,Website,15
A00632,Webinar,47
A00632,Product Page,39
A00632,Webinar,26
A00632,Event,56
A00632,Website,59
A00632,Website,64
A00632,Webinar,51
A00632,Website,22
A00633,Webinar,6
A00633,Event,4
A00633,Website,19
A00633,Website,5
A00633,Website,15
A00633,Webinar,14
A00633,Event,5
A00633,Website,21
A00633,Webinar,10
A00633,Product Page,20
A00633,Website,23
A00633,Campaign,4
A00633,Campaign,17
A00633,Event,9
A00633,Webinar,12
A00633,Website,19
A00633,Event,25
A00633,Website,13
A00633,Product Page,15
A00633,Event,8
A00633,Product Page,13
A00633,Webinar,15
A00633,Website,3
A00633,Campaign,15
A00633,Website,7
A00633,Event,15
A00633,Website,16
A00634,Website,11
A00634,Website,24
A00634,Campaign,22
A00634,Event,15
A00634,Product Page,17
A00634,Webinar,24
A00634,Event,8
A00634,Campaign,15
A00634,Webinar,24
A00634,Product Page,8
A00634,Product Page,15
A00634,Campaign,16
A00634,Campaign,21
A00634,Campaign,19
A00634,Event,3
A00634,Product Page,5
A00634,Product Page,23
A00634,Website,16
A00634,Webinar,2
A00634,Webinar,20
A00634,Website,13
A00634,Website,18
A00634,Webinar,17
A00634,Campaign,7
A00634,Webinar,13
A00634,Website,24
A00635,Website,1
A00635,Event,4
A00635,Website,2
A00635,Website,1
A00635,Webinar,2
A00635,Campaign,3
A00635,Product Page,6
A00635,Webinar,5
A00635,Webinar,2
A00635,Event,1
A00635,Event,2
A00635,Product Page,6
A00635,Website,1
A00635,Webinar,2
A00635,Product Page,6
A00635,Campaign,3
A00635,Product Page,3
A00635,Campaign,3
A00635,Event,3
A00635,Webinar,5
A00635,Event,1
A00635,Campaign,2
A00635,Webinar,5
A00635,Website,6
A00635,Product Page,2
A00635,Product Page,2
A00635,Webinar,6
A00635,Website,1
A00636,Website,10
A00636,Event,58
A00636,Webinar,55
A00636,Campaign,56
A00636,Webinar,54
A00636,Product Page,57
A00636,Campaign,51
A00636,Event,74
A00636,Event,46
A00636,Website,19
A00636,Event,74
A00636,Product Page,39
A00636,Webinar,39
A00636,Website,26
A00636,Webinar,21
A00636,Website,28
A00636,Campaign,35
A00636,Campaign,46
A00636,Webinar,9
A00636,Event,21
A00636,Website,68
A00637,Campaign,87
A00637,Webinar,47
A00637,Event,114
A00637,Product Page,164
A00637,Website,151
A00637,Website,52
A00637,Website,92
A00637,Event,143
A00637,Event,159
A00637,Product Page,186
A00637,Webinar,185
A00637,Website,142
A00637,Webinar,91
A00637,Website,46
A00637,Product Page,75
A00637,Event,149
A00637,Campaign,160
A00638,Product Page,126
A00638,Event,70
A00638,Campaign,118
A00638,Product Page,71
A00638,Event,80
A00638,Campaign,147
A00638,Website,149
A00638,Product Page,111
A00638,Campaign,64
A00638,Webinar,59
A00638,Website,72
A00638,Product Page,123
A00638,Product Page,182
A00638,Webinar,75
A00638,Webinar,181
A00638,Webinar,139
A00638,Webinar,50
A00639,Website,88
A00639,Campaign,187
A00639,Event,117
A00639,Website,80
A00639,Webinar,114
A00639,Event,65
A00639,Campaign,189
A00639,Webinar,158
A00639,Event,176
A00639,Webinar,68
A00639,Website,133
A00639,Product Page,178
A00639,Campaign,55
A00639,Webinar,134
A00640,Webinar,162
A00640,Campaign,176
A00640,Webinar,67
A00640,Website,40
A00640,Webinar,163
A00640,Product Page,184
A00640,Product Page,107
A00640,Campaign,66
A00640,Website,166
A00640,Webinar,52
A00640,Event,58
A00640,Event,67
A00640,Webinar,153
A00640,Event,149
A00640,Webinar,50
A00640,Website,51
A00640,Event,123
A00640,Event,98
A00641,Product Page,6
A00641,Event,4
A00641,Website,3
A00641,Campaign,5
A00641,Product Page,1
A00641,Website,1
A00641,Product Page,1
A00641,Product Page,4
A00641,Product Page,1
A00641,Campaign,2
A00641,Campaign,2
A00641,Product Page,5
A00641,Product Page,6
A00641,Campaign,3
A00641,Webinar,5
A00641,Event,1
A00641,Event,2
A00641,Website,2
A00641,Webinar,2
A00641,Product Page,4
A00641,Website,6
A00641,Product Page,3
A00641,Campaign,6
A00641,Campaign,2
A00641,Webinar,1
A00641,Webinar,2
A00641,Campaign,5
A00641,Event,4
A00642,Website,158
A00642,Campaign,103
A00642,Website,136
A00642,Website,125
A00642,Website,183
A00642,Campaign,109
A00642,Product Page,58
A00642,Website,104
A00642,Campaign,49
A00642,Webinar,125
A00642,Webinar,79
A00642,Campaign,145
A00642,Webinar,76
A00642,Campaign,184
A00643,Webinar,32
A00643,Webinar,55
A00643,Event,20
A00643,Product Page,50
A00643,Campaign,54
A00643,Event,65
A00643,Webinar,68
A00643,Website,34
A00643,Website,66
A00643,Webinar,62
A00643,Campaign,48
A00643,Event,24
A00643,Event,46
A00643,Website,39
A00643,Event,59
A00643,Product Page,34
A00643,Event,21
A00643,Webinar,45
A00643,Event,32
A00643,Webinar,61
A00643,Campaign,8
A00643,Campaign,25
A00643,Campaign,60
A00644,Campaign,112
A00644,Webinar,145
A00644,Event,38
A00644,Event,179
A00644,Webinar,170
A00644,Website,104
A00644,Webinar,52
A00644,Product Page,78
A00644,Website,73
A00644,Webinar,70
A00644,Product Page,141
A00644,Campaign,92
A00644,Campaign,77
A00644,Product Page,164
A00644,Webinar,48
A00644,Website,112
A00644,Event,164
A00644,Website,87
A00644,Webinar,95
A00645,Webinar,69
A00645,Campaign,43
A00645,Product Page,57
A00645,Campaign,75
A00645,Website,72
A00645,Webinar,17
A00645,Webinar,59
A00645,Product Page,19
A00645,Product Page,44
A00645,Campaign,63
A00645,Product Page,31
A00645,Product Page,18
A00645,Campaign,47
A00645,Website,7
A00645,Website,22
A00645,Event,46
A00645,Website,36
A00645,Campaign,19
A00645,Event,7
A00645,Website,55
A00645,Webinar,14
A00645,Product Page,40
A00645,Campaign,22
A00645,Website,38
A00646,Campaign,27
A00646,Product Page,52
A00646,Website,48
A00646,Webinar,57
A00646,Website,12
A00646,Product Page,74
A00646,Webinar,23
A00646,Webinar,18
A00646,Event,6
A00646,Campaign,58
A00646,Event,66
A00646,Product Page,56
A00646,Product Page,40
A00646,Campaign,36
A00646,Website,73
A00646,Campaign,27
A00646,Event,13
A00646,Product Page,51
A00646,Product Page,67
A00646,Website,70
A00646,Website,59
A00646,Product Page,18
A00646,Event,26
A00646,Webinar,62
A00646,Webinar,75
A00646,Website,30
A00647,Campaign,53
A00647,Event,61
A00647,Event,56
A00647,Event,6
A00647,Website,74
A00647,Website,11
A00647,Event,25
A00647,Webinar,30
A00647,Event,54
A00647,Product Page,8
A00647,Product Page,29
A00647,Event,9
A00647,Website,18
A00647,Website,58
A00647,Webinar,29
A00647,Product Page,12
A00647,Event,57
A00647,Campaign,44
A00647,Campaign,13
A00647,Event,63
A00647,Campaign,33
A00647,Webinar,17
A00647,Product Page,60
A00647,Event,54
A00647,Webinar,23
A00647,Webinar,51
A00648,Campaign,288
A00648,Product Page,129
A00648,Website,330
A00648,Event,213
A00648,Product Page,216
A00648,Webinar,346
A00648,Website,237
A00649,Website,43
A00649,Event,42
A00649,Campaign,62
A00649,Campaign,52
A00649,Event,30
A00649,Campaign,21
A00649,Webinar,74
A00649,Event,12
A00649,Website,72
A00649,Product Page,15
A00649,Event,41
A00649,Campaign,48
A00649,Event,6
A00649,Website,57
A00649,Website,28
A00649,Event,48
A00649,Event,73
