account_id,product_family,competitor,intensity
A00869,Integration,Competitor B,40
A00870,Security,Competitor D,79
A00870,Integration,Competitor D,91
A00871,Infrastructure,Competitor C,31
A00871,Analytics & Data,Competitor D,46
A00871,Applications,Competitor D,81
A00872,Infrastructure,Competitor B,51
A00872,Database,Competitor B,56
A00872,Applications,Competitor B,51
A00872,Integration,Competitor A,48
A00873,Applications,Competitor C,45
A00873,Integration,Competitor A,51
A00874,Analytics & Data,Competitor B,86
A00874,AI & ML,Competitor C,72
A00874,Security,Competitor A,68
A00874,Applications,Competitor B,65
A00875,Infrastructure,Competitor B,100
A00875,Analytics & Data,Competitor D,97
A00875,AI & ML,Competitor B,70
A00875,Security,Competitor D,92
A00875,Applications,Competitor D,98
A00875,Integration,Competitor C,99
A00877,Infrastructure,Competitor D,85
A00877,Database,Competitor D,77
A00877,Analytics & Data,Competitor A,98
A00877,Security,Competitor C,74
A00877,Applications,Competitor D,86
A00877,Integration,Competitor B,82
A00878,Infrastructure,Competitor A,97
A00878,Database,Competitor A,98
A00878,Analytics & Data,Competitor D,100
A00878,AI & ML,Competitor A,99
A00878,Security,Competitor C,80
A00878,Applications,Competitor A,98
A00878,Integration,Competitor D,97
A00879,Database,Competitor C,97
A00879,Analytics & Data,Competitor C,97
A00879,AI & ML,Competitor D,70
A00879,Security,Competitor B,69
A00879,Applications,Competitor D,98
A00879,Integration,Competitor D,97
A00880,Infrastructure,Competitor A,57
A00880,Analytics & Data,Competitor D,83
A00880,Applications,Competitor B,44
A00881,Security,Competitor D,93
A00882,Infrastructure,Competitor C,53
A00882,AI & ML,Competitor C,43
A00882,Security,Competitor C,67
A00882,Applications,Competitor B,92
A00882,Integration,Competitor C,62
A00883,Infrastructure,Competitor C,99
A00883,Database,Competitor C,98
A00883,Analytics & Data,Competitor B,86
A00883,AI & ML,Competitor B,57
A00883,Security,Competitor B,99
A00883,Applications,Competitor D,97
A00883,Integration,Competitor A,99
A00884,Infrastructure,Competitor D,55
A00884,Database,Competitor A,53
A00884,AI & ML,Competitor A,22
A00884,Security,Competitor B,48
A00884,Applications,Competitor C,52
A00885,Analytics & Data,Competitor D,55
A00885,AI & ML,Competitor D,83
A00885,Integration,Competitor A,92
A00886,Infrastructure,Competitor C,91
A00886,Analytics & Data,Competitor B,64
A00886,Security,Competitor C,86
A00887,Infrastructure,Competitor C,75
A00887,Database,Competitor D,54
A00887,Analytics & Data,Competitor D,77
A00887,AI & ML,Competitor C,100
A00887,Security,Competitor B,92
A00887,Integration,Competitor A,71
A00888,Infrastructure,Competitor C,100
A00888,Database,Competitor B,87
A00888,AI & ML,Competitor A,74
A00888,Security,Competitor D,63
A00888,Applications,Competitor A,42
A00889,Infrastructure,Competitor B,77
A00889,Analytics & Data,Competitor B,75
A00889,Security,Competitor C,42
A00889,Applications,Competitor C,97
A00889,Integration,Competitor D,82
A00890,Analytics & Data,Competitor B,50
A00890,Applications,Competitor A,41
A00891,Infrastructure,Competitor C,71
A00891,Analytics & Data,Competitor C,85
A00891,AI & ML,Competitor A,99
A00891,Security,Competitor D,89
A00891,Applications,Competitor A,28
A00891,Integration,Competitor B,49
A00892,Database,Competitor B,54
A00892,AI & ML,Competitor A,40
A00893,Infrastructure,Competitor C,97
A00893,Database,Competitor A,68
A00893,Analytics & Data,Competitor C,98
A00893,AI & ML,Competitor D,100
A00893,Security,Competitor D,89
A00893,Applications,Competitor D,98
A00893,Integration,Competitor A,80
A00894,Infrastructure,Competitor D,57
A00894,Database,Competitor C,66
A00894,Analytics & Data,Competitor D,78
A00894,AI & ML,Competitor D,73
A00894,Integration,Competitor C,54
A00895,AI & ML,Competitor D,99
A00895,Security,Competitor D,73
A00896,Infrastructure,Competitor C,83
A00896,Database,Competitor B,97
A00896,Analytics & Data,Competitor A,100
A00896,AI & ML,Competitor D,97
A00896,Security,Competitor B,99
A00896,Applications,Competitor A,99
A00898,Infrastructure,Competitor A,73
A00898,Database,Competitor C,93
A00898,Analytics & Data,Competitor A,41
A00898,AI & ML,Competitor C,77
A00898,Security,Competitor A,100
A00898,Applications,Competitor A,78
A00898,Integration,Competitor B,70
A00899,Infrastructure,Competitor A,76
A00899,Analytics & Data,Competitor B,99
A00899,Security,Competitor C,43
A00899,Applications,Competitor A,45
A00900,Infrastructure,Competitor C,99
A00900,Analytics & Data,Competitor D,80
A00900,AI & ML,Competitor A,75
A00900,Applications,Competitor D,75
A00900,Integration,Competitor B,71
A00901,Database,Competitor D,33
A00901,Applications,Competitor D,29
A00901,Integration,Competitor A,75
A00902,Infrastructure,Competitor C,68
A00902,Database,Competitor B,100
A00902,Analytics & Data,Competitor B,97
A00902,AI & ML,Competitor A,64
A00902,Security,Competitor B,98
A00902,Applications,Competitor D,55
A00903,Database,Competitor D,77
A00903,AI & ML,Competitor B,85
A00903,Applications,Competitor C,79
A00903,Integration,Competitor A,79
A00904,Infrastructure,Competitor D,35
A00904,Analytics & Data,Competitor B,62
A00904,AI & ML,Competitor B,19
A00904,Applications,Competitor D,36
A00905,Security,Competitor B,66
A00906,Infrastructure,Competitor D,78
A00906,Database,Competitor D,98
A00906,Analytics & Data,Competitor A,62
A00906,AI & ML,Competitor A,85
A00906,Security,Competitor C,81
A00906,Applications,Competitor D,99
A00906,Integration,Competitor C,90
A00907,Database,Competitor C,61
A00907,Analytics & Data,Competitor D,69
A00907,AI & ML,Competitor D,45
A00907,Security,Competitor B,10
A00907,Applications,Competitor B,38
A00907,Integration,Competitor A,42
A00908,Infrastructure,Competitor C,90
A00908,Database,Competitor B,70
A00908,Analytics & Data,Competitor A,100
A00908,AI & ML,Competitor B,100
A00908,Security,Competitor B,93
A00908,Applications,Competitor D,100
A00909,Infrastructure,Competitor A,98
A00909,Database,Competitor C,99
A00909,AI & ML,Competitor B,99
A00909,Applications,Competitor D,82
A00909,Integration,Competitor B,100
A00910,Infrastructure,Competitor C,99
A00910,Analytics & Data,Competitor C,99
A00910,AI & ML,Competitor C,99
A00910,Security,Competitor D,100
A00910,Applications,Competitor B,99
A00910,Integration,Competitor B,68
A00911,Database,Competitor A,20
A00911,Analytics & Data,Competitor B,29
A00912,Analytics & Data,Competitor D,83
A00912,Security,Competitor A,44
A00912,Applications,Competitor B,73
A00913,Infrastructure,Competitor B,98
A00913,Database,Competitor B,100
A00913,AI & ML,Competitor C,82
A00913,Security,Competitor A,99
A00913,Applications,Competitor A,98
A00913,Integration,Competitor D,100
A00914,Infrastructure,Competitor A,97
A00914,Database,Competitor D,83
A00914,Analytics & Data,Competitor A,85
A00914,Integration,Competitor A,85
A00915,Infrastructure,Competitor B,74
A00915,Database,Competitor D,74
A00915,Analytics & Data,Competitor A,69
A00915,AI & ML,Competitor A,97
A00915,Security,Competitor B,97
A00915,Integration,Competitor B,97
A00916,Infrastructure,Competitor B,100
A00916,Analytics & Data,Competitor B,100
A00916,AI & ML,Competitor C,100
A00916,Security,Competitor C,84
A00916,Applications,Competitor D,98
A00916,Integration,Competitor B,97
A00917,Database,Competitor C,78
A00917,Analytics & Data,Competitor B,50
A00917,AI & ML,Competitor A,74
A00917,Applications,Competitor D,78
A00917,Integration,Competitor B,75
A00918,Infrastructure,Competitor A,71
A00918,Database,Competitor B,82
A00918,Analytics & Data,Competitor B,98
A00918,AI & ML,Competitor C,97
A00918,Applications,Competitor D,98
A00918,Integration,Competitor A,88
A00919,Database,Competitor C,71
A00919,Analytics & Data,Competitor A,93
A00919,AI & ML,Competitor B,80
A00919,Security,Competitor C,86
A00919,Applications,Competitor C,91
A00919,Integration,Competitor A,97
A00920,Applications,Competitor C,98
A00920,Integration,Competitor B,48
A00921,Database,Competitor C,45
A00921,Analytics & Data,Competitor C,73
A00921,Integration,Competitor C,76
A00922,AI & ML,Competitor D,44
A00922,Security,Competitor C,76
A00922,Applications,Competitor C,66
A00922,Integration,Competitor A,98
A00923,Infrastructure,Competitor D,83
A00923,Database,Competitor B,77
A00923,Analytics & Data,Competitor C,97
A00923,AI & ML,Competitor D,70
A00923,Applications,Competitor C,63
A00923,Integration,Competitor A,71
A00924,AI & ML,Competitor B,62
A00925,Database,Competitor B,78
A00925,Analytics & Data,Competitor A,36
A00925,Security,Competitor A,47
A00925,Applications,Competitor B,65
A00925,Integration,Competitor D,82
A00926,Infrastructure,Competitor D,98
A00926,Database,Competitor D,88
A00926,Analytics & Data,Competitor B,97
A00926,AI & ML,Competitor C,97
A00926,Security,Competitor C,99
A00926,Applications,Competitor D,99
A00926,Integration,Competitor D,98
A00927,Infrastructure,Competitor A,36
A00927,Database,Competitor B,99
A00927,Analytics & Data,Competitor D,98
A00927,Integration,Competitor C,90
A00928,Infrastructure,Competitor D,80
A00928,Database,Competitor A,84
A00928,Analytics & Data,Competitor B,90
A00928,AI & ML,Competitor C,100
A00928,Security,Competitor C,86
A00929,Database,Competitor C,51
A00930,AI & ML,Competitor C,40
A00930,Integration,Competitor B,37
A00931,Infrastructure,Competitor B,98
A00931,Database,Competitor B,46
A00931,Analytics & Data,Competitor C,43
A00931,AI & ML,Competitor C,98
A00931,Applications,Competitor A,99
A00932,Infrastructure,Competitor C,98
A00932,Database,Competitor C,76
A00932,Analytics & Data,Competitor C,69
A00932,AI & ML,Competitor C,100
A00932,Security,Competitor A,84
A00932,Applications,Competitor D,83
A00933,Infrastructure,Competitor C,93
A00933,Security,Competitor C,98
A00933,Applications,Competitor A,79
A00933,Integration,Competitor B,75
A00934,Analytics & Data,Competitor D,45
A00934,AI & ML,Competitor A,38
A00935,Database,Competitor A,82
A00935,Analytics & Data,Competitor D,98
A00935,AI & ML,Competitor B,97
A00935,Security,Competitor B,100
A00935,Applications,Competitor D,69
A00936,Applications,Competitor B,66
A00937,Infrastructure,Competitor C,62
A00937,Database,Competitor A,80
A00937,Analytics & Data,Competitor C,67
A00937,AI & ML,Competitor D,64
A00938,Infrastructure,Competitor C,98
A00938,Database,Competitor B,100
A00938,Analytics & Data,Competitor B,98
A00938,AI & ML,Competitor B,98
A00938,Security,Competitor D,99
A00938,Applications,Competitor C,100
A00938,Integration,Competitor C,98
A00939,Infrastructure,Competitor C,99
A00939,Analytics & Data,Competitor B,70
A00939,AI & ML,Competitor B,82
A00939,Applications,Competitor A,70
A00940,Infrastructure,Competitor A,98
A00940,Database,Competitor C,97
A00940,Security,Competitor C,84
A00940,Applications,Competitor A,80
A00940,Integration,Competitor D,91
A00941,Infrastructure,Competitor D,91
A00941,Database,Competitor A,82
A00941,Analytics & Data,Competitor D,100
A00941,AI & ML,Competitor D,98
A00941,Applications,Competitor D,100
A00941,Integration,Competitor C,89
A00942,Infrastructure,Competitor D,99
A00942,Database,Competitor C,47
A00942,Analytics & Data,Competitor D,87
A00942,AI & ML,Competitor A,78
A00942,Security,Competitor A,99
A00942,Applications,Competitor A,100
A00942,Integration,Competitor D,77
A00943,Database,Competitor A,89
A00943,Analytics & Data,Competitor A,70
A00943,AI & ML,Competitor C,83
A00943,Applications,Competitor B,82
A00943,Integration,Competitor D,80
A00944,Infrastructure,Competitor A,52
A00944,Database,Competitor A,97
A00944,Analytics & Data,Competitor C,79
A00944,AI & ML,Competitor C,85
A00944,Security,Competitor D,100
A00944,Integration,Competitor D,79
A00945,Infrastructure,Competitor C,88
A00945,Database,Competitor C,47
A00945,Analytics & Data,Competitor B,84
A00945,AI & ML,Competitor A,68
A00945,Security,Competitor A,82
A00945,Integration,Competitor A,86
A00946,Infrastructure,Competitor A,100
A00946,Database,Competitor A,66
A00946,Analytics & Data,Competitor A,98
A00946,AI & ML,Competitor D,99
A00946,Security,Competitor D,90
A00946,Applications,Competitor A,97
A00946,Integration,Competitor A,98
A00947,Infrastructure,Competitor B,99
A00947,Analytics & Data,Competitor B,93
A00947,Security,Competitor D,50
A00948,Infrastructure,Competitor B,92
A00948,Database,Competitor D,85
A00948,Analytics & Data,Competitor D,47
A00948,AI & ML,Competitor D,97
A00948,Security,Competitor D,98
A00948,Applications,Competitor C,52
A00948,Integration,Competitor C,98
A00949,Infrastructure,Competitor D,97
A00949,Database,Competitor D,43
A00949,Analytics & Data,Competitor A,90
A00949,Applications,Competitor C,98
A00949,Integration,Competitor C,100
A00950,Infrastructure,Competitor A,99
A00950,Database,Competitor B,76
A00950,Security,Competitor B,83
A00950,Applications,Competitor B,98
A00950,Integration,Competitor A,56
A00951,AI & ML,Competitor C,59
A00951,Applications,Competitor D,83
A00951,Integration,Competitor A,69
A00952,AI & ML,Competitor D,36
A00952,Applications,Competitor B,55
A00953,Database,Competitor B,35
A00953,Applications,Competitor C,59
A00953,Integration,Competitor B,56
A00954,Infrastructure,Competitor A,46
A00954,Analytics & Data,Competitor A,97
A00954,AI & ML,Competitor B,75
A00954,Applications,Competitor A,98
A00954,Integration,Competitor C,53
A00955,Database,Competitor C,73
A00955,Analytics & Data,Competitor C,81
A00955,AI & ML,Competitor A,54
A00955,Security,Competitor D,89
A00955,Applications,Competitor A,97
A00955,Integration,Competitor C,99
A00956,Infrastructure,Competitor B,64
A00956,Security,Competitor B,37
A00957,Infrastructure,Competitor D,58
A00957,Database,Competitor B,49
A00958,Infrastructure,Competitor A,100
A00958,Database,Competitor B,100
A00958,Applications,Competitor D,78
A00959,Infrastructure,Competitor B,44
A00959,Analytics & Data,Competitor A,82
A00959,AI & ML,Competitor D,42
A00959,Security,Competitor C,74
A00959,Applications,Competitor C,50
A00960,Infrastructure,Competitor C,19
A00961,Analytics & Data,Competitor A,62
A00961,AI & ML,Competitor C,88
A00961,Security,Competitor B,99
A00961,Applications,Competitor B,98
A00962,Infrastructure,Competitor A,88
A00962,Database,Competitor A,30
A00962,Analytics & Data,Competitor C,99
A00962,AI & ML,Competitor D,98
A00962,Security,Competitor A,100
A00962,Integration,Competitor C,97
A00963,Infrastructure,Competitor D,79
A00963,Database,Competitor C,78
A00963,Analytics & Data,Competitor A,93
A00963,AI & ML,Competitor B,74
A00963,Security,Competitor A,98
A00963,Integration,Competitor D,73
A00964,Infrastructure,Competitor D,92
A00964,Analytics & Data,Competitor B,35
A00964,AI & ML,Competitor D,90
A00965,Analytics & Data,Competitor D,40
A00965,Security,Competitor D,92
A00965,Applications,Competitor C,88
A00966,Database,Competitor B,70
A00967,Infrastructure,Competitor B,100
A00967,Database,Competitor D,71
A00967,Analytics & Data,Competitor C,71
A00967,AI & ML,Competitor A,93
A00968,Infrastructure,Competitor B,77
A00968,Database,Competitor A,97
A00968,Analytics & Data,Competitor B,92
A00968,AI & ML,Competitor A,98
A00968,Applications,Competitor D,99
A00968,Integration,Competitor C,98
A00969,Analytics & Data,Competitor D,49
A00969,Applications,Competitor D,61
A00970,Database,Competitor D,40
A00970,Applications,Competitor C,12
A00971,Security,Competitor A,62
A00971,Applications,Competitor D,84
A00971,Integration,Competitor A,84
A00972,Infrastructure,Competitor A,98
A00972,Database,Competitor C,98
A00972,Analytics & Data,Competitor D,98
A00972,Security,Competitor A,99
A00972,Integration,Competitor D,85
A00973,Applications,Competitor C,84
A00974,Database,Competitor C,27
A00974,AI & ML,Competitor C,79
A00975,Integration,Competitor A,58
A00976,Infrastructure,Competitor C,63
A00977,Infrastructure,Competitor D,89
A00977,Database,Competitor C,89
A00977,Analytics & Data,Competitor A,98
A00977,Security,Competitor A,98
A00977,Integration,Competitor A,81
A00978,Analytics & Data,Competitor C,85
A00978,Applications,Competitor D,45
A00978,Integration,Competitor A,39
A00979,Infrastructure,Competitor C,100
A00979,Analytics & Data,Competitor C,71
A00979,AI & ML,Competitor D,49
A00979,Security,Competitor A,99
A00979,Applications,Competitor D,100
A00979,Integration,Competitor C,100
A00980,Infrastructure,Competitor D,72
A00980,Analytics & Data,Competitor B,35
A00980,AI & ML,Competitor C,90
A00980,Security,Competitor B,100
A00980,Applications,Competitor B,67
A00981,Infrastructure,Competitor A,93
A00981,Database,Competitor B,58
A00981,Analytics & Data,Competitor B,83
A00981,AI & ML,Competitor C,79
A00981,Applications,Competitor A,53
A00982,Infrastructure,Competitor A,84
A00982,Database,Competitor A,100
A00982,Analytics & Data,Competitor D,93
A00982,AI & ML,Competitor A,54
A00982,Security,Competitor C,16
A00982,Integration,Competitor A,70
A00983,Infrastructure,Competitor D,100
A00983,Database,Competitor D,99
A00983,Analytics & Data,Competitor D,100
A00983,AI & ML,Competitor C,100
A00983,Applications,Competitor B,100
A00983,Integration,Competitor C,99
A00984,Analytics & Data,Competitor B,26
A00984,AI & ML,Competitor D,38
A00985,Database,Competitor B,97
A00985,Analytics & Data,Competitor D,72
A00985,AI & ML,Competitor D,99
A00985,Security,Competitor B,100
A00985,Applications,Competitor B,100
A00985,Integration,Competitor C,93
A00986,Infrastructure,Competitor B,41
A00986,Database,Competitor B,69
A00986,Analytics & Data,Competitor B,98
A00986,AI & ML,Competitor A,85
A00986,Security,Competitor C,99
A00986,Applications,Competitor C,80
A00986,Integration,Competitor D,90
A00987,Infrastructure,Competitor C,75
A00987,AI & ML,Competitor A,45
A00987,Applications,Competitor D,90
A00987,Integration,Competitor B,41
A00988,Infrastructure,Competitor A,64
A00988,AI & ML,Competitor C,36
A00989,Infrastructure,Competitor B,66
A00989,Database,Competitor C,89
A00989,Analytics & Data,Competitor C,99
A00989,Applications,Competitor D,99
A00989,Integration,Competitor D,81
A00990,Analytics & Data,Competitor C,80
A00991,Analytics & Data,Competitor A,75
A00991,Applications,Competitor A,26
A00992,Infrastructure,Competitor D,97
A00992,Database,Competitor A,37
A00992,Analytics & Data,Competitor A,86
A00992,Security,Competitor C,72
A00992,Applications,Competitor D,99
A00992,Integration,Competitor C,38
A00993,Infrastructure,Competitor B,78
A00993,Analytics & Data,Competitor B,67
A00993,AI & ML,Competitor A,84
A00993,Security,Competitor D,35
A00993,Applications,Competitor B,68
A00993,Integration,Competitor C,100
A00994,AI & ML,Competitor C,28
A00995,Infrastructure,Competitor A,80
A00995,Database,Competitor C,100
A00995,AI & ML,Competitor B,77
A00995,Integration,Competitor D,35
A00996,Infrastructure,Competitor D,97
A00996,Database,Competitor C,100
A00996,Analytics & Data,Competitor B,87
A00996,AI & ML,Competitor D,100
A00996,Security,Competitor C,60
A00996,Applications,Competitor B,100
A00996,Integration,Competitor A,99
A00997,Infrastructure,Competitor A,38
A00997,Database,Competitor A,36
A00998,Infrastructure,Competitor C,25
A00998,Database,Competitor B,30
A00998,Analytics & Data,Competitor D,84
A00998,Integration,Competitor C,24
A00999,Infrastructure,Competitor D,73
A00999,AI & ML,Competitor C,86
A00999,Security,Competitor A,85
A01000,Infrastructure,Competitor C,76
A01000,Database,Competitor A,87
A01000,Security,Competitor D,77
A01001,Infrastructure,Competitor A,99
A01001,Database,Competitor B,97
A01001,Analytics & Data,Competitor C,100
A01001,AI & ML,Competitor D,97
A01001,Security,Competitor D,98
A01001,Applications,Competitor C,97
A01001,Integration,Competitor A,99
A01002,Database,Competitor A,78
A01002,Security,Competitor C,64
A01002,Applications,Competitor C,52
A01002,Integration,Competitor A,45
A01003,Infrastructure,Competitor C,100
A01003,Database,Competitor D,100
A01003,AI & ML,Competitor B,97
A01003,Security,Competitor C,100
A01003,Integration,Competitor D,100
A01005,Infrastructure,Competitor A,46
A01005,Database,Competitor D,49
A01005,Analytics & Data,Competitor D,55
A01005,Security,Competitor C,71
A01005,Integration,Competitor D,22
A01006,Infrastructure,Competitor B,35
A01006,AI & ML,Competitor C,46
A01007,Infrastructure,Competitor A,98
A01007,Database,Competitor C,70
A01007,Analytics & Data,Competitor A,98
A01007,AI & ML,Competitor B,100
A01007,Security,Competitor A,70
A01007,Integration,Competitor D,93
A01008,Integration,Competitor A,51
A01009,Infrastructure,Competitor C,76
A01009,Database,Competitor A,73
A01009,Analytics & Data,Competitor B,40
A01009,Applications,Competitor D,98
A01009,Integration,Competitor D,73
A01010,Infrastructure,Competitor C,93
A01010,Analytics & Data,Competitor D,16
A01010,AI & ML,Competitor A,82
A01010,Security,Competitor A,84
A01010,Applications,Competitor C,91
A01011,Analytics & Data,Competitor B,38
A01012,Infrastructure,Competitor D,44
A01012,Database,Competitor A,35
A01012,Analytics & Data,Competitor C,87
A01012,Integration,Competitor B,73
A01013,Infrastructure,Competitor B,50
A01013,Database,Competitor D,74
A01013,Analytics & Data,Competitor D,98
A01013,AI & ML,Competitor B,97
A01013,Security,Competitor B,78
A01013,Applications,Competitor C,76
A01013,Integration,Competitor B,78
A01014,Database,Competitor A,70
A01014,Security,Competitor B,38
A01015,Analytics & Data,Competitor D,93
A01015,AI & ML,Competitor A,90
A01015,Integration,Competitor D,78
A01016,Infrastructure,Competitor A,81
A01016,AI & ML,Competitor C,37
A01016,Applications,Competitor C,83
A01016,Integration,Competitor B,60
A01017,Infrastructure,Competitor B,98
A01017,Database,Competitor D,98
A01017,AI & ML,Competitor A,73
A01017,Security,Competitor B,98
A01017,Applications,Competitor C,100
A01018,Infrastructure,Competitor B,99
A01018,Database,Competitor C,98
A01018,Analytics & Data,Competitor B,74
A01018,AI & ML,Competitor D,100
A01018,Security,Competitor D,97
A01018,Applications,Competitor A,97
A01018,Integration,Competitor A,98
A01019,AI & ML,Competitor A,41
A01020,Applications,Competitor D,92
A01021,Infrastructure,Competitor A,58
A01021,Analytics & Data,Competitor B,91
A01021,AI & ML,Competitor C,98
A01021,Security,Competitor C,48
A01021,Applications,Competitor C,61
A01021,Integration,Competitor D,49
A01022,Infrastructure,Competitor C,27
A01022,Database,Competitor A,69
A01022,Analytics & Data,Competitor D,86
A01022,AI & ML,Competitor D,99
A01022,Security,Competitor D,98
A01023,Database,Competitor B,100
A01023,AI & ML,Competitor C,82
A01023,Security,Competitor A,75
A01023,Applications,Competitor B,100
A01023,Integration,Competitor A,75
A01024,Infrastructure,Competitor C,100
A01024,Database,Competitor D,100
A01024,Analytics & Data,Competitor C,99
A01024,AI & ML,Competitor D,71
A01024,Security,Competitor C,100
A01024,Applications,Competitor B,97
A01024,Integration,Competitor D,97
A01025,Infrastructure,Competitor B,97
A01025,Database,Competitor B,97
A01025,Analytics & Data,Competitor B,100
A01025,AI & ML,Competitor B,97
A01025,Security,Competitor D,100
A01025,Applications,Competitor B,97
A01025,Integration,Competitor C,73
A01026,Infrastructure,Competitor A,62
A01026,Analytics & Data,Competitor C,41
A01026,AI & ML,Competitor C,57
A01026,Applications,Competitor C,14
A01027,Database,Competitor A,99
A01027,Analytics & Data,Competitor C,100
A01027,AI & ML,Competitor D,91
A01027,Security,Competitor C,100
A01027,Applications,Competitor D,99
A01027,Integration,Competitor B,32
A01028,Infrastructure,Competitor C,43
A01028,Analytics & Data,Competitor C,65
A01028,AI & ML,Competitor D,53
A01028,Security,Competitor C,64
A01028,Integration,Competitor D,86
A01029,Infrastructure,Competitor B,37
A01030,Infrastructure,Competitor B,92
A01030,Database,Competitor A,38
A01030,Applications,Competitor B,71
A01031,Infrastructure,Competitor D,23
A01031,Analytics & Data,Competitor C,86
A01031,Integration,Competitor D,90
A01032,AI & ML,Competitor A,69
A01032,Applications,Competitor A,68
A01032,Integration,Competitor C,48
A01033,Infrastructure,Competitor B,77
A01033,Database,Competitor D,36
A01033,Analytics & Data,Competitor B,63
A01034,Infrastructure,Competitor B,68
A01034,Database,Competitor A,100
A01034,Analytics & Data,Competitor C,74
A01034,AI & ML,Competitor B,72
A01034,Security,Competitor A,85
A01034,Applications,Competitor D,71
A01034,Integration,Competitor C,79
A01035,Infrastructure,Competitor D,68
A01035,Database,Competitor B,99
A01035,AI & ML,Competitor D,63
A01035,Applications,Competitor B,78
A01036,Infrastructure,Competitor D,68
A01036,Database,Competitor A,89
A01036,Applications,Competitor D,77
A01036,Integration,Competitor C,87
A01037,AI & ML,Competitor C,37
A01038,Infrastructure,Competitor D,100
A01038,Database,Competitor B,99
A01038,Analytics & Data,Competitor C,69
A01038,AI & ML,Competitor A,74
A01038,Applications,Competitor B,40
A01038,Integration,Competitor B,100
A01039,Database,Competitor B,63
A01039,Analytics & Data,Competitor D,37
A01039,Integration,Competitor D,50
A01040,Infrastructure,Competitor C,61
A01040,Database,Competitor C,56
A01040,Analytics & Data,Competitor D,75
A01040,Applications,Competitor B,60
A01041,Database,Competitor A,54
A01041,Security,Competitor A,50
A01041,Applications,Competitor D,61
A01042,Database,Competitor D,47
A01042,Security,Competitor C,98
A01043,Infrastructure,Competitor D,99
A01043,Database,Competitor D,80
A01043,AI & ML,Competitor A,80
A01043,Integration,Competitor B,71
A01044,Infrastructure,Competitor B,90
A01044,Security,Competitor A,59
A01044,Integration,Competitor C,60
A01045,Infrastructure,Competitor D,100
A01045,Database,Competitor A,98
A01045,Analytics & Data,Competitor A,62
A01045,Security,Competitor C,100
A01045,Applications,Competitor D,98
A01045,Integration,Competitor A,98
A01046,Infrastructure,Competitor A,85
A01046,Database,Competitor A,100
A01046,Security,Competitor C,78
A01046,Applications,Competitor A,66
A01047,Infrastructure,Competitor C,98
A01047,Database,Competitor D,97
A01047,Analytics & Data,Competitor B,99
A01047,Applications,Competitor B,99
A01047,Integration,Competitor A,100
A01049,Infrastructure,Competitor D,65
A01049,Database,Competitor A,97
A01049,Analytics & Data,Competitor D,72
A01049,AI & ML,Competitor B,78
A01049,Security,Competitor D,99
A01049,Applications,Competitor C,79
A01050,Infrastructure,Competitor D,98
A01050,Database,Competitor A,99
A01050,Security,Competitor C,98
A01050,Applications,Competitor D,99
A01050,Integration,Competitor D,97
A01051,Database,Competitor D,17
A01051,Security,Competitor A,24
A01051,Applications,Competitor B,59
A01051,Integration,Competitor A,39
A01052,Analytics & Data,Competitor B,25
A01052,Security,Competitor A,24
A01052,Applications,Competitor B,41
A01052,Integration,Competitor B,44
A01053,Infrastructure,Competitor B,16
A01053,AI & ML,Competitor C,42
A01053,Security,Competitor D,83
A01054,Infrastructure,Competitor C,79
A01054,Database,Competitor B,92
A01054,AI & ML,Competitor B,51
A01054,Security,Competitor B,64
A01054,Applications,Competitor D,43
A01054,Integration,Competitor C,98
A01055,Infrastructure,Competitor C,30
A01055,Database,Competitor C,48
A01055,Security,Competitor D,26
A01055,Applications,Competitor B,15
A01056,Infrastructure,Competitor C,85
A01056,Database,Competitor D,71
A01056,Security,Competitor A,79
A01057,Infrastructure,Competitor B,77
A01057,Database,Competitor D,98
A01057,AI & ML,Competitor D,98
A01057,Security,Competitor C,76
A01057,Integration,Competitor C,86
A01058,Infrastructure,Competitor A,83
A01058,Database,Competitor B,69
A01058,Analytics & Data,Competitor D,43
A01058,AI & ML,Competitor D,97
A01058,Applications,Competitor B,85
A01059,Analytics & Data,Competitor B,91
A01059,AI & ML,Competitor D,68
A01059,Security,Competitor D,71
A01059,Integration,Competitor A,85
A01060,Database,Competitor B,82
A01060,Analytics & Data,Competitor D,88
A01060,AI & ML,Competitor B,63
A01060,Security,Competitor A,85
A01060,Applications,Competitor C,77
A01060,Integration,Competitor C,97
A01061,Database,Competitor B,52
A01061,Security,Competitor C,13
A01061,Integration,Competitor B,33
A01062,Database,Competitor D,87
A01062,Analytics & Data,Competitor D,99
A01062,AI & ML,Competitor D,100
A01062,Security,Competitor B,79
A01062,Integration,Competitor A,98
A01063,Infrastructure,Competitor A,70
A01063,Database,Competitor A,64
A01063,Analytics & Data,Competitor D,75
A01063,AI & ML,Competitor D,62
A01063,Security,Competitor C,73
A01063,Applications,Competitor B,67
A01063,Integration,Competitor B,90
A01064,Infrastructure,Competitor A,98
A01064,Database,Competitor C,93
A01064,Analytics & Data,Competitor B,92
A01064,Security,Competitor C,78
A01064,Applications,Competitor C,99
A01064,Integration,Competitor D,68
A01065,Applications,Competitor D,28
A01066,Database,Competitor C,67
A01066,Security,Competitor C,93
A01067,Integration,Competitor B,81
A01068,Analytics & Data,Competitor B,47
A01068,AI & ML,Competitor A,78
A01068,Applications,Competitor B,58
A01069,Database,Competitor D,78
A01069,Integration,Competitor B,27
A01070,Database,Competitor A,88
