account_id,product_family,product_engagement_score
A00698,Integration,54
A00699,Infrastructure,86
A00699,Database,24
A00699,Analytics & Data,33
A00699,AI & ML,66
A00699,Security,30
A00699,Applications,36
A00699,Integration,21
A00700,Infrastructure,97
A00700,Database,94
A00700,Analytics & Data,91
A00700,AI & ML,88
A00700,Security,88
A00700,Applications,93
A00700,Integration,21
A00701,Infrastructure,86
A00701,Database,72
A00701,Analytics & Data,70
A00701,AI & ML,76
A00701,Security,99
A00701,Applications,98
A00701,Integration,97
A00702,Infrastructure,55
A00702,Database,51
A00702,Analytics & Data,78
A00702,AI & ML,80
A00702,Security,49
A00702,Applications,82
A00702,Integration,48
A00703,Infrastructure,90
A00703,Database,99
A00703,Analytics & Data,78
A00703,AI & ML,85
A00703,Security,82
A00703,Applications,78
A00703,Integration,100
A00704,Infrastructure,79
A00704,Database,93
A00704,Analytics & Data,68
A00704,AI & ML,59
A00704,Security,84
A00704,Applications,69
A00704,Integration,69
A00705,Infrastructure,90
A00705,Database,51
A00705,Analytics & Data,11
A00705,AI & ML,65
A00705,Security,40
A00705,Applications,11
A00705,Integration,14
A00706,Infrastructure,49
A00706,Database,89
A00706,Analytics & Data,100
A00706,AI & ML,90
A00706,Security,37
A00706,Applications,63
A00706,Integration,48
A00707,Infrastructure,80
A00707,Database,99
A00707,Analytics & Data,94
A00707,AI & ML,97
A00707,Security,100
A00707,Applications,100
A00707,Integration,98
A00708,Infrastructure,45
A00708,Database,85
A00708,Analytics & Data,66
A00708,AI & ML,64
A00708,Security,70
A00708,Applications,60
A00708,Integration,50
A00709,Infrastructure,88
A00709,Database,78
A00709,Analytics & Data,78
A00709,AI & ML,79
A00709,Security,22
A00709,Applications,93
A00709,Integration,84
A00710,Infrastructure,24
A00710,Database,49
A00710,Analytics & Data,60
A00710,AI & ML,91
A00710,Security,31
A00710,Applications,15
A00710,Integration,11
A00711,Infrastructure,98
A00711,Database,88
A00711,Analytics & Data,78
A00711,AI & ML,13
A00711,Security,66
A00711,Applications,99
A00711,Integration,46
A00712,Infrastructure,50
A00712,Database,27
A00712,Analytics & Data,72
A00712,AI & ML,58
A00712,Security,93
A00712,Applications,92
A00712,Integration,53
A00713,Infrastructure,88
A00713,Database,45
A00713,Analytics & Data,92
A00713,AI & ML,92
A00713,Security,93
A00713,Applications,98
A00713,Integration,81
A00714,Infrastructure,31
A00714,Database,31
A00714,Analytics & Data,42
A00714,AI & ML,45
A00714,Security,24
A00714,Applications,34
A00714,Integration,54
A00715,Infrastructure,81
A00715,Database,33
A00715,Analytics & Data,78
A00715,AI & ML,49
A00715,Security,16
A00715,Applications,33
A00715,Integration,70
A00716,Infrastructure,85
A00716,Database,10
A00716,Analytics & Data,27
A00716,AI & ML,67
A00716,Security,70
A00716,Applications,61
A00716,Integration,72
A00717,Infrastructure,79
A00717,Database,84
A00717,Analytics & Data,83
A00717,AI & ML,70
A00717,Security,56
A00717,Applications,85
A00717,Integration,78
A00718,Infrastructure,54
A00718,Database,17
A00718,Analytics & Data,67
A00718,AI & ML,77
A00718,Security,50
A00718,Applications,45
A00718,Integration,48
A00719,Infrastructure,65
A00719,Database,54
A00719,Analytics & Data,79
A00719,AI & ML,47
A00719,Security,65
A00719,Applications,52
A00719,Integration,68
A00720,Infrastructure,29
A00720,Database,55
A00720,Analytics & Data,69
A00720,AI & ML,12
A00720,Security,48
A00720,Applications,42
A00720,Integration,24
A00721,Infrastructure,90
A00721,Database,37
A00721,Analytics & Data,45
A00721,AI & ML,56
A00721,Security,54
A00721,Applications,48
A00721,Integration,45
A00722,Infrastructure,39
A00722,Database,30
A00722,Analytics & Data,80
A00722,AI & ML,19
A00722,Security,50
A00722,Applications,48
A00722,Integration,26
A00723,Infrastructure,93
A00723,Database,82
A00723,Analytics & Data,80
A00723,AI & ML,98
A00723,Security,61
A00723,Applications,86
A00723,Integration,98
A00724,Infrastructure,81
A00724,Database,51
A00724,Analytics & Data,70
A00724,AI & ML,79
A00724,Security,82
A00724,Applications,52
A00724,Integration,85
A00725,Infrastructure,85
A00725,Database,94
A00725,Analytics & Data,26
A00725,AI & ML,65
A00725,Security,16
A00725,Applications,71
A00725,Integration,93
A00726,Infrastructure,24
A00726,Database,54
A00726,Analytics & Data,28
A00726,AI & ML,35
A00726,Security,41
A00726,Applications,26
A00726,Integration,81
A00727,Infrastructure,32
A00727,Database,88
A00727,Analytics & Data,65
A00727,AI & ML,57
A00727,Security,82
A00727,Applications,18
A00727,Integration,50
A00728,Infrastructure,35
A00728,Database,30
A00728,Analytics & Data,14
A00728,AI & ML,29
A00728,Security,25
A00728,Applications,16
A00728,Integration,25
A00729,Infrastructure,98
A00729,Database,89
A00729,Analytics & Data,77
A00729,AI & ML,88
A00729,Security,99
A00729,Applications,99
A00729,Integration,100
A00730,Infrastructure,87
A00730,Database,78
A00730,Analytics & Data,99
A00730,AI & ML,99
A00730,Security,80
A00730,Applications,98
A00730,Integration,100
A00731,Infrastructure,88
A00731,Database,81
A00731,Analytics & Data,53
A00731,AI & ML,60
A00731,Security,42
A00731,Applications,17
A00731,Integration,84
A00732,Infrastructure,48
A00732,Database,65
A00732,Analytics & Data,27
A00732,AI & ML,11
A00732,Security,59
A00732,Applications,33
A00732,Integration,33
A00733,Infrastructure,58
A00733,Database,16
A00733,Analytics & Data,21
A00733,AI & ML,23
A00733,Security,13
A00733,Applications,28
A00733,Integration,72
A00734,Infrastructure,64
A00734,Database,13
A00734,Analytics & Data,19
A00734,AI & ML,30
A00734,Security,23
A00734,Applications,64
A00734,Integration,36
A00735,Infrastructure,91
A00735,Database,50
A00735,Analytics & Data,99
A00735,AI & ML,63
A00735,Security,93
A00735,Applications,98
A00735,Integration,94
A00736,Infrastructure,81
A00736,Database,11
A00736,Analytics & Data,20
A00736,AI & ML,57
A00736,Security,68
A00736,Applications,58
A00736,Integration,64
A00737,Infrastructure,50
A00737,Database,86
A00737,Analytics & Data,94
A00737,AI & ML,48
A00737,Security,47
A00737,Applications,60
A00737,Integration,77
A00738,Infrastructure,76
A00738,Database,87
A00738,Analytics & Data,46
A00738,AI & ML,98
A00738,Security,67
A00738,Applications,81
A00738,Integration,93
A00739,Infrastructure,93
A00739,Database,87
A00739,Analytics & Data,91
A00739,AI & ML,84
A00739,Security,19
A00739,Applications,79
A00739,Integration,36
A00740,Infrastructure,98
A00740,Database,42
A00740,Analytics & Data,90
A00740,AI & ML,98
A00740,Security,100
A00740,Applications,99
A00740,Integration,100
A00741,Infrastructure,31
A00741,Database,39
A00741,Analytics & Data,67
A00741,AI & ML,17
A00741,Security,10
A00741,Applications,49
A00741,Integration,27
A00742,Infrastructure,97
A00742,Database,53
A00742,Analytics & Data,83
A00742,AI & ML,81
A00742,Security,86
A00742,Applications,76
A00742,Integration,21
A00743,Infrastructure,81
A00743,Database,82
A00743,Analytics & Data,52
A00743,AI & ML,60
A00743,Security,90
A00743,Applications,59
A00743,Integration,63
A00744,Infrastructure,48
A00744,Database,82
A00744,Analytics & Data,29
A00744,AI & ML,37
A00744,Security,86
A00744,Applications,47
A00744,Integration,94
A00745,Infrastructure,61
A00745,Database,10
A00745,Analytics & Data,56
A00745,AI & ML,50
A00745,Security,68
A00745,Applications,92
A00745,Integration,19
A00746,Infrastructure,69
A00746,Database,71
A00746,Analytics & Data,28
A00746,AI & ML,47
A00746,Security,32
A00746,Applications,62
A00746,Integration,59
A00747,Infrastructure,87
A00747,Database,82
A00747,Analytics & Data,80
A00747,AI & ML,100
A00747,Security,91
A00747,Applications,61
A00747,Integration,70
A00748,Infrastructure,65
A00748,Database,72
A00748,Analytics & Data,10
A00748,AI & ML,88
A00748,Security,88
A00748,Applications,86
A00748,Integration,32
A00749,Infrastructure,65
A00749,Database,98
A00749,Analytics & Data,94
A00749,AI & ML,100
A00749,Security,100
A00749,Applications,69
A00749,Integration,99
A00750,Infrastructure,77
A00750,Database,91
A00750,Analytics & Data,90
A00750,AI & ML,100
A00750,Security,56
A00750,Applications,93
A00750,Integration,99
A00751,Infrastructure,30
A00751,Database,15
A00751,Analytics & Data,14
A00751,AI & ML,22
A00751,Security,36
A00751,Applications,25
A00751,Integration,38
A00752,Infrastructure,69
A00752,Database,50
A00752,Analytics & Data,100
A00752,AI & ML,84
A00752,Security,97
A00752,Applications,83
A00752,Integration,100
A00753,Infrastructure,61
A00753,Database,61
A00753,Analytics & Data,17
A00753,AI & ML,63
A00753,Security,23
A00753,Applications,35
A00753,Integration,26
A00754,Infrastructure,99
A00754,Database,54
A00754,Analytics & Data,83
A00754,AI & ML,50
A00754,Security,99
A00754,Applications,77
A00754,Integration,90
A00755,Infrastructure,100
A00755,Database,89
A00755,Analytics & Data,88
A00755,AI & ML,81
A00755,Security,67
A00755,Applications,80
A00755,Integration,67
A00756,Infrastructure,86
A00756,Database,54
A00756,Analytics & Data,82
A00756,AI & ML,53
A00756,Security,50
A00756,Applications,46
A00756,Integration,60
A00757,Infrastructure,40
A00757,Database,14
A00757,Analytics & Data,94
A00757,AI & ML,99
A00757,Security,10
A00757,Applications,70
A00757,Integration,13
A00758,Infrastructure,91
A00758,Database,24
A00758,Analytics & Data,98
A00758,AI & ML,97
A00758,Security,49
A00758,Applications,58
A00758,Integration,59
A00759,Infrastructure,62
A00759,Database,57
A00759,Analytics & Data,84
A00759,AI & ML,53
A00759,Security,99
A00759,Applications,58
A00759,Integration,82
A00760,Infrastructure,48
A00760,Database,84
A00760,Analytics & Data,62
A00760,AI & ML,78
A00760,Security,84
A00760,Applications,59
A00760,Integration,78
A00761,Infrastructure,21
A00761,Database,24
A00761,Analytics & Data,23
A00761,AI & ML,38
A00761,Security,66
A00761,Applications,70
A00761,Integration,26
A00762,Infrastructure,82
A00762,Database,98
A00762,Analytics & Data,53
A00762,AI & ML,89
A00762,Security,78
A00762,Applications,92
A00762,Integration,89
A00763,Infrastructure,81
A00763,Database,22
A00763,Analytics & Data,79
A00763,AI & ML,68
A00763,Security,76
A00763,Applications,56
A00763,Integration,54
A00764,Infrastructure,87
A00764,Database,79
A00764,Analytics & Data,62
A00764,AI & ML,84
A00764,Security,92
A00764,Applications,70
A00764,Integration,39
A00765,Infrastructure,77
A00765,Database,51
A00765,Analytics & Data,100
A00765,AI & ML,23
A00765,Security,68
A00765,Applications,91
A00765,Integration,81
A00766,Infrastructure,100
A00766,Database,88
A00766,Analytics & Data,98
A00766,AI & ML,97
A00766,Security,98
A00766,Applications,77
A00766,Integration,97
A00767,Infrastructure,61
A00767,Database,17
A00767,Analytics & Data,54
A00767,AI & ML,11
A00767,Security,46
A00767,Applications,42
A00767,Integration,29
A00768,Infrastructure,31
A00768,Database,59
A00768,Analytics & Data,55
A00768,AI & ML,25
A00768,Security,64
A00768,Applications,94
A00768,Integration,45
A00769,Infrastructure,92
A00769,Database,85
A00769,Analytics & Data,41
A00769,AI & ML,77
A00769,Security,90
A00769,Applications,90
A00769,Integration,99
A00770,Infrastructure,94
A00770,Database,21
A00770,Analytics & Data,91
A00770,AI & ML,69
A00770,Security,78
A00770,Applications,62
A00770,Integration,90
A00771,Infrastructure,32
A00771,Database,23
A00771,Analytics & Data,41
A00771,AI & ML,31
A00771,Security,48
A00771,Applications,10
A00771,Integration,47
A00772,Infrastructure,89
A00772,Database,12
A00772,Analytics & Data,66
A00772,AI & ML,67
A00772,Security,61
A00772,Applications,56
A00772,Integration,27
A00773,Infrastructure,70
A00773,Database,16
A00773,Analytics & Data,50
A00773,AI & ML,26
A00773,Security,38
A00773,Applications,35
A00773,Integration,15
A00774,Infrastructure,98
A00774,Database,79
A00774,Analytics & Data,48
A00774,AI & ML,100
A00774,Security,99
A00774,Applications,100
A00774,Integration,32
A00775,Infrastructure,69
A00775,Database,48
A00775,Analytics & Data,88
A00775,AI & ML,77
A00775,Security,80
A00775,Applications,86
A00775,Integration,76
A00776,Infrastructure,91
A00776,Database,72
A00776,Analytics & Data,99
A00776,AI & ML,93
A00776,Security,93
A00776,Applications,69
A00776,Integration,100
A00777,Infrastructure,99
A00777,Database,86
A00777,Analytics & Data,82
A00777,AI & ML,99
A00777,Security,76
A00777,Applications,82
A00777,Integration,53
A00778,Infrastructure,42
A00778,Database,70
A00778,Analytics & Data,87
A00778,AI & ML,63
A00778,Security,45
A00778,Applications,66
A00778,Integration,56
A00779,Infrastructure,24
A00779,Database,10
A00779,Analytics & Data,61
A00779,AI & ML,16
A00779,Security,49
A00779,Applications,37
A00779,Integration,33
A00780,Infrastructure,54
A00780,Database,27
A00780,Analytics & Data,30
A00780,AI & ML,29
A00780,Security,66
A00780,Applications,56
A00780,Integration,32
A00781,Infrastructure,64
A00781,Database,82
A00781,Analytics & Data,94
A00781,AI & ML,39
A00781,Security,87
A00781,Applications,47
A00781,Integration,97
A00782,Infrastructure,79
A00782,Database,46
A00782,Analytics & Data,91
A00782,AI & ML,76
A00782,Security,31
A00782,Applications,68
A00782,Integration,92
A00783,Infrastructure,69
A00783,Database,97
A00783,Analytics & Data,99
A00783,AI & ML,98
A00783,Security,90
A00783,Applications,91
A00783,Integration,66
A00784,Infrastructure,76
A00784,Database,99
A00784,Analytics & Data,97
A00784,AI & ML,21
A00784,Security,98
A00784,Applications,63
A00784,Integration,97
A00785,Infrastructure,57
A00785,Database,46
A00785,Analytics & Data,83
A00785,AI & ML,85
A00785,Security,65
A00785,Applications,52
A00785,Integration,50
A00786,Infrastructure,32
A00786,Database,50
A00786,Analytics & Data,55
A00786,AI & ML,31
A00786,Security,48
A00786,Applications,35
A00786,Integration,58
A00787,Infrastructure,69
A00787,Database,81
A00787,Analytics & Data,51
A00787,AI & ML,34
A00787,Security,28
A00787,Applications,25
A00787,Integration,56
A00788,Infrastructure,93
A00788,Database,79
A00788,Analytics & Data,92
A00788,AI & ML,64
A00788,Security,100
A00788,Applications,94
A00788,Integration,100
A00789,Infrastructure,64
A00789,Database,99
A00789,Analytics & Data,83
A00789,AI & ML,97
A00789,Security,97
A00789,Applications,92
A00789,Integration,97
A00790,Infrastructure,46
A00790,Database,25
A00790,Analytics & Data,19
A00790,AI & ML,63
A00790,Security,10
A00790,Applications,40
A00790,Integration,71
A00791,Infrastructure,92
A00791,Database,73
A00791,Analytics & Data,81
A00791,AI & ML,22
A00791,Security,85
A00791,Applications,48
A00791,Integration,76
A00792,Infrastructure,85
A00792,Database,100
A00792,Analytics & Data,99
A00792,AI & ML,13
A00792,Security,98
A00792,Applications,80
A00792,Integration,80
A00793,Infrastructure,21
A00793,Database,37
A00793,Analytics & Data,89
A00793,AI & ML,86
A00793,Security,37
A00793,Applications,57
A00793,Integration,85
A00794,Infrastructure,67
A00794,Database,78
A00794,Analytics & Data,45
A00794,AI & ML,26
A00794,Security,84
A00794,Applications,60
A00794,Integration,55
A00795,Infrastructure,58
A00795,Database,58
A00795,Analytics & Data,77
A00795,AI & ML,53
A00795,Security,65
A00795,Applications,77
A00795,Integration,65
A00796,Infrastructure,65
A00796,Database,89
A00796,Analytics & Data,84
A00796,AI & ML,77
A00796,Security,86
A00796,Applications,59
A00796,Integration,80
A00797,Infrastructure,88
A00797,Database,67
A00797,Analytics & Data,91
A00797,AI & ML,88
A00797,Security,84
A00797,Applications,99
A00797,Integration,73
A00798,Infrastructure,28
A00798,Database,86
A00798,Analytics & Data,48
A00798,AI & ML,62
A00798,Security,45
A00798,Applications,26
A00798,Integration,41
A00799,Infrastructure,15
A00799,Database,72
A00799,Analytics & Data,85
A00799,AI & ML,48
A00799,Security,59
A00799,Applications,68
A00799,Integration,48
A00800,Infrastructure,49
A00800,Database,69
A00800,Analytics & Data,81
A00800,AI & ML,94
A00800,Security,83
A00800,Applications,91
A00800,Integration,92
A00801,Infrastructure,25
A00801,Database,27
A00801,Analytics & Data,32
A00801,AI & ML,31
A00801,Security,34
A00801,Applications,40
A00801,Integration,16
A00802,Infrastructure,28
A00802,Database,39
A00802,Analytics & Data,66
A00802,AI & ML,10
A00802,Security,15
A00802,Applications,13
A00802,Integration,53
A00803,Infrastructure,62
A00803,Database,50
A00803,Analytics & Data,29
A00803,AI & ML,52
A00803,Security,62
A00803,Applications,62
A00803,Integration,65
A00804,Infrastructure,100
A00804,Database,78
A00804,Analytics & Data,89
A00804,AI & ML,81
A00804,Security,92
A00804,Applications,55
A00804,Integration,81
A00805,Infrastructure,100
A00805,Database,78
A00805,Analytics & Data,79
A00805,AI & ML,99
A00805,Security,83
A00805,Applications,99
A00805,Integration,78
A00806,Infrastructure,53
A00806,Database,62
A00806,Analytics & Data,59
A00806,AI & ML,84
A00806,Security,50
A00806,Applications,99
A00806,Integration,39
A00807,Infrastructure,90
A00807,Database,88
A00807,Analytics & Data,85
A00807,AI & ML,81
A00807,Security,72
A00807,Applications,90
A00807,Integration,100
A00808,Infrastructure,87
A00808,Database,90
A00808,Analytics & Data,51
A00808,AI & ML,90
A00808,Security,76
A00808,Applications,97
A00808,Integration,76
A00809,Infrastructure,42
A00809,Database,50
A00809,Analytics & Data,16
A00809,AI & ML,49
A00809,Security,37
A00809,Applications,37
A00809,Integration,10
A00810,Infrastructure,73
A00810,Database,69
A00810,Analytics & Data,99
A00810,AI & ML,89
A00810,Security,85
A00810,Applications,77
A00810,Integration,62
A00811,Infrastructure,21
A00811,Database,61
A00811,Analytics & Data,33
A00811,AI & ML,24
A00811,Security,28
A00811,Applications,20
A00811,Integration,47
A00812,Infrastructure,83
A00812,Database,92
A00812,Analytics & Data,92
A00812,AI & ML,63
A00812,Security,76
A00812,Applications,97
A00812,Integration,90
A00813,Infrastructure,78
A00813,Database,86
A00813,Analytics & Data,85
A00813,AI & ML,100
A00813,Security,99
A00813,Applications,82
A00813,Integration,85
A00814,Infrastructure,53
A00814,Database,86
A00814,Analytics & Data,68
A00814,AI & ML,56
A00814,Security,82
A00814,Applications,47
A00814,Integration,53
A00815,Infrastructure,31
A00815,Database,34
A00815,Analytics & Data,39
A00815,AI & ML,25
A00815,Security,47
A00815,Applications,30
A00815,Integration,37
A00816,Infrastructure,71
A00816,Database,86
A00816,Analytics & Data,81
A00816,AI & ML,85
A00816,Security,61
A00816,Applications,49
A00816,Integration,72
A00817,Infrastructure,100
A00817,Database,78
A00817,Analytics & Data,71
A00817,AI & ML,98
A00817,Security,77
A00817,Applications,81
A00817,Integration,94
A00818,Infrastructure,63
A00818,Database,34
A00818,Analytics & Data,54
A00818,AI & ML,16
A00818,Security,26
A00818,Applications,31
A00818,Integration,10
A00819,Infrastructure,61
A00819,Database,25
A00819,Analytics & Data,37
A00819,AI & ML,30
A00819,Security,50
A00819,Applications,27
A00819,Integration,92
A00820,Infrastructure,78
A00820,Database,98
A00820,Analytics & Data,42
A00820,AI & ML,99
A00820,Security,98
A00820,Applications,21
A00820,Integration,92
A00821,Infrastructure,93
A00821,Database,99
A00821,Analytics & Data,87
A00821,AI & ML,51
A00821,Security,93
A00821,Applications,88
A00821,Integration,97
A00822,Infrastructure,98
A00822,Database,89
A00822,Analytics & Data,83
A00822,AI & ML,94
A00822,Security,99
A00822,Applications,80
A00822,Integration,98
A00823,Infrastructure,47
A00823,Database,56
A00823,Analytics & Data,26
A00823,AI & ML,46
A00823,Security,49
A00823,Applications,67
A00823,Integration,50
A00824,Infrastructure,35
A00824,Database,69
A00824,Analytics & Data,33
A00824,AI & ML,73
A00824,Security,17
A00824,Applications,25
A00824,Integration,34
A00825,Infrastructure,54
A00825,Database,53
A00825,Analytics & Data,68
A00825,AI & ML,91
A00825,Security,54
A00825,Applications,89
A00825,Integration,100
A00826,Infrastructure,16
A00826,Database,28
A00826,Analytics & Data,68
A00826,AI & ML,29
A00826,Security,24
A00826,Applications,69
A00826,Integration,54
A00827,Infrastructure,19
A00827,Database,18
A00827,Analytics & Data,16
A00827,AI & ML,11
A00827,Security,18
A00827,Applications,12
A00827,Integration,73
A00828,Infrastructure,57
A00828,Database,53
A00828,Analytics & Data,52
A00828,AI & ML,57
A00828,Security,66
A00828,Applications,79
A00828,Integration,70
A00829,Infrastructure,54
A00829,Database,69
A00829,Analytics & Data,80
A00829,AI & ML,79
A00829,Security,89
A00829,Applications,92
A00829,Integration,99
A00830,Infrastructure,52
A00830,Database,98
A00830,Analytics & Data,94
A00830,AI & ML,99
A00830,Security,98
A00830,Applications,99
A00830,Integration,86
A00831,Infrastructure,72
A00831,Database,84
A00831,Analytics & Data,30
A00831,AI & ML,77
A00831,Security,70
A00831,Applications,45
A00831,Integration,61
A00832,Infrastructure,98
A00832,Database,81
A00832,Analytics & Data,91
A00832,AI & ML,85
A00832,Security,41
A00832,Applications,100
A00832,Integration,93
A00833,Infrastructure,33
A00833,Database,87
A00833,Analytics & Data,70
A00833,AI & ML,55
A00833,Security,84
A00833,Applications,82
A00833,Integration,84
A00834,Infrastructure,16
A00834,Database,45
A00834,Analytics & Data,13
A00834,AI & ML,32
A00834,Security,45
A00834,Applications,54
A00834,Integration,56
A00835,Infrastructure,50
A00835,Database,71
A00835,Analytics & Data,35
A00835,AI & ML,29
A00835,Security,19
A00835,Applications,40
A00835,Integration,35
A00836,Infrastructure,35
A00836,Database,65
A00836,Analytics & Data,93
A00836,AI & ML,54
A00836,Security,52
A00836,Applications,51
A00836,Integration,92
A00837,Infrastructure,41
A00837,Database,70
A00837,Analytics & Data,61
A00837,AI & ML,67
A00837,Security,53
A00837,Applications,89
A00837,Integration,47
A00838,Infrastructure,81
A00838,Database,87
A00838,Analytics & Data,77
A00838,AI & ML,42
A00838,Security,87
A00838,Applications,63
A00838,Integration,22
A00839,Infrastructure,98
A00839,Database,94
A00839,Analytics & Data,99
A00839,AI & ML,86
A00839,Security,82
A00839,Applications,94
A00839,Integration,80
A00840,Infrastructure,90
A00840,Database,78
A00840,Analytics & Data,19
A00840,AI & ML,66
A00840,Security,85
A00840,Applications,45
A00840,Integration,18
A00841,Infrastructure,58
A00841,Database,65
A00841,Analytics & Data,65
A00841,AI & ML,87
A00841,Security,65
A00841,Applications,15
A00841,Integration,89
A00842,Infrastructure,97
A00842,Database,99
A00842,Analytics & Data,98
A00842,AI & ML,91
A00842,Security,88
A00842,Applications,98
A00842,Integration,97
A00843,Infrastructure,87
A00843,Database,99
A00843,Analytics & Data,56
A00843,AI & ML,98
A00843,Security,99
A00843,Applications,99
A00843,Integration,76
A00844,Infrastructure,67
A00844,Database,83
A00844,Analytics & Data,87
A00844,AI & ML,98
A00844,Security,63
A00844,Applications,100
A00844,Integration,94
A00845,Infrastructure,59
A00845,Database,94
A00845,Analytics & Data,94
A00845,AI & ML,83
A00845,Security,99
A00845,Applications,76
A00845,Integration,98
A00846,Infrastructure,67
A00846,Database,85
A00846,Analytics & Data,35
A00846,AI & ML,77
A00846,Security,64
A00846,Applications,71
A00846,Integration,70
A00847,Infrastructure,85
A00847,Database,67
A00847,Analytics & Data,85
A00847,AI & ML,71
A00847,Security,87
A00847,Applications,93
A00847,Integration,89
A00848,Infrastructure,80
A00848,Database,88
A00848,Analytics & Data,84
A00848,AI & ML,47
A00848,Security,55
A00848,Applications,38
A00848,Integration,63
A00849,Infrastructure,46
A00849,Database,99
A00849,Analytics & Data,67
A00849,AI & ML,67
A00849,Security,81
A00849,Applications,81
A00849,Integration,98
A00850,Infrastructure,41
A00850,Database,15
A00850,Analytics & Data,35
A00850,AI & ML,15
A00850,Security,57
A00850,Applications,32
A00850,Integration,25
A00851,Infrastructure,38
A00851,Database,27
A00851,Analytics & Data,23
A00851,AI & ML,39
A00851,Security,60
A00851,Applications,29
A00851,Integration,65
A00852,Infrastructure,34
A00852,Database,32
A00852,Analytics & Data,20
A00852,AI & ML,73
A00852,Security,20
A00852,Applications,13
A00852,Integration,56
A00853,Infrastructure,88
A00853,Database,76
A00853,Analytics & Data,85
A00853,AI & ML,97
A00853,Security,77
A00853,Applications,99
A00853,Integration,34
A00854,Infrastructure,78
A00854,Database,92
A00854,Analytics & Data,78
A00854,AI & ML,87
A00854,Security,14
A00854,Applications,98
A00854,Integration,82
A00855,Infrastructure,46
A00855,Database,91
A00855,Analytics & Data,88
A00855,AI & ML,94
A00855,Security,100
A00855,Applications,47
A00855,Integration,93
A00856,Infrastructure,99
A00856,Database,89
A00856,Analytics & Data,84
A00856,AI & ML,80
A00856,Security,88
A00856,Applications,99
A00856,Integration,77
A00857,Infrastructure,46
A00857,Database,32
A00857,Analytics & Data,53
A00857,AI & ML,46
A00857,Security,26
A00857,Applications,69
A00857,Integration,57
A00858,Infrastructure,62
A00858,Database,27
A00858,Analytics & Data,98
A00858,AI & ML,68
A00858,Security,97
A00858,Applications,98
A00858,Integration,97
A00859,Infrastructure,29
A00859,Database,98
A00859,Analytics & Data,98
A00859,AI & ML,98
A00859,Security,81
A00859,Applications,68
A00859,Integration,98
A00860,Infrastructure,60
A00860,Database,87
A00860,Analytics & Data,17
A00860,AI & ML,22
A00860,Security,30
A00860,Applications,68
A00860,Integration,33
A00861,Infrastructure,77
A00861,Database,91
A00861,Analytics & Data,28
A00861,AI & ML,85
A00861,Security,100
A00861,Applications,77
A00861,Integration,56
A00862,Infrastructure,12
A00862,Database,13
A00862,Analytics & Data,49
A00862,AI & ML,41
A00862,Security,38
A00862,Applications,16
A00862,Integration,19
A00863,Infrastructure,16
A00863,Database,32
A00863,Analytics & Data,76
A00863,AI & ML,61
A00863,Security,37
A00863,Applications,29
A00863,Integration,30
A00864,Infrastructure,86
A00864,Database,67
A00864,Analytics & Data,40
A00864,AI & ML,100
A00864,Security,68
A00864,Applications,92
A00864,Integration,99
A00865,Infrastructure,73
A00865,Database,26
A00865,Analytics & Data,63
A00865,AI & ML,11
A00865,Security,15
A00865,Applications,25
A00865,Integration,66
A00866,Infrastructure,36
A00866,Database,79
A00866,Analytics & Data,94
A00866,AI & ML,90
A00866,Security,80
A00866,Applications,89
A00866,Integration,80
A00867,Infrastructure,58
A00867,Database,24
A00867,Analytics & Data,36
A00867,AI & ML,28
A00867,Security,26
A00867,Applications,33
A00867,Integration,58
A00868,Infrastructure,32
A00868,Database,99
A00868,Analytics & Data,65
A00868,AI & ML,85
A00868,Security,58
A00868,Applications,54
A00868,Integration,90
A00869,Infrastructure,50
A00869,Database,84
A00869,Analytics & Data,64
A00869,AI & ML,76
A00869,Security,27
A00869,Applications,76
A00869,Integration,42
A00870,Infrastructure,73
A00870,Database,55
A00870,Analytics & Data,64
A00870,AI & ML,70
A00870,Security,82
A00870,Applications,69
A00870,Integration,77
A00871,Infrastructure,16
A00871,Database,49
A00871,Analytics & Data,72
A00871,AI & ML,23
A00871,Security,11
A00871,Applications,77
A00871,Integration,62
A00872,Infrastructure,45
A00872,Database,51
A00872,Analytics & Data,42
A00872,AI & ML,40
A00872,Security,72
A00872,Applications,68
A00872,Integration,49
A00873,Infrastructure,20
A00873,Database,28
A00873,Analytics & Data,48
A00873,AI & ML,63
A00873,Security,61
A00873,Applications,69
A00873,Integration,49
A00874,Infrastructure,84
A00874,Database,78
A00874,Analytics & Data,80
A00874,AI & ML,89
A00874,Security,80
A00874,Applications,60
A00874,Integration,67
A00875,Infrastructure,97
A00875,Database,60
A00875,Analytics & Data,100
A00875,AI & ML,85
A00875,Security,87
A00875,Applications,99
A00875,Integration,97
A00876,Infrastructure,40
A00876,Database,54
A00876,Analytics & Data,36
A00876,AI & ML,33
A00876,Security,36
A00876,Applications,45
A00876,Integration,24
A00877,Infrastructure,76
A00877,Database,77
A00877,Analytics & Data,100
A00877,AI & ML,90
A00877,Security,89
A00877,Applications,85
A00877,Integration,84
A00878,Infrastructure,100
A00878,Database,97
A00878,Analytics & Data,100
A00878,AI & ML,99
A00878,Security,84
A00878,Applications,98
A00878,Integration,98
A00879,Infrastructure,81
A00879,Database,97
A00879,Analytics & Data,98
A00879,AI & ML,82
A00879,Security,83
A00879,Applications,99
A00879,Integration,98
A00880,Infrastructure,67
A00880,Database,52
A00880,Analytics & Data,84
